SN_EOR,EOR_OPERATION_CD,API_WELL_NUMBER,WELL_NAME,WELL_NM_ST_SFIX,WELL_NM_BP_SFIX,MMS_COMPANY_NUM,BUS_ASC_NAME,BOTM_LEASE_NUMBER,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,SURF_LEASE_NUMBER,SURF_AREA_CODE,SURF_BLOCK_NUMBER,BOREHOLE_STAT_CD,BOREHOLE_STAT_DT,OPERATIONAL_NARRATIVE,SUBSEA_COMPLETION_FLAG,SUBSEA_PROTECTION_FLAG,SUBSEA_COMPLETION_BUOY_FLAG,SUBSEA_TREE_HEIGHT_AML,OBSTRUCTION_PROTECTION_FLAG,OBSTRUCTION_TYPE_CD,OBSTRUCTION_BUOY_FLAG,OBSTRUCTION_HEIGHT_AML
-110015,A,177004032200,A006,0,1,2375,"Energy XXI GOM, LLC",G02834,WC,238,G02834,WC,238,TA,3/10/2010,Well will be permanently abandoned when the platform is removed.,NO,NO,NO,,NO,,NO,
-108870,A,177094149800,001,0,0,1978,"Helis Oil & Gas Company, L.L.C.",G32165,EI,22,G32165,EI,22,PA,3/1/2010,,,,YES,,NO,,NO,
-108910,C,608114052900,DR004,0,0,3521,"Deepwater Abandonment Alternatives, Inc.",G11043,GC,244,G11043,GC,244,COM,1/29/2010,,YES,NO,NO,22.0,NO,ST,NO,15.0
-108915,C,608044027000,013,0,0,981,Anadarko Petroleum Corporation,G14205,EB,602,G14205,EB,602,COM,3/13/2010,well is temporarily shut-in until flowlines are installed,YES,NO,NO,13.0,,,,
-108931,C,177114148300,E001,0,0,1834,Talos Petroleum LLC,G13912,SS,99,G13912,SS,99,COM,4/12/2006,"Stone has successfully performed zone change operations to produce the ""S-2"" Sand in SS 99, OCS-G-13912, Well E-1.  Operations began on December 17, 2009 and ended on December 25, 2009.  The previous producing interval in the well, the ""LCA"" Sand, perfs 14060' - 14066' MD, was isolated by setting a TTBP @ 13900' and dumping 50' of cmt on top, ETOC @ 13850' MD.  The ""S-2"" was then exposed to production by perforating from 13203' - 13212' & 13217' - 13219' MD.  ",NO,NO,NO,,,,,
-109964,A,177250012000,B007,0,0,3481,"Cantium, LLC", 00374,MP,41, 00374,MP,41,TA,2/11/2010,,NO,NO,NO,,NO,,NO,
-109965,C,177054011001,005,1,0,3288,"Cochon Properties, LLC", 00560,VR,67, 00560,VR,67,COM,3/20/2000,Change Zone to Pilo 10 Sand (5890'- 5912'),NO,NO,NO,,NO,,NO,
-110068,A,177172003300,D011,1,0,2998,"Wild Well Control, Inc.", 00133,GI,47, 00134,GI,48,PA,3/3/2010,Grouted exposed annuli to complete PA operations.,NO,NO,NO,,NO,,NO,
-110035,C,177192007502,U005,2,0,2451,GOM Shelf LLC, 00180,WD,68, 00180,WD,68,COM,11/24/2003,Changed zones.,NO,NO,NO,,,,,
-110036,C,177064084501,A001,1,0,3026,"Talos Energy Ventures, LLC",G17921,VR,356,G17921,VR,356,COM,1/28/2001,,NO,NO,NO,,NO,,NO,
-110037,C,177174096700,O003,0,0,2451,GOM Shelf LLC, 00133,GI,47, 00133,GI,47,COM,9/13/2007,Changed Zones,NO,NO,NO,,,,,
-110067,A,177172000500,D009,0,0,2998,"Wild Well Control, Inc.", 00133,GI,47, 00134,GI,48,PA,3/3/2010,Grouted exposed annuli to complete PA operations.,NO,NO,NO,,NO,,NO,
-110069,C,177084065900,B001,0,0,3151,"Cox Operating, L.L.C.",G01210,SM,78,G01210,SM,78,COM,12/3/1989,,NO,NO,NO,,NO,,NO,
-110074,A,177170047200,C009,0,0,2998,"Wild Well Control, Inc.", 00133,GI,47, 00133,GI,47,PA,2/23/2010,,NO,NO,NO,,NO,,NO,
-110078,A,177254086700,A001,0,0,1284,"W & T Offshore, Inc.",G27965,MP,98,G27965,MP,98,TA,4/29/2010,,,,YES,,,,,
-110106,A,177074003800,E006,0,0,2312,McMoRan Oil & Gas LLC, 00787,SM,49, 00787,SM,49,TA,4/7/2010,,NO,NO,NO,,NO,,NO,
-110107,A,177074001400,E001,0,1,2312,McMoRan Oil & Gas LLC, 00787,SM,49, 00787,SM,49,TA,4/6/2010,,NO,NO,NO,,NO,,NO,
-108635,C,177094114400,024,0,0,3295,Fieldwood Energy LLC, 00797,EI,105, 00797,EI,105,COM,7/28/1997,,NO,NO,NO,,NO,,NO,
-108638,A,608124004700,004,0,0,2647,Murphy Exploration & Production Company - USA,G16965,WR,206,G16965,WR,206,DSI,11/25/2009,The Well Status Date should be corrected to 12/1/2009 upon accepting EOR.,,,YES,,,,,
-108700,A,177004077300,A003,0,0,2375,"Energy XXI GOM, LLC",G09408,WC,248,G09408,WC,248,TA,12/21/2009,Well will be permanently abandoned when the platform is removed.,NO,NO,NO,,NO,,NO,
-108712,W,427094082400,D016,0,0,105,Apache Corporation,G02722,HI,A596,G02721,HI,A595,COM,8/10/1985,Installed live gas lift valves in long string and short string.,NO,NO,NO,,NO,,NO,
-108713,A,177004087401,A010,1,0,2375,"Energy XXI GOM, LLC",G09408,WC,248,G09408,WC,248,TA,12/21/2009,Well will be permanently abandoned when the platform is removed.,,,YES,,,,,
-108714,O,427084049800,B001,0,0,2266,"EPL Oil & Gas, LLC",G03236,HI,179,G14159,HI,154,COM,5/28/2000,Install Downhole Choke,NO,NO,NO,,NO,,NO,
-108715,A,177004106900,A012,0,0,2375,"Energy XXI GOM, LLC",G09408,WC,248,G09408,WC,248,TA,12/21/2009,Well will be permanently abandoned when the platform is removed.,NO,NO,NO,,NO,,NO,
-108716,A,177004078900,A007,0,0,2375,"Energy XXI GOM, LLC",G09408,WC,248,G09408,WC,248,TA,12/21/2009,Well will be permanently abandoned when the platfrom is removed.,NO,NO,NO,,NO,,NO,
-108717,A,177094149600,G001,0,0,3619,Talos Third Coast LLC,G05504,EI,224,G05504,EI,224,TA,2/13/2010,,,,YES,,YES,CS,YES,6.0
-108893,A,608084001801,002,0,1,981,Anadarko Petroleum Corporation,G21447,KC,919,G21447,KC,919,PA,12/15/2009,Plug and abandonment of bypass.,,,YES,,NO,,NO,
-108814,W,608174051704,TB003,0,4,1834,Talos Petroleum LLC,G09771,MC,28,G09771,MC,28,COM,6/26/2001,Set ball & cage standing valve in nipple at 10042' & CCV in SSSV at 3230'.  ,YES,NO,NO,,NO,,NO,
-108911,W,177154050401,CL019,1,0,3481,"Cantium, LLC", 00387,ST,24, 00387,ST,24,COM,11/3/2002,,,,YES,,,,,
-108912,A,177254079800,B001,0,0,2714,"Century Exploration New Orleans, LLC",G04910,MP,100,G04910,MP,100,TA,12/19/2009,,,,YES,,NO,,NO,
-108913,C,177004127102,A003,0,2,3670,"White Fleet Operating, LLC",G22505,WC,75,G25872,WC,62,COM,11/27/2007,Change Zones,NO,NO,NO,,,,,
-108914,C,177194080800,BB002,0,0,3407,"Array Petroleum, LLC",G01447,WD,21,G01447,WD,21,COM,1/20/2006,"Well was recompleted uphole to the K-7 & K-6 sands.

Commingling letter approval received on 12/07/09. (see attachment)",NO,NO,NO,,,,,
-108930,A,177064031001,C009,1,0,1834,Talos Petroleum LLC,G02082,VR,268,G17913,VR,267,PA,5/30/2010,,,,YES,,NO,,NO,
-108935,A,427104003001,A001,1,0,1103,"EOG Resources, Inc.",G06200,HI,166,G06200,HI,166,PA,12/20/2009,,NO,NO,NO,,NO,,NO,
-108942,A,608174020301,A015,1,0,276,Exxon Mobil Corporation,G02970,MC,268,G02970,MC,268,TA,2/10/2010,Well was TP&A'd; conductor to be removed June/July 2010.,NO,NO,NO,,NO,,NO,
-109524,A,177090052800,A001,0,0,3,Union Oil Company of California, 00196,EI,32, 00196,EI,32,COM,12/21/1949,"Plugback to Sidetrack/Bypass - Operations Unsuccessful
Unable to get passed sand fill at 5311'; set DS plug in S-nipple at 2514'
",NO,NO,NO,,NO,,NO,
-109528,W,177094057900,008,0,0,3035,Fieldwood Energy Offshore LLC, 00466,EI,77, 00466,EI,77,COM,9/6/1983,,NO,NO,NO,,NO,,NO,
-109538,C,177054032802,009,2,0,2266,"EPL Oil & Gas, LLC", 00205,VR,38, 00205,VR,38,COM,5/27/2003,Isolated Cib-Op 1C and Recompleted to Cib-Op 1A,,,YES,,,,,
-46026,A,177242002100,D002,0,0,2237,"Noble Energy, Inc.",G01677,MP,306,G01677,MP,306,PA,5/17/2007,Casings will not be cut below the mudline as approval has been granted to reef the jacket in place.,NO,NO,NO,,NO,CS,NO,49.0
-53549,C,427084005600,A002,0,0,105,Apache Corporation,G03228,GA,180,G03236,HI,179,COM,8/2/1980,Abandon the H2 Sand and perforate the H Sand.,NO,NO,NO,,NO,,NO,
-44259,A,177064068600,A025,0,0,2899,Talos ERT LLC,G02572,VR,331,G02572,VR,331,PA,4/22/2007,"The VR 331 OCS-G 02572, Well A25 was plugged back and prepared for sidetrack operations.  The MODU, Rowan Louisiana was on location on 04-11-07 and plug back operations completed 04-22-07.  See Attachement ""Current Wellbore Schematic"" for details.",NO,NO,NO,,NO,,NO,
-47650,C,427084062100,A002,0,0,2025,"EP Energy E&P Company, L.P.",G17151,HI,198,G17151,HI,198,COM,8/18/2007,,NO,NO,NO,,,,,
-47788,C,177034021901,C001,1,0,3147,"EC Offshore Properties, Inc.", 00184,EC,72,G13576,EC,71,COM,8/18/2007,,NO,NO,NO,,,,,
-55478,O,608164040000,SS001,0,0,3295,Fieldwood Energy LLC,G15441,VK,917,G15441,VK,917,ST,9/4/2007,Plugback to Sidetrack,NO,,YES,,,,,
-48872,A,177074033500,JA001,0,0,3059,ANKOR Energy LLC,G01184,SM,16,G01184,SM,16,TA,6/17/2007,,NO,NO,NO,,NO,,NO,
-48991,A,177164034500,001,0,0,1978,"Helis Oil & Gas Company, L.L.C.",G27942,ST,233,G27942,ST,233,PA,7/13/2007,,,,YES,,NO,,NO,
-48992,A,608174018600,A010,0,0,105,Apache Corporation,G02640,MC,148,G02640,MC,148,TA,12/23/2007,,NO,NO,NO,,NO,,NO,
-49010,C,427094116002,A017,0,2,2851,"Apache Shelf, Inc.",G02688,HI,A467,G02688,HI,A467,COM,8/19/2007,,NO,,YES,,,,,
-49050,O,608174050000,A012,0,0,276,Exxon Mobil Corporation,G04939,MC,397,G04939,MC,397,COM,11/9/1994,Reconfigure gas lift,NO,NO,NO,,NO,,NO,
-53010,A,177004099301,C002,1,0,1284,"W & T Offshore, Inc.",G27789,WC,181,G03265,WC,198,ST,2/24/2007,,NO,NO,NO,,NO,,NO,
-53708,C,177104162000,D003,0,0,3521,"Deepwater Abandonment Alternatives, Inc.",G27918,EI,311,G22679,EI,312,COM,9/10/2007,,NO,YES,NO,,,,,
-54128,A,177254080901,BF010,0,1,3481,"Cantium, LLC", 00379,MP,59, 00373,MP,40,TA,7/19/2007,,NO,NO,NO,,NO,,NO,
-54328,W,177154087000,A005,0,0,3247,Talos Energy Offshore LLC,G05599,ST,100,G05599,ST,100,COM,11/1/1995,EOR submitted for the installation of gas lift pack-off assembly.,NO,NO,NO,,NO,,NO,
-55481,O,608124002700,002,0,0,78,Chevron U.S.A. Inc.,G17015,WR,758,G17015,WR,758,DSI,8/14/2007,This well was permitted to be spud and temporarily abandoned.  We will return and drill this well to TD at a later date.,,,YES,,NO,CS,NO,15.0
-54469,A,177094072500,F004,0,0,2409,"Maritech Resources, Inc.", 00054,EI,129, 00053,EI,128,PA,7/31/2007,,NO,NO,NO,,NO,,NO,
-55482,A,177064044900,A003,0,0,105,Apache Corporation,G02580,VR,380,G02580,VR,380,TA,5/24/2003,The plug back operation was completed on 08/26/2007.,NO,NO,NO,,NO,,NO,
-55577,A,177014039802,001,0,2,3035,Fieldwood Energy Offshore LLC,G27801,WC,332,G27801,WC,332,BP,8/16/2007,,,,YES,,NO,,NO,
-55579,A,177094039702,F003,2,0,105,Apache Corporation, 00438,EI,175, 00438,EI,175,TA,10/29/2007,,NO,NO,NO,,NO,,NO,
-55617,A,177104031601,A027,1,0,2561,"NCX Company, L.L.C.",G02322,EI,349,G02322,EI,349,PA,9/29/2007,,NO,NO,NO,,NO,,NO,
-41839,O,177194023400,Z005,0,0,3407,"Array Petroleum, LLC",G01447,WD,21,G01447,WD,21,COM,8/9/1983,Jetted nitrogen to lift-in well.  Well shut-in. FTP unable to increase enough to reach system pressure.,NO,NO,NO,,NO,,NO,
-26045,W,177204013600,G021,0,0,2628,"Arena Offshore, LP",G09690,WD,118,G35951,WD,117,COM,9/7/1993,"Tubing Replacement - This EOR was prepared to show the new tubing data. Corrections to the OGORs have been submitted. If the eWell system can not accept the EOR, we can submit a correction report with the tubing data.",NO,NO,NO,,NO,,NO,
-42278,C,177190010401,D005,1,0,3151,"Cox Operating, L.L.C.", 00385,WD,29, 00385,WD,29,COM,1/20/2000,,NO,NO,NO,,NO,,NO,
-42458,A,177074033201,D001,1,0,2375,"Energy XXI GOM, LLC",G01196,SM,61,G01196,SM,61,PA,10/2/2004,,NO,NO,NO,,NO,,NO,
-42499,C,177174045101,A001,1,0,2628,"Arena Offshore, LP",G21686,GI,34,G21686,GI,34,COM,4/10/2007,,NO,NO,NO,,,,,
-42558,C,177034099100,001,0,0,64,Hunt Oil Company,G25939,EC,75,G25939,EC,75,COM,8/22/2005,,NO,NO,NO,,,,,
-42639,A,177004124500,001,0,0,3217,"Northstar Offshore Group, LLC",G27003,WC,132,G27003,WC,132,PA,3/19/2007,,,,YES,,NO,,NO,
-43039,W,177194070902,A012,0,2,3151,"Cox Operating, L.L.C.",G04473,WD,27,G04473,WD,27,COM,4/7/2002,Workover to set scab liner over hole in the casing.,,,YES,,,,,
-42838,A,177074088100,228,0,0,3407,"Array Petroleum, LLC", 00310,SM,212, 00310,SM,212,ST,4/18/2007,,,,YES,,,,,
-42858,A,177034012300,A007,0,0,1764,"Energy Resource Technology, Inc.",G02038,EC,231,G02038,EC,231,PA,9/17/2007,,NO,NO,NO,,NO,,NO,
-36931,A,177244001500,C016,0,0,2237,"Noble Energy, Inc.",G01676,MP,305,G01676,MP,305,PA,3/11/2007,(Casings will not be cut below the mudline as approval has been granted to reef the jacket in place.),NO,NO,NO,,NO,,NO,
-36019,A,177242011600,C011,0,0,2237,"Noble Energy, Inc.",G01676,MP,305,G01676,MP,305,PA,3/11/2007,(Casings will not be cut below the mudline as approval has been granted to reef the jacket in place.),NO,NO,NO,,NO,,NO,
-36018,A,177242010401,C009,1,0,2237,"Noble Energy, Inc.",G01676,MP,305,G01676,MP,305,PA,3/11/2007,(Casings will not be cut below the mudline as approval has been granted to reef the jacket in place.),NO,NO,NO,,NO,,NO,
-36012,A,177242002000,C001,0,0,2237,"Noble Energy, Inc.",G01676,MP,305,G01676,MP,305,PA,3/11/2007,(Casings will not be cut below the mudline as approval has been granted to reef the jacket in place.),NO,NO,NO,,NO,,NO,
-42980,A,608114020000,006,0,0,78,Chevron U.S.A. Inc.,G04508,GC,136,G04508,GC,136,PA,4/26/2007,,YES,NO,NO,0.0,NO,,NO,
-43019,A,177114053500,019,0,0,1834,Talos Petroleum LLC, 00042,SS,94, 00042,SS,94,TA,3/30/2007,,NO,NO,NO,,NO,,NO,
-43020,A,608164022700,A003,0,0,78,Chevron U.S.A. Inc.,G12119,VK,786,G12119,VK,786,ST,4/28/2007,,NO,NO,NO,,NO,,NO,
-22111,C,177194070902,A012,0,2,3151,"Cox Operating, L.L.C.",G04473,WD,27,G04473,WD,27,COM,4/7/2002,Recompletion to the MC Sand. Well produced 100% water after completion. There will be a subsequent operation under a separate APM to install a casing patch.,NO,NO,NO,,,,,
-43079,A,427084056001,003,1,0,2801,"Hoactzin Partners, L.P.",G06168,HI,196,G22238,HI,197,PA,4/11/2007,HYDRO PLUGGED AND PERMANENTLY ABANDONED THE G 06168 NO.3 ST01BP00 WELLBORE. ALL CASINGS AND DRIVE PIPE WERE CUT AND PULLED FROM A MINIMUM MDEPTH OF 20' BML.,,,YES,,NO,,NO,
-43099,A,177064033200,A017,0,0,3295,Fieldwood Energy LLC,G01955,VR,265,G01955,VR,265,ST,4/1/2007,Plugback to sidetrack.,NO,NO,NO,,NO,,NO,
-43259,O,608174111700,003,0,0,1834,Talos Petroleum LLC,G13997,MC,29,G13997,MC,29,DSI,3/31/2007,Please note operations are suspended pending arrival of MODU Ocean Voyager.,,,YES,,NO,CS,NO,14.0
-44159,A,177104010800,A011,0,0,2628,"Arena Offshore, LP",G02115,EI,330,G02115,EI,330,PA,5/7/2007,,NO,NO,NO,,NO,,NO,
-44162,A,177104029900,A018,0,0,2628,"Arena Offshore, LP",G02115,EI,330,G02115,EI,330,PA,5/15/2007,,NO,NO,NO,,NO,,NO,
-44764,A,608174110500,004,0,0,2481,BP Exploration & Production Inc.,G09866,MC,776,G09866,MC,776,ST,6/2/2007,,,,YES,,NO,CS,NO,10.0
-62904,A,177004095700,001,0,0,2409,"Maritech Resources, Inc.",G03496,WC,206,G03496,WC,206,PA,10/31/2007,,NO,NO,NO,,NO,,NO,
-62906,W,177034021901,C001,1,0,3147,"EC Offshore Properties, Inc.", 00184,EC,72,G13576,EC,71,COM,8/18/2007,,NO,NO,NO,,,,,
-62907,A,177004097501,002,1,0,2409,"Maritech Resources, Inc.",G03496,WC,206,G03496,WC,206,PA,2/24/2001,,NO,NO,NO,,NO,,NO,
-62908,A,177004109500,004,0,0,2409,"Maritech Resources, Inc.",G03496,WC,206,G03496,WC,206,PA,11/3/2007,,NO,NO,NO,,NO,,NO,
-60168,A,177154079701,F002,0,1,2899,Talos ERT LLC, 00599,ST,63, 00605,ST,86,ST,10/18/2001,"The ""T"" Sd. completion in the ST 63 F2BP was isolated on 10-17-07 and the wellbore prepared for sidetrack operations by setting cement retainer  @ 12300' and pumping a cmt plug below the retainer from 12300' - 13378'. Then setting 100' cement on top of the retainer, ETOC @ 12200' to isolate the ""T"" Sd. completion perforations. A CIBP was then set at 11373' MD to kick off the ST 86 F2ST wellbore.",NO,NO,NO,,NO,,NO,
-62962,A,177250073200,014,0,0,3481,"Cantium, LLC", 00374,MP,41, 00374,MP,41,PA,12/12/2007,,NO,NO,NO,,NO,,NO,
-62963,C,177004128300,008,0,0,1284,"W & T Offshore, Inc.", 00253,WC,149, 00253,WC,149,COM,1/7/2008,,NO,NO,NO,,,,,
-69652,A,177112021800,018,0,0,1834,Talos Petroleum LLC, 00063,SS,93, 00063,SS,93,TA,2/4/2008,,NO,NO,NO,,NO,,NO,
-69653,C,177034100300,D001,0,0,2795,"GoMex Energy Offshore, Ltd.",G27831,EC,157,G27831,EC,157,COM,3/25/2007,,NO,NO,NO,,,,,
-69654,O,177014037400,A002,0,0,2899,Talos ERT LLC,G22542,WC,328,G22542,WC,328,COM,4/26/2005,Dump resin to shut-off water to producing zone (Bul 1 Sand).,NO,NO,NO,,,,,
-69655,A,177094085602,008,2,0,78,Chevron U.S.A. Inc.,G03147,EI,26,G03147,EI,26,TA,7/17/2007,,NO,NO,NO,,NO,,NO,
-69656,C,177244082802,BA012,1,1,3481,"Cantium, LLC",G01317,MP,300,G01316,MP,299,COM,9/11/2006,,NO,NO,NO,,,,,
-61178,A,427114026500,A007,0,0,3035,Fieldwood Energy Offshore LLC,G02735,HI,A309,G02735,HI,A309,TA,1/10/2008,"The wells will remain in TA status until such time as the platform is no longer needed and ready for removal.  SPN, as lease holder also retains the final plugging and abandonment liability for the A structure and wells. (Note: When well is PA'd, a surface plug will be set and all casings will be cut at least 15' BML.",NO,NO,NO,,NO,,NO,
-61180,A,427114027400,A008,0,0,3035,Fieldwood Energy Offshore LLC,G02735,HI,A309,G02735,HI,A309,TA,1/10/2008,"The wells will remain in TA status until such time as the platform is no longer needed and ready for removal.  SPN, as lease holder also retains the final plugging and abandonment liability for the A structure and wells.",NO,NO,NO,,NO,,NO,
-61176,A,427114029500,A010,0,0,3035,Fieldwood Energy Offshore LLC,G02735,HI,A309,G02735,HI,A309,TA,1/11/2008,"The wells will remain in TA status until such time as the platform is no longer needed and ready for removal.  SPN, as lease holder also retains the final plugging and abandonment liability for the A structure and wells. (Note: When well is PA'd, a surface plug will be set and all casings will be cut at least 15' BML.)",NO,NO,NO,,NO,,NO,
-47367,A,177004127500,001,0,0,2222,"PetroQuest Energy, L.L.C.",G23754,WC,230,G23754,WC,230,TA,6/9/2007,"T&A ABANDONMENT -  royal net guard over stub, wet tech lighted smart buoy on location",,,YES,,YES,CS,YES,5.0
-47947,A,177104025300,B013,0,0,105,Apache Corporation,G02105,EI,296,G02105,EI,296,ST,5/26/2007,Plugback for sidetrack.,NO,NO,NO,,NO,,NO,
-47949,A,177110077400,B002,0,0,3295,Fieldwood Energy LLC,G01523,SS,207,G01523,SS,207,TA,3/19/2003,"9-5/8"" casing cut and POOH.  These abandonment operations completed on 02/04/08.  13-3/8"" and 26"" casings will be cut and pulled a minimum of 15' BML.  Well B002 remains in TA status.",NO,NO,NO,,NO,,NO,
-52438,C,177204000301,A009,1,0,3209,"Renaissance Offshore, LLC",G01604,WD,152,G01604,WD,152,COM,9/7/1996,,NO,NO,NO,,NO,,NO,
-52458,A,177104037800,A015,0,0,105,Apache Corporation,G02109,EI,306,G02109,EI,306,ST,7/12/2007,Plugged back for sidetrack.,NO,NO,NO,,NO,,NO,
-52459,C,177044055101,B001,1,0,3035,Fieldwood Energy Offshore LLC,G03540,EC,330,G03540,EC,330,COM,7/24/2007,Initial Completion in G-5 Sand,NO,NO,NO,,,,,
-52462,A,427094115300,JA004,0,0,2628,"Arena Offshore, LP",G13803,HI,A528,G13803,HI,A528,PA,6/13/2007,,,,YES,,NO,,NO,0.0
-58408,C,177114084900,048,0,0,1834,Talos Petroleum LLC, 00063,SS,93, 00063,SS,93,ST,9/17/2007,,NO,NO,NO,,NO,,NO,
-43302,A,177034009500,A013,0,0,2899,Talos ERT LLC,G02038,EC,231,G02038,EC,231,TA,10/13/2007,"10-3/4"", 16"" and 26"" casings have been cut at 15' BML and will remain in place until platform removal operations are recommenced in Spring 2008.",NO,NO,NO,,NO,,NO,
-61940,O,177104095200,A001,0,0,3748,Natural Resources Worldwide LLC,G02324,EI,361,G02324,EI,361,COM,5/21/1985,Acidized with coil tubing and changed status to gas lift.,NO,NO,NO,,NO,,NO,
-61959,A,177190108701,B010,1,0,3295,Fieldwood Energy LLC, 00840,WD,103, 00840,WD,103,PA,11/14/2007,The B P/F will be reefed in place.,NO,NO,NO,,NO,CS,NO,89.0
-61999,A,177190100401,B015,1,0,3295,Fieldwood Energy LLC, 00840,WD,103, 00840,WD,103,PA,11/14/2007,The B P/F will be reefed in place.,NO,NO,NO,,NO,CS,NO,84.0
-64548,C,177054115901,B007,1,0,3288,"Cochon Properties, LLC", 00560,VR,67, 00560,VR,67,COM,10/27/2002,Change Zone to Disc 12-4 Sand,,,YES,,,,,
-63468,A,608044026000,001,0,0,2237,"Noble Energy, Inc.",G19006,EB,465,G19006,EB,465,PA,12/13/2007,,,,YES,,NO,TM,NO,10.0
-60388,A,177244018400,A018,0,0,56,ConocoPhillips Company,G04264,MP,312,G02213,MP,311,TA,8/4/1994,"Current operations verified top of cement plug.  10-3/4"" and 24"" casings will be cut and pulled a minimum of 15' BML at time of platform removal.  An APM to cut and pull casings 15' BML will be submitted at time of structure removal.  MP312 Well No. A018 remains in TA status.",NO,NO,NO,,NO,,NO,
-64508,A,177124047400,A003,0,0,1284,"W & T Offshore, Inc.",G09631,SS,315,G09631,SS,315,ST,12/13/2007,,NO,NO,NO,,NO,,NO,
-64528,C,177104114500,A020,0,0,687,CNOOC Petroleum U.S.A. Inc.,G02104,EI,295,G02104,EI,295,COM,1/17/1986,Change Zone to A-1 Sand,NO,NO,NO,,NO,,NO,
-64628,A,177094088800,004,0,1,2871,"Rooster Petroleum, LLC",G05479,EI,28,G05479,EI,28,TA,2/21/2008,,NO,NO,NO,,NO,,NO,
-65273,A,177190100201,A003,1,0,3295,Fieldwood Energy LLC, 00840,WD,103, 00840,WD,103,PA,12/10/2007,The A P/F will be reefed in place.,NO,NO,NO,,NO,CS,NO,83.0
-65569,W,177194049900,A010,0,0,2782,Eni US Operating Co. Inc.,G01088,WD,89,G01088,WD,89,COM,9/8/1990,,NO,NO,NO,,NO,,NO,
-110670,A,177110016800,B002,0,0,3407,"Array Petroleum, LLC",G01228,SS,208, 00827,SS,209,TA,5/5/2010,,NO,NO,NO,,NO,,NO,
-110673,C,177254085500,E001,0,0,1284,"W & T Offshore, Inc.",G04832,MP,108,G04832,MP,108,COM,3/14/2009,change zones from Tex W-2 to Tex W-1 Upper.,NO,,YES,,,,,
-110745,A,177104006000,A004,0,0,2628,"Arena Offshore, LP",G02115,EI,330,G02115,EI,330,PA,6/10/2010,,NO,NO,NO,,NO,,NO,
-110747,A,177104008401,A007,1,0,2628,"Arena Offshore, LP",G02115,EI,330,G02115,EI,330,PA,6/12/2010,,NO,NO,NO,,NO,,NO,
-110756,C,177014012900,003,0,0,105,Apache Corporation,G04397,WC,291,G04397,WC,291,COM,10/6/1993,,NO,NO,NO,,NO,,NO,
-110757,C,177150023203,CC006,2,1,3481,"Cantium, LLC", 00166,ST,23, 00166,ST,23,COM,4/24/2010,,NO,,YES,,,,,
-110784,A,177094065800,JC017,0,0,2899,Talos ERT LLC, 00442,EI,128A, 00442,EI,128A,TA,4/21/2010,,NO,NO,NO,,NO,,NO,
-110785,A,177094066801,JC015,1,1,2899,Talos ERT LLC, 00442,EI,128A, 00442,EI,128A,TA,4/21/2010,,NO,NO,NO,,NO,,NO,
-110787,A,177094113600,025,0,0,2899,Talos ERT LLC, 00442,EI,128A, 00442,EI,128A,TA,4/21/2010,,NO,NO,NO,,NO,,NO,
-110789,A,177124059300,A001,0,0,2025,"EP Energy E&P Company, L.P.",G15297,SS,278,G15297,SS,278,TA,4/19/2010,TA,NO,NO,NO,,NO,,NO,
-110790,A,177124064600,A002,0,0,2025,"EP Energy E&P Company, L.P.",G15297,SS,278,G15297,SS,278,TA,4/13/2010,TA.  Will cut and remove casings when platform removed.,,,YES,,,,,
-110791,A,177104156201,A009,1,0,1284,"W & T Offshore, Inc.",G16680,GC,48,G15271,EI,397,TA,8/2/2010,,,,YES,,,,,
-110801,A,177184002300,B008,0,0,540,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,G02629,GI,96,G02163,GI,94,PA,6/15/2010,,NO,NO,NO,,NO,,NO,
-110802,A,608114040801,DC133,0,1,2481,BP Exploration & Production Inc.,G15607,GC,743,G15607,GC,743,TA,5/10/2010,,,,YES,,,,,
-109999,C,177154088100,C012,0,0,1834,Talos Petroleum LLC,G01250,ST,164,G01250,ST,164,COM,8/19/1996,"Zone Change operations were successfully completed on ST 164, OCS-G-01250, Well C-12.  Operations began on February 22, 2010 and ended on March 25, 2010.  The previous producing interval, the ""B-55"" Sand, perfs 8153' - 8159' MD, was isolated by setting a TTVBP @ 7680' MD w/ a 53' cmt cap; ETOC @ 7627' MD.  The ""B-40"" Sand was then exposed to production by perforating from 7602' - 7622' MD.  A gravel pack assy was then set, w/ top of screens @ 7463' MD and an TTGP treatment was pumped to squeeze acid into the formation.  ",NO,NO,NO,,NO,,NO,
-110848,A,177044095202,A006,2,0,2409,"Maritech Resources, Inc.",G10638,EC,328,G10638,EC,328,PA,5/23/2010,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-110851,C,427114087300,C001,0,0,3035,Fieldwood Energy Offshore LLC,G02735,HI,A309,G02735,HI,A309,COM,9/5/2007,"Badger Oil Corporation added perfs in the Lentic Sand at 11,060' - 11,070'.",NO,NO,NO,,YES,,YES,
-110852,A,177044095804,A008,4,0,2409,"Maritech Resources, Inc.",G10638,EC,328,G10638,EC,328,PA,5/8/2010,Permanent Abandonment,,,YES,,NO,,NO,
-110870,A,177104056700,A005,0,0,105,Apache Corporation,G02327,EI,380,G02327,EI,380,PA,7/18/2010,,NO,NO,NO,,NO,,NO,
