SN_APD_CSNG_INTV_FK,CASING_SECTION_NUM,CASING_SIZE,CASING_WEIGHT,CASING_GRADE,CASING_BURST_PSI,CASING_COLLPSE_PSI,CASING_SECTION_MD,CASING_SECTION_TVD,CASING_PORE_PRSS_PPG
-386353,1,28.0,218.5,X 56,2630.0,950.0,3750,3750,9.3
-386354,1,22.0,277.0,X-80,7955.0,6665.0,3943,3943,9.5
-386354,2,22.0,224.0,X  80,6364.0,3873.0,4100,4100,9.7
-386354,3,22.0,224.0,X-80 BURST,7500.0,3873.0,4108,4108,9.7
-386354,4,22.0,224.0,X  80,6364.0,3873.0,5800,5800,10.7
-386355,1,17.875,93.5,P 110,5380.0,1090.0,8900,8900,12.0
-386356,1,16.0,96.0,Q125,7860.0,2340.0,5500,5500,10.4
-386356,2,16.0,96.0,Q-125 COLLAPSE DISC,7860.0,2000.0,5504,5504,10.4
-386356,3,16.0,96.0,Q125,7860.0,2340.0,13259,13000,14.4
-386357,1,14.0,116.0,Q125-ICY,13840.0,10700.0,3222,3222,9.3
-386357,2,14.0,113.0,TN-125 HC,12500.0,10800.0,14271,13912,14.5
-386357,3,14.0,116.0,Q125-ICY,13840.0,10700.0,18806,18000,15.2
-386358,1,11.875,71.8,TN 125-HC,10720.0,7800.0,22135,21000,15.7
-386359,1,10.125,79.2,Q_125,17180.0,17300.0,25853,24000,16.1
-386360,1,,,,,,29381,26703,16.4
-386365,1,28.0,218.5,X60,2812.0,953.0,8450,8450,8.6
-386366,1,22.0,276.9,X80,7950.0,6660.0,10550,10550,9.6
-386366,2,22.0,224.0,X 80,6360.0,3870.0,11050,11050,9.6
-386374,1,14.0,116.0,Q125XHP,14230.0,11580.0,19500,19488,14.3
-386390,1,,,,,,31874,30232,15.4
-393685,1,22.0,170.0,X-56,3340.0,1760.0,9294,9294,8.6
-393686,1,16.0,97.0,P-110,6920.0,2340.0,10653,10584,8.9
-393687,1,13.375,72.0,Q-125,8410.0,2880.0,12949,12003,8.8
-393688,1,11.75,77.6,L-80,7690.0,6190.0,16500,12997,9.4
-393689,1,9.625,53.5,L80,7927.0,6620.0,19932,14643,6.4
-393690,1,7.625,47.1,N-80/L-80,11480.0,12040.0,20217,14890,7.8
-393691,1,7.625,47.1,N-80/L-80,11480.0,12040.0,19800,14139,0.0
-393700,1,28.0,218.5,X-56,2630.0,950.0,5035,5035,8.5
-393801,1,22.0,328.3,X-80,9545.0,9457.0,7457,7457,8.5
-393801,2,22.0,224.2,X- 80,6360.0,3870.0,8468,8468,8.5
-393802,1,18.0,116.1,Q125HP,8450.0,2860.0,8000,8000,10.6
-393802,2,18.0,117.0,Q125 HP--COLLAPSE,8500.0,2500.0,8004,8004,10.6
-393802,3,18.0,116.1,Q125HP,8450.0,2860.0,14473,14473,10.6
-393803,1,16.0,97.0,Q125HP,8740.0,3150.0,7500,7500,11.3
-393803,2,16.0,97.0,Q125-HP - COLLAPSE,8500.0,2500.0,7504,7504,11.3
-393803,3,16.0,97.0,Q125HP,8740.0,3150.0,13000,13000,11.3
-393803,4,16.0,97.0,Q125-HP - COLLAPSE,8500.0,2500.0,13004,13004,11.3
-393803,5,16.0,97.0,Q125HP,8740.0,3150.0,18150,18150,11.3
-393804,1,14.0,115.5,HPQ - 125,14230.0,10530.0,19745,19745,12.9
-393805,1,11.875,71.8,Q125-CC,11910.0,7190.0,24415,24322,14.4
-393806,1,,,,,,28633,28502,14.6
-389057,4,9.875,62.8,110CR13S,12180.0,10280.0,16600,16357,11.1
-389057,5,9.875,62.8,C110,12180.0,10280.0,17082,16726,11.1
-394028,1,11.875,71.8,Q--125HC,10720.0,6650.0,10823,9900,9.5
-394029,1,,,,,,14127,11022,10.5
-394030,1,18.0,117.0,P-110,6680.0,2110.0,12100,12100,11.1
-394031,1,16.0,97.0,Q-125 HP,8730.0,3150.0,16700,16582,12.0
-394741,1,23.0,448.4,X 80,13890.0,4000.0,4623,4623,8.6
-394741,2,22.0,224.2,X-80,6364.0,3873.0,7688,7686,9.6
-394741,3,22.0,170.2,X  60,3580.0,1816.0,8052,8050,9.8
-394742,1,18.0,117.0,RYS100CC TSH,6260.0,2720.0,8113,8110,9.8
-394742,2,17.875,106.3,Q 125 HP,7820.0,2310.0,12377,12375,12.9
-394743,1,16.15,126.9,Q-125 XHP,11620.0,7250.0,15178,15175,13.6
-394743,2,16.2,131.7,Q-125 XHP,12000.0,7860.0,18725,18621,14.1
-394744,1,14.0,116.0,VM125 HYHC,14760.0,12500.0,20974,20778,13.7
-394011,1,28.0,218.2,X65,3050.0,950.0,7800,7800,8.6
-394012,1,22.0,328.3,X-80,9545.0,9457.0,6395,6395,8.6
-394012,2,22.0,277.0,X80,7950.0,6670.0,6644,6644,8.6
-394012,3,22.0,225.0,X-80,6364.0,3873.0,10982,10980,10.2
-394013,1,18.0,117.0,P-110,6680.0,2110.0,13850,13627,11.1
-394014,1,16.0,109.0,Q-125IC,8970.0,4150.0,10385,10385,10.0
-394014,2,16.0,109.0,V&M Q125-HC,9690.0,4400.0,13000,12880,10.9
-394014,3,16.1,110.5,Q125-ICY,10070.0,4960.0,14600,14287,11.4
-394014,4,16.15,127.5,Q125-ICY TSH WEDG,11620.0,6700.0,16885,16297,12.2
-394014,5,16.0,109.0,Q-125IC,8970.0,4150.0,17185,16561,12.3
-394015,1,13.625,88.2,HC Q125,10030.0,6370.0,17241,16610,12.3
-394015,2,14.0,112.9,Q-125,12500.0,8650.0,22471,21210,13.1
-394016,1,10.0,67.5,C-110,13050.0,11860.0,23035,21679,13.1
-394017,1,7.75,46.1,SM25CRW-125 TSH WEDG,17270.0,16590.0,24108,22625,13.6
-394017,2,7.75,46.1,C-110,14780.0,15000.0,24563,23060,13.6
-394018,1,11.75,99.9,C-110,14470.0,13710.0,10000,10000,9.7
-394018,2,10.125,81.0,SM125S,17780.0,17500.0,22305,21044,13.1
-394027,1,13.625,88.2,Q125,10030.0,4800.0,8322,8322,8.9
-394745,1,11.875,58.8,Q125 HC,8850.0,3760.0,23364,23085,13.6
-394746,1,10.75,85.3,C-110,14260.0,14070.0,4869,4869,8.7
-394746,2,10.75,85.3,Q125HP,18010.0,16300.0,10000,10000,10.2
-394746,3,9.875,65.1,Q125-HP,15560.0,13890.0,20359,20191,14.0
-394746,4,9.875,65.1,Q125-HP,15560.0,13890.0,25722,25301,14.4
-395178,1,14.0,115.5,Q125 HP,14230.0,10810.0,22324,22204,13.1
-395179,1,10.75,85.3,Q125 HC MAC II,16210.0,15350.0,11401,11401,13.6
-395179,2,10.125,75.9,Q-125 HP,18190.0,16560.0,22124,22033,13.6
-394166,1,10.75,40.5,J55,3130.0,1580.0,3300,3000,9.0
-394167,1,7.625,29.7,HCP110,9470.0,7150.0,9700,7987,9.6
-394168,1,5.5,17.0,P-110,10640.0,7480.0,13203,10680,9.5
-394186,1,13.625,88.2,Q125,10030.0,4800.0,8322,8322,8.9
-394187,1,11.875,71.8,Q--125HC,10720.0,6650.0,10823,9900,9.5
-394188,1,,,,,,14127,11022,10.5
-394189,1,,,,,,17768,16582,11.7
-394190,1,16.0,65.0,H40,1640.0,630.0,1296,1286,8.6
-394191,1,13.375,68.0,K-55,3450.0,1950.0,4383,4350,9.0
-394192,1,9.625,53.5,HCP/110,10900.0,8850.0,6721,6550,11.2
-394193,1,7.0,29.0,HCP-110,11220.0,9200.0,8749,8400,15.0
-394650,1,16.0,65.0,H40,1640.0,630.0,1296,1286,8.6
-394651,1,13.375,68.0,K-55,3450.0,1950.0,4383,4350,9.0
-394652,1,9.625,53.5,HCP/110,10900.0,8850.0,6721,6550,11.2
-394653,1,7.0,29.0,HCP-110,11220.0,9200.0,8000,7751,15.0
-395179,3,9.875,62.8,Q125 HP,14960.0,12910.0,25200,24645,13.6
-395180,1,7.75,46.1,Q-125HP,18150.0,17950.0,30202,28170,14.1
-395181,1,26.0,169.4,X-56,2360.0,680.0,8253,8252,8.8
-395182,1,20.0,169.0,X--56,3980.0,2510.0,7054,7054,8.5
-395182,2,20.0,133.0,X-56,3110.0,1500.0,9209,9208,9.0
-395183,1,16.0,96.0,P-110,6660.0,2340.0,9831,9828,9.2
-395183,2,16.0,109.0,Q-125IC,8970.0,4150.0,10357,10349,9.3
-333634,1,13.75,98.6,HPQ-125,12490.0,7910.0,18490,18317,12.6
-333635,1,11.875,71.8,Q-125HP,11910.0,7070.0,19970,19700,12.4
-333636,1,,,,,,20959,20627,12.7
-334247,1,22.0,277.0,X 80,7950.0,6670.0,7095,7095,8.4
-334248,1,16.0,109.0,P110 PATCH,5000.0,5000.0,4870,4869,9.1
-334248,2,16.0,109.0,P110,7890.0,4150.0,10837,10494,9.1
-334249,1,14.0,113.0,VM125HC,12500.0,11350.0,10550,10270,13.0
-334249,2,14.0,113.0,ICQ-125,12500.0,9500.0,19344,17150,13.0
-336273,1,10.75,45.5,K-55,3580.0,2090.0,3800,3726,8.8
-334250,1,11.875,71.8,*Q-125HC,10720.0,7060.0,20632,18158,12.0
-334251,1,10.875,71.7,C-110,11610.0,9240.0,17600,15773,10.6
-334251,2,9.875,62.8,C-110,12180.0,10290.0,23497,20400,10.6
-334252,1,7.75,46.1,C-110,14780.0,15000.0,25732,22316,12.0
-335963,1,18.0,117.0,P-110,6680.0,2110.0,10110,10110,8.7
-335963,2,18.0,117.0,RYS100CC TSH,6260.0,2720.0,10600,10600,8.7
-335963,3,17.875,106.3,RYS100CC,5800.0,2220.0,13300,13300,9.6
-335964,1,16.04,109.6,Q125HP,10100.0,4670.0,16743,16665,11.2
-335965,1,13.75,98.6,HPQ-125,12490.0,7910.0,18438,18317,12.6
-335966,1,11.875,71.8,Q-125HP,11910.0,7070.0,19858,19700,12.4
-335967,1,,,,,,20809,20627,12.7
-336274,1,7.0,26.0,P-110,9950.0,6230.0,11336,10495,9.3
-336317,1,36.0,552.0,X-80,5830.0,3190.0,5135,5135,8.6
-336317,2,36.0,552.0,X-56,4080.0,2690.0,5297,5297,8.6
-336317,3,36.0,374.2,X-56,2720.0,1060.0,5338,5338,8.6
-336318,1,22.0,277.3,X-80,7950.0,6670.0,7823,7822,8.7
-336319,1,16.0,109.0,Q-125IC,8970.0,4150.0,15735,15245,10.8
-336320,1,14.0,112.9,Q-125-HC,12860.0,11350.0,18846,17909,13.0
-336321,1,10.875,71.7,C-110,11610.0,9240.0,10000,10000,12.3
-336321,2,9.875,62.8,C110,12180.0,10280.0,18496,17609,12.3
-336321,3,9.875,62.8,C110,12180.0,10280.0,24059,22674,12.5
-339192,1,9.625,53.5,Q- 125 HC,13380.0,9390.0,13154,12902,16.1
-339323,1,18.625,87.5,J-55,2250.0,630.0,850,850,8.3
-339324,1,13.375,68.0,J-55,3450.0,1950.0,3824,3500,8.6
-339325,1,9.625,53.5,P=110,10900.0,7950.0,7135,6455,12.0
-339326,1,7.0,29.0,P110HC,11220.0,9200.0,8787,8100,16.2
-341741,1,26.0,169.0,X-56,2360.0,690.0,8200,8199,8.3
-341742,1,20.0,169.0,X56,3980.0,2500.0,7047,7047,8.6
-341742,2,20.0,133.0,X-56GB,3060.0,1460.0,9170,9169,9.0
-341743,1,16.0,109.0,Q-125IC,8970.0,4150.0,10650,10564,9.2
-341744,1,14.0,112.9,Q-125-HC,12860.0,11350.0,14381,13142,10.1
-341745,1,11.875,71.8,Q125,10720.0,7810.0,17406,15202,10.8
-341746,1,10.75,73.2,C 110,12380.0,10010.0,10095,10075,0.0
-341746,2,9.875,62.8,C110,12180.0,10280.0,16930,14873,0.0
-341746,3,9.875,62.8,C110,12180.0,10280.0,19319,16549,10.5
-341746,4,9.875,62.8,110CR13S,12180.0,10280.0,19819,16930,10.8
-341746,5,9.875,62.8,C110,12180.0,10280.0,21687,18357,10.6
-341898,1,10.75,85.3,Q-125,16220.0,15520.0,13150,13112,14.2
-342170,1,22.0,224.5,X-80,6360.0,3870.0,5806,5805,10.6
-342171,1,18.0,94.0,X 80,3890.0,1060.0,7768,7767,10.8
-342172,1,16.0,84.0,N-80,4330.0,1480.0,12503,12487,12.2
-342173,1,13.625,88.2,VM125 HY,11240.0,6370.0,9703,9700,14.6
-342173,2,14.0,115.0,VM125HC,12690.0,11640.0,19876,19800,14.6
-342174,1,8.625,59.3,CYQ125,17750.0,18370.0,21435,21359,15.8
-342175,1,10.75,85.3,Q-125,16220.0,15520.0,18273,18197,15.8
-342175,2,8.625,59.2,Q-125,17754.0,18369.0,19626,19550,15.8
-342176,1,28.0,218.3,X-65,3050.0,950.0,7148,7147,8.6
-342177,1,22.0,277.3,X-80,7950.0,6670.0,6049,6049,8.5
-342177,2,22.0,224.5,X-80,6360.0,3870.0,10543,10582,8.7
-342178,1,18.0,116.1,P110,6680.0,2110.0,13086,12939,12.1
-374075,1,,,,,,29047,29047,14.8
-374082,1,26.0,202.0,X-56,2820.0,1170.0,5347,5347,8.6
-374083,1,20.0,169.0,X--56,3980.0,2510.0,7747,7620,9.3
-374084,1,13.625,88.2,Q125HP-,11150.0,6010.0,14513,10840,10.1
-374085,1,9.875,62.8,Q125 HP,14960.0,12910.0,19800,13203,10.9
-374679,1,28.0,218.3,X-56,3750.0,953.0,6600,6600,8.5
-374680,1,22.0,277.0,X 80,7950.0,6670.0,7750,7750,8.7
-374680,2,22.0,224.0,X  80,6364.0,3873.0,8800,8800,8.7
-374681,1,18.0,117.0,P-110,6680.0,2110.0,14690,14690,10.3
-374682,1,16.0,97.0,Q-125 HP,8730.0,3150.0,18640,18640,10.8
-374695,1,,,,,,35180,33500,14.8
-375406,1,28.0,218.2,X-60,2812.0,953.0,6150,6150,8.8
-375407,1,23.0,448.4,X-80,12174.0,12703.0,5182,5182,8.5
-375407,2,22.0,224.2,X-80,6364.0,3873.0,10735,10735,11.5
-375408,1,18.0,117.0,Q125-HP,8450.0,2860.0,10845,10845,11.6
-375408,2,17.875,107.0,P110-1C,6370.0,2220.0,11850,11850,12.4
-375409,1,16.04,109.6,Q125HP,10100.0,4670.0,17600,17600,13.7
-375409,2,16.25,136.0,Q125 HP,12350.0,7680.0,18350,18350,13.8
-374944,1,28.0,218.5,X--56,2625.0,953.0,6382,6382,8.7
-374945,1,22.0,328.3,"X-80,H-90DM-QT",9545.0,2190.0,5483,5483,8.7
-374945,2,22.0,224.2,X 80,6364.0,3873.0,7282,7282,8.7
-374946,1,18.0,117.0,P110 TSH,6880.0,2110.0,11000,11000,10.7
-374947,1,16.0,109.0,Q-125ICY,9960.0,4150.0,16000,15983,11.9
-374947,2,16.15,126.9,HPQ-125,11620.0,6650.0,17000,16955,12.1
-374947,3,16.0,109.0,Q-125ICY,9960.0,4150.0,18000,17927,12.2
-374948,1,14.0,116.0,Q-125HCY,14230.0,11700.0,21900,21803,14.2
-374949,1,11.875,71.8,TN 125HCY,11910.0,7800.0,23830,23733,14.8
-374950,1,,,,,,27682,27585,15.1
-374986,1,28.0,218.0,X56,2630.0,950.0,8700,8700,8.7
-374987,1,22.0,224.0,X  80,6364.0,3873.0,11492,11492,9.7
-374988,1,18.0,94.0,X 80,3890.0,1060.0,13990,13990,10.8
-374989,1,14.0,115.0,T95HC,9640.0,9180.0,14000,14000,12.5
-374989,2,14.0,115.0,P110,11170.0,8430.0,16500,16500,12.5
-374989,3,14.0,115.0,VM125CY,12690.0,8990.0,20508,20508,12.5
-374990,1,11.75,65.0,Q-125,9940.0,4690.0,24540,24540,13.4
-374991,1,,,,,,29047,29047,14.8
-374999,1,7.625,39.0,Q125 HC,14340.0,12810.0,19200,12933,10.9
-375046,1,16.0,97.0,Q-125 HP,8730.0,3150.0,10980,10980,12.8
-375409,3,16.04,109.6,Q125HP,10100.0,4670.0,20550,20550,14.0
-375410,1,14.0,115.5,Q-125XHP,14230.0,11580.0,5105,5105,8.5
-375410,2,13.875,105.9,VM125HYHC,13710.0,10710.0,12500,12500,12.6
-375410,3,13.75,98.6,VM125HYHC,12960.0,8200.0,18050,18050,13.7
-375410,4,14.0,116.0,VM125 HYHC,14760.0,12500.0,24700,24700,15.1
-375410,5,13.625,88.2,Q125 HP,11160.0,6010.0,25000,25000,15.1
-375411,1,11.875,71.8,HPQ125,11910.0,7070.0,27350,27350,15.5
-375412,1,,,,,,31782,31782,16.0
-375676,1,22.0,224.0,X  80,6364.0,3873.0,11862,11802,8.6
-375677,1,13.625,88.2,Q-125,10030.0,4800.0,16055,13337,8.0
-375678,1,9.625,53.5,P=110,10900.0,7950.0,16560,13411,9.3
-375679,1,,,,,,18660,13385,9.3
-372023,2,22.0,224.2,X--80,6364.0,2400.0,10250,10250,8.6
-375834,1,28.0,218.5,X--56,2625.0,953.0,6381,6381,8.7
-375835,1,22.0,328.3,"X-80,H-90DM-QT",9545.0,2190.0,5491,5491,8.7
-375835,2,22.0,224.2,X 80,6364.0,3873.0,7243,7243,8.7
-375836,1,18.0,117.0,P110 TSH,6880.0,2110.0,10493,10493,10.1
-375837,1,16.0,109.0,Q-125ICY,9960.0,4150.0,16000,15983,11.9
-375837,2,16.15,126.9,HPQ-125,11620.0,6650.0,17000,16955,12.1
-375837,3,16.0,109.0,Q-125ICY,9960.0,4150.0,18000,17927,12.2
-375838,1,14.0,116.0,Q-125HCY,14230.0,11700.0,21900,21803,14.2
-375839,1,11.875,71.8,TN 125HCY,11910.0,7800.0,23830,23733,14.8
-375840,1,,,,,,27682,27585,15.1
-375841,1,10.75,40.5,K-55,3130.0,1580.0,1814,1805,8.6
-376418,1,22.0,328.3,X-80,9545.0,9457.0,6395,6395,8.6
-376418,2,22.0,277.0,X 80,7950.0,6670.0,6644,6644,8.6
-375842,1,,,,,,7150,5310,10.0
-376219,1,16.15,126.9,Q-125 HP,11620.0,6900.0,19125,19125,12.8
-376220,1,13.625,88.2,TN 125HC,10320.0,6400.0,25800,25704,13.8
-376221,1,11.875,71.8,TN 125 HC,11030.0,7800.0,28398,28092,13.0
-376222,1,11.875,111.0,SM125S,17130.0,17220.0,12100,12100,0.0
-376222,2,10.75,79.2,SM125S,15360.0,13160.0,17000,17000,0.0
-376222,3,10.0,69.2,SM125S,15750.0,14493.0,23200,23200,0.0
-376222,4,10.0,69.2,SM125S,15750.0,14493.0,27470,27239,0.0
-376222,5,10.0,69.2,SM13CRS-125,15750.0,14493.0,27970,27698,0.0
-376222,6,10.0,69.2,SM125S,15750.0,14493.0,28070,27791,0.0
-376222,7,9.875,65.3,VM125HYHC,16590.0,14560.0,31170,30639,0.0
-376223,1,7.75,46.1,Q--125,16790.0,16600.0,32064,31460,11.3
-376418,3,22.0,225.0,X-80,6364.0,3873.0,10980,10980,10.2
-376584,1,28.0,218.2,X-60,2812.0,953.0,7516,7516,8.6
-376585,1,23.0,448.4,X 80,13890.0,4000.0,6947,6947,8.6
-376585,2,22.0,224.2,X 80,6364.0,3873.0,11050,11050,9.6
-384675,1,22.0,328.3,X--80,9545.0,7000.0,7885,7885,9.1
-384675,2,22.0,224.2,5L GR X-80,6364.0,3873.0,8937,8937,9.1
-384676,1,18.0,116.1,Q125HP,8450.0,2860.0,13757,13757,11.0
-384677,1,16.15,119.2,Q-125HP,10880.0,5650.0,13147,13147,11.9
-384677,2,16.1,103.4,Q125-HP-PE,9440.0,3890.0,17795,17795,11.9
-384677,3,16.15,126.9,Q-125 HP,11620.0,6900.0,18841,18841,11.9
-384678,1,14.15,126.8,Q-125HP,15380.0,12280.0,6999,6999,12.6
-384678,2,14.0,115.5,Q-125XHP,14230.0,11580.0,9021,9021,12.6
-384678,3,13.75,98.6,Q125 XHP,12490.0,8670.0,10017,10017,12.6
-384678,4,14.0,115.5,Q-125XHP,14230.0,11580.0,17488,17488,12.6
-384678,5,14.15,126.8,Q-125HP,15380.0,12280.0,25638,25638,12.6
-384679,1,10.125,75.9,Q-125 HP,18190.0,16560.0,30100,30100,15.2
-384680,1,7.75,46.1,Q-125HP,18150.0,17950.0,31200,31200,14.8
-384728,1,28.0,218.2,X-52,2438.0,951.0,3050,3050,9.9
-384729,1,22.0,328.3,X-80,9545.0,9457.0,2040,2040,11.2
-384729,2,22.0,224.2,X- 80,6360.0,3870.0,5250,5250,11.2
-384730,1,16.04,110.0,USS Q125HC,9100.0,4390.0,8950,8950,13.4
-384731,1,14.0,116.0,Q-125 ICY,14230.0,10700.0,12450,12450,15.1
-384732,1,11.875,71.8,TN 125 HC,11030.0,7800.0,18800,18699,16.1
-384733,1,10.75,79.2,SM125S,15360.0,13160.0,6000,6000,0.0
-384733,2,9.875,65.3,VM125HYHC,16590.0,14560.0,11000,11000,0.0
-384733,3,9.875,65.3,VM125HYHC,16590.0,14560.0,18340,18247,0.0
-384733,4,7.75,46.1,Q-125,16790.0,16580.0,20000,19879,15.9
-372715,2,22.0,224.0,X 80,6360.0,3870.0,12550,12550,9.9
-384734,1,22.0,224.5,X-80,6360.0,3870.0,10390,10390,8.6
-384735,1,17.875,93.5,Q-125,6469.0,1090.0,14500,14500,9.9
-384736,1,14.0,113.0,Q--125,13214.0,8650.0,26249,25300,13.6
-384737,1,10.75,85.3,SM-125TT,17140.0,16340.0,16000,15975,10.3
-384737,2,10.0,73.2,VM125HC,16930.0,16090.0,28609,27610,14.4
-384737,3,10.0,73.2,UHP 15CR125,16470.0,16160.0,31339,30340,14.4
-384762,1,28.0,218.2,X-56,2625.0,953.0,8207,8207,8.5
-384763,1,22.0,328.3,X--80,9545.0,7000.0,9978,9978,8.6
-384763,2,22.0,224.2,X--80,6364.0,2400.0,10241,10241,8.6
-384764,1,16.0,96.0,Q125-HP,8740.0,3150.0,13505,13244,9.2
-384765,1,14.0,115.5,Q-125 HP,14230.0,10530.0,14500,14040,10.8
-384766,1,11.875,71.8,Q-125 CC,11910.0,7280.0,14500,14040,11.4
-384767,1,9.875,62.8,Q125 HP,14960.0,12910.0,13850,13520,10.9
-384767,2,9.875,62.8,Q125 HP,14960.0,12910.0,17661,16940,10.9
-384868,1,28.0,218.2,X-52,2438.0,951.0,3050,3050,9.9
-384869,1,22.0,328.3,X-80,9545.0,9457.0,2040,2040,11.2
-384869,2,22.0,224.2,X- 80,6360.0,3870.0,5250,5250,11.2
-384870,1,16.04,110.0,USS Q125HC,9100.0,4390.0,8950,8950,13.4
-384871,1,14.0,116.0,Q-125 ICY,14230.0,10700.0,12450,12450,15.1
-384872,1,11.875,71.8,TN 125 HC,11030.0,7800.0,18800,18697,16.1
-384873,1,10.75,79.2,SM125S,15360.0,13160.0,6000,6000,0.0
-384873,2,9.875,65.3,VM125HYHC,16590.0,14560.0,11000,11000,0.0
-384873,3,9.875,65.3,VM125HYHC,16590.0,14560.0,18340,18247,0.0
-384873,4,7.75,46.1,Q-125,16790.0,16580.0,20000,19877,15.9
-384900,1,23.0,448.4,X 80,13890.0,4000.0,5129,5129,8.6
-384900,2,22.0,224.2,X 80,6364.0,3873.0,5191,5191,8.6
-384900,3,22.0,224.2,X-80 BURST,6500.0,2880.0,5257,5257,8.6
-384900,4,22.0,224.2,X 80,6364.0,3873.0,6550,6550,9.8
-384901,1,18.0,116.1,Q125HP,8450.0,2860.0,6597,6597,9.8
-384901,2,17.875,106.3,Q 125 HP,7820.0,2310.0,10020,10010,12.1
-384902,1,16.25,136.0,Q-125 XHP,12350.0,8410.0,6600,6600,9.9
-384902,2,16.25,136.0,Q125 HP,12350.0,7680.0,7850,7848,10.9
-384902,3,16.2,131.7,Q125 HP,12000.0,7200.0,15500,15488,12.9
-384902,4,16.25,136.0,Q-125 XHP,12350.0,8410.0,18332,18320,13.2
-328695,1,13.625,88.2,Q125HP-,11150.0,6010.0,10000,9920,10.5
-328696,1,9.875,62.8,HPQ-125,14950.0,12910.0,11756,11000,11.5
-331071,1,7.0,29.0,N-80,8160.0,7020.0,170,170,8.9
-331071,2,7.0,23.0,K-55,4360.0,3270.0,2911,2909,9.1
-331072,1,5.0,18.0,P 110,13940.0,13450.0,8080,7365,9.1
-331340,1,28.0,218.2,X-56,2625.0,953.0,7386,7386,8.6
-331341,1,22.0,328.3,X--80,9545.0,7000.0,6710,6710,9.0
-331341,2,22.0,224.2,5L GR X-80,6364.0,3873.0,8723,8723,9.0
-331342,1,18.0,116.1,Q125HP,8450.0,2860.0,12836,12836,10.7
-331343,1,16.1,103.4,Q125-HP-PE,9440.0,3890.0,11013,11013,11.8
-331343,2,16.0,97.0,Q125HP,8740.0,3150.0,15594,15594,11.8
-331343,3,16.15,119.2,Q-125HP,10880.0,5650.0,17730,17730,11.8
-331344,1,14.15,126.8,Q-125 HP,15380.0,12250.0,7574,7574,12.6
-331344,2,14.0,115.5,HPQ - 125,14230.0,10530.0,12128,12128,12.6
-331344,3,13.75,98.6,HPQ-125,12490.0,7910.0,17377,17377,12.6
-331344,4,16.15,119.2,HPQ-125,10880.0,5650.0,17430,17430,12.6
-331344,5,14.0,115.5,HPQ - 125,14230.0,10530.0,25970,25970,12.6
-331345,1,11.875,71.8,Q125-CC,11910.0,7190.0,28170,28170,14.5
-331346,1,10.125,75.9,Q-125 HP,18190.0,16560.0,25500,25500,15.0
-331346,2,9.875,62.8,Q125 HP,14960.0,12910.0,28000,28000,15.0
-331346,3,9.375,39.0,Q-125 HP,10080.0,5180.0,30090,30000,15.0
-331347,1,,,,,,33437,33000,15.3
-334397,1,28.0,218.5,X-65,3050.0,950.0,6375,6375,9.1
-334398,1,22.0,277.3,X-80,7950.0,6670.0,5195,5195,9.6
-334398,2,22.0,224.5,X-80,6360.0,3870.0,8096,8096,9.6
-334399,1,18.0,117.0,P-110,6680.0,2110.0,9331,9322,10.3
-334400,1,16.0,109.0,Q125ICY,9960.0,4240.0,12880,12795,11.2
-334401,1,13.875,105.9,Q-125 HP,13230.0,9000.0,16268,15588,14.6
-334401,2,14.0,115.0,TN 125HCY,14090.0,11000.0,21630,19993,14.6
-334401,3,14.0,113.0,Q-125 HC,12500.0,11350.0,22050,20339,14.6
-334402,1,10.125,81.0,SM125S,17780.0,17500.0,24200,22151,14.7
-334403,1,7.75,46.1,Q--125,16790.0,16600.0,28768,24733,14.6
-334404,1,11.875,111.0,SM125S,17130.0,17220.0,8800,8798,14.6
-334404,2,10.125,81.0,SM125S,17780.0,17500.0,21673,20027,14.6
-334390,2,9.875,62.8,Q125 HP,14960.0,12910.0,20700,20700,14.2
-334390,3,9.875,62.8,Q125 HP,14960.0,12910.0,29399,27624,14.2
-336542,1,28.0,218.2,X-56,2625.0,953.0,2839,2839,8.6
-336543,1,22.0,224.2,X-80,6364.0,3873.0,4205,4205,9.0
-336544,1,17.875,92.8,N-80HC,3916.0,1270.0,5000,5000,10.2
-336545,1,16.0,97.0,Q125 HC,7860.0,2960.0,6310,6301,11.4
-336546,1,13.625,86.9,Q125 HC,10040.0,5650.0,8198,7936,12.5
-336547,1,9.875,62.8,Q-125 HC,13840.0,11980.0,10062,9600,14.0
-336548,1,7.75,46.1,Q125-IC,16790.0,17780.0,12500,11928,14.3
-336549,1,9.875,62.8,Q125--IC,13840.0,11980.0,8370,8082,14.3
-337440,1,16.0,65.0,H40,1640.0,630.0,345,345,8.6
-337522,1,10.75,40.5,K-55,3130.0,1580.0,2249,2227,8.9
-337442,1,10.75,45.5,J-55,3580.0,2090.0,3763,3300,8.7
-337443,1,7.625,29.7,HCP110,9470.0,7150.0,6500,5550,11.0
-337523,1,7.0,26.0,P-110,9950.0,6230.0,7747,6198,8.9
-337524,1,5.0,18.0,P 110,13940.0,13450.0,8381,6647,11.9
-337608,1,18.0,117.0,P-110,6680.0,2110.0,10110,10110,8.7
-337608,2,18.0,117.0,RYS100CC TSH,6260.0,2720.0,10600,10600,8.7
-337608,3,17.875,106.3,RYS100CC,5800.0,2220.0,13300,13300,9.6
-337609,1,16.04,109.6,Q125HP,10100.0,4670.0,16743,16665,11.2
-337610,1,14.0,115.5,Q-125 HP,14230.0,10530.0,15975,15915,11.0
