SN_WAR,TEXT_REMARK
-273472,"Sun 8.2.15 - RIH with 28"" x 32.5"" BHA. Drill ahead with 28"" x 32.5"" BHA to 11,231'. POOH with 28"" x 32.5"" BHA.

Mon 8.3.15 - Hang off 28"" x 32.5"" BHA. RIH with 28"" casing on landing string. Cement 28"" casing w/4958 cuft. Cement in place @ 14:30 hrs. Shoe at 11135 MD/TVD. Witness dye return. Set TA plug in 28"" casing @10500 w/770 cuft. Cement in place @ 22:30. POOH with cement stinger.

Tue 8.4.15 - POOH w/ cement stinger. Retrieve from cart, POOH, and L/D 28"" x 32.5"" BHA. RIH w/ reconfigured cement stinger T/ 10,315' and tag TA plug with 15K. POOH and L/D cement stinger.

Wed 8.5.15 - Continue POOH with mule shoe assembly F/ 418' T/ Surface & L/D mule shoe. Slip and cut 150' of drill line. Test brakes, calibrate block and perform crown saver function as per NOV procedure, good test. Move to WR508 010"
-273598,"Wed 8.5.15 - Run 28"" casing and hang 28"" casing off bridge cart. Run 36"" casing.

Thurs 8.6.15 - P/U 36"" casing. P/U BHA. TIH with 36"" casing. Jet-in 36"" casing. Soak 36"" casing.

Fri 8.7.15 - Drill 29.8"" x 32.5"" hole to section TD @11,047'.. Circulate to clean the hole. Pump out of hole. Wash LPWH with PBL. POOH and hang off drill string. Retireve 28"" casing and TIH.

Sat 8.8.15 - TIH with 28"" casing. Land 28"" casing @ 10963'. Cement 28"" casing in place mix & pump 4542 cuft cement. Cement in place at 0700 hours. Observed cement returns T/ mudline. Wait on cement. Set TA plug in 28"" casing w/881 cuft. POOH with 6 5/8"" landing string F/ 10,600' T/ 10,500'. Set TA plug @ 10,500' MD with 881 cuft cement. Cement in place at 1700 hours."
-282099,Sa 02/13/16 - FIRST REPORT - DEEPEN WELL - Performed clear btm survey on wells 008/010. Move rig over well. RIH w/CO assy to 10303'MD/tagged w/30K. Drilled cmt open water to 10516'MD. Washed to 10673'MD. Drilled cmt open water to 10682'MD. 
-282442,"Sat 8.22.15- Install control hoses. R/D Riser Handling Equip. Move rig to well center. Transfer weight to shuttle tool. Latch up, perform overpull. Perform autoshear function & deadman shear test. PSI test connector. P/U RTTS Retrieval Tool. RIH w/ same"
-282443,"Sun 8.23.2015 - RIH w/ RTTS retrieval tool. Locate on upper annular. Test BOP's F/ rig manager blue pod on 5 7/8"" drill pipe w/ Schlumberger using Sure-tec as per Shell and BSEE specifications w/ 8.6 ppg SW. Test #2 and #3 Rams, fail safes, choke manifold valves, and top drive safety valves T/ 250 psi low for 5 mins / 8800 psi high for 5 mins. Test upper annular T/ 250 psi low for 5 mins / 5250 psi high for 5 mins. Test lower annular T/ 250 psi low for 5 mins / 7000 psi for 5 mins.

Mon 8.24.15 - Finish testing BOP's 250/8800. Slip & cut drill line. Test HPDU's. Displace Choke, Kill and Boost. Line up to start displacing well to CaBr. Shutdown to allow high pressure compressors to build pressure for riser tensioners

Tue 8.25.15 - Displaced riser F/ 8.6 ppg seawater, T/ 13.9 ppg CaBr2. @ 12 BPM. Circulate and condition well. Latch into and release RTTS. Circulate BTM's up. POOH with RTTS and LD same. Break circulation down choke and kill lines, test lines T/ 7000 psi, W/cement unit

Wed 8.26.15 - Pressure test casing to 6,100 psi. Review JSA for P/U TCP guns. Start picking up TCP assembly and TIH.

Thurs 8.27.15 - Continue TIH with TCP assembly. Locate Sump Packer. R/U Surface Iron & Test to 5000 psi. Set PKR @ 28226' Halliburton snap latch @ 30282' W/ 40k down as per SCHL. Pressure Up to Fire Guns, Monitor Well on DP psi, Start Reverse circulate well. TCP guns fired at the following intervals in the Wilcox reservoir. ~28,736' - ~28,974' MD, ~29,147' - ~29,385' MD, ~29,540' - ~29,680' MD, ~30,152' - ~30,281' MD.


Fri 8.28.15 - Continue reverse circulating well 2 DP volumes getting NTU' and solids down. Release PKR POOH stopping @ 22,000' & 15,500' to monitor well for losses.

Sat 8.29.15 - POOH F/ 19,001' T/ 15,500'. C/O rotary master bushings and install AOT bushings. POOH T/ 12,213'. Monitor well on TT and flow check 15 min on TT @ 12,213'. Pump T/ surface volume @ 6.5 bpm up choke & kill lines. Continue POOH,Start LD perforating assembly."
-282444,"Sun 8.30.15 - Continue LD TCP guns, checking that all shots fired. Slip and cut 135' of drill line perform rig maintenance. R/u handling tools for Deburr assembly. Function BSR. TIH with F/ Surface T/ 13,121'.

Mon 8.31.15 - Continue TIH with Halliburton Deburr assembly. Function BOP. Continue in hole clean perforations. Test lower annular against test ram. Activate Vac tech. Wash thru packer and tag with NOGO.

Tue 9.1.15 - Pick up off packer. Locate and Close annular. Circulate BU thru choke and kill while boosting riser. Sweep stack open annular, pull washpipe out of packer and monitor well. TIH tag PKR. Space out on 6-5/8"" DP. Locatate lower annular. Start 14 day BOP F/ rig floor panel yellow pod on 5-7/8"" drill pipe w/ SCHL using Sure-tec as per Shell and BSEE specifications w/ 13.9 ppg CaBr brine. Test inner and outer gas relief fail safes, and upper annular T/ 250 psi low for 5 mins / 5250 psi high for 5 mins. lower annular T/ 250 psi low, 6,100 psi high and related valves T/ 250 psi low, 5,250 psi high for 5 minutes w/ 13.9 ppg CaBr. Rams and related valves T/ 250 psi
low, 6,100 psi high for 5 minutes w/ 13.9 ppg CaBr utilizing SureTec as per Shell/BSEE.

Wed 9.2.15 - Complete BOP testing 250 low / 6100 high. BOP test 5-7/8"" X 7"". R/D test lines & L/D test stand. Hold pre-job safety meeting on L/D DP. Continue POOH W/ Hallliburton clean out assembly L/D 28"" DP due to scale on pipe.

Thurs 9.3.15 - POOH F/ 15,674' T/ Surface with Halliburton clean out assembly. L/D 28# 5-7/8"" DP in fox hole.

Fri 9.4.15 - Continue L/D 5-7/8'' 28 ppf DP in fox hole with PRS, while boosting marine riser. Slip and cut 120' of drill line & perform rig maintenance. P/U Halliburton clean out assembly TIH 8972'. Service rig.

Sat 9.5.15 - Service rig floor equipment while 5-7/8"" DP being mobilized to location. Continue TIH w/ Halliburton scale clean out assembly on 26# 5-7/8"" DP F/ 8,989' T/ 20,538'."
-294664,"Sun 1.22 - L/D 12.25"" Drilling BHA. Perform slip and cut. Perform other rig maintenance while waiting on tools to arrive (well is shut in with UBSR and monitored on WH gauge). Wait on weather.

Mon 1.23 - Waiting on weather. Waiting on equipment. Performing maintenance. Offload Nickie Candies.

Tue 1.24 - P/U and RIH w/ 14"" Fasdrill packer. Set below top of 14"" liner (18,500' MD) . Positive pressure test to 1000 psi for 30 minutes with 13.5 ppg SBM (13.7 DHE). (Good Test). POOH to surface and L/D wear bushing and Fasdrill running tool. Redress and P/U wear bushing. Begin RIH.

Wed 1.25 - TIH and land wear bushing. POOH to surface. RIH w/ dumb iron cleanout BHA. Function BSR and BOP test with 13.5 ppg sbm (13.7 DHE) to 300 psi low 6,500 psi high 5/5. test annular T/ 300 psi low, 2,900 psi high 5/5 mins.

Thurs 1.26 - TIH to Fasdrill. Drill out Fasdrill. TIH to TD. POOH to 18"" liner. Pump slug. Continue POOH.

Fri 1.27 - POOH w/ dumb iron 12.25"" BHA. P/U and TIH w/ wear bushing retrieval tool. Latch WB and retrieve to surface. Slip and cut drill line, boost riser, and R/U to run 10.75"" x 10.125"" casing. Begin running casing.

Sat 1.28 - Continue TIH w/ 10.125"" casing. Troubleshoot trip tank flow line and valves. Open BSRs and continue TIH w/ 10.125"" and 10.75"" casing."
-293350,"Sun 1.8 - Drill to TD at 24,916' MD 22,630' TVD. Circulate bottoms up followed by 200 bbl high vis sweep. Circulate sweep to surface and displace to 10.9 ppg sbm. Obtain SCR and Flow Check well (static).

Mon 1.9 - POOH T/24,125' MD. Due to excessive drag, backreamed F/24,125' MD T/ 18,550' MD. Circulate 3 bottoms up at 18,850' MD. Backream F/18,850' MD T/13,000' MD and circulate bottoms up.

Tue 1.10 - Circulated hole clean at KOP. RIH to TD, washing and reaming past any tight spots. Pumped 200 bbl Hi-Vis sweep and circulated to surface. Obtained SCRs, flow checked the well, and began POOH wet.

Wed 1.11 - POOH with 16.5"" BHA and L/D same. R/D pipe handling equipment. Slip and cut drill line. R/U casing handling equipment. RIH with 14"" casing.

Thurs 1.12 - RIH with 14"" x 16"" Liner and liner hanger. Begin run to TD on 6-5/8"" landing string.

Fri 1.13 - Land liner at 24,882' MD / 22,604' TVD. Mix & pump 555cf 15.6ppg Class A cement. Cement in place at 14:00. Full Returns. Est. TOC on backside is 23,538' MD / 21,549' TVD. Estimated top of cement in casing 24,753' MD 22,502' TVD.  Top of liner 18,229' MD 17,384' TVD, Shoe 24,882' MD 22,604' TVD. Set casing hanger, shear out of running tool, and circulate 1 drill string volume. Begin POOH with running tool on 6-5/8"" DP.

Sat 1.14 - Finish POOH with 16"" Liner Running Tool. Perform casing pressure test to 4,400 psi against UBSR W/10.9 ppg SBM (11.1 DHEMW) for 30 min. charted. Function test shear rams F/TCP yellow and DCP Blue. Test UBSR and LBSR to 300psi low and 4,400psi high W/10.9 ppg SBM from DCP Blue for 5 min each. TIH with wear bushing and land same in wellhead. Begin to POOH with Wear Bushing Running Tool and slug drillstring."
-293293,"Fri 12.16.2016 - Run riser. Continue pressure testing choke manifold offline.

Sat 12.17 - Run riser. P/U slip joint, begin replacement and testing of lower slip joint packer."
-293294,"Sun 12.18 - Repaired upper and lower slip joint packer. Latched BOP and began pressure testing. Casing and initial connector test 300/4,500 psi for 5/30 minutes, and tested UBSR 300/4,500 psi for 5/5 minutes using 8.6 ppg sea water.

Mon 12.19 - Performed autoshear function and test. Performed deadman test and function acoustics. RIH with BSRTT. M/U double dutch and test BOPs from DCP Blue pod. Performed subsea BOP function test. Test Annulars T/ 300/5,500 psi 5/5 min, Rams T/ 300/7,600 psi 5/5 min & all associated failsafes same, all test performed with 8.6 ppg sea water and recorded using Shell EZ chart system version 1.7.4. Sub Sea performed BOP function test F/ TCP yellow pod.

Tue 12.20 - Finish BOP testing upon latch-up. Test UBSR, LBSR, 6 5/8"" FH IBOP, (2) 6 5/8"" FH TIW, and all associated choke manifold valves and fail safes 300/ 9,100 psi for 5/5 minutes each, F/ DCP blue pod. All test performed with 8.6 ppg sea water and recorded using Shell EZ-chart software version 1.7.4.POOH w/ FMC test plug. P/U and RIH w/ 18-1/8"" drilling BHA. Tag cement at 10,607 ft with 10k down. Drilled out cement plug. ***Note - 9100psi connector test performed here - good test - When testing the BSR's against the spring loaded tool the BOP connector will see the same pressure.*** 

Wed 12.21 - RIH w/ 18-1/8"" drill BHA. Casing test to 4,500 psi for 30 min with 8.6ppg seawater. Displaced Riser and Hole to 9.4 ppg SBM as per Halliburton procedure. Drill shoe track and 10' new formation. Perform FIT using PWD min mud weight of 9.65 ppg, shoe depth 12,802' MD/TVD, test pressure 567 psi, equivalent mud weight 10.5 ppg, pumped 5.7 bbls and bled back 5.0 bbls. Once test was complete opened annular and pumped up PWD max mud weight 10.55 ppg.. Drill ahead to 12,917'.

Thurs 12.22 - Troubleshoot reamer. POOH for replacement. Rig Maintenance while waiting on reamer replacement. **Nelson 12.22 - Shell may proceed with MPR in open/vent."" 

Fri 12.23 - Replacement reamer arrived. P/U new reamer and remaining BHA. RIH w/ 18-1/8"" x 21"" drilling BHA. Test reamer at shoe - good test. Drill ahead to 14,144' MD.

Sat 12.24 - Drill F/ 14,144' MD T/ 16,623'MD-16,365'TVD with 9.4 ppg SBM (9.6 EMW) w/ 18-1/8"" x 21"" BHA. Finish R/B of 18"" casing stands."
-293312,"Sun 12.25 - Drill T/ 17,103' MD (16,500' TVD). MWD tool failure. Troubleshoot - no success. Circulate hole clean. Begin POOH.

Mon 12.26 - POOH to surface w/ 18-1/8"" x 21"" BHA. Slip and cut drill line. Function UBSR and LBSR F/ TCP Blue Pod,. P/U replacement MWD along w/ new reamer and bit. RIH w/ BHA to BOP, function BOPs on 6 5/8"" drill pipe F/ DCP Yellow Pod, and F/ TCP Blue Pod and diverter f/TCP. Continue RIH to 17,048' MD.

Tue 12.27 - Finish RIH w/ 18-1/8"" x 21"" BHA. Drill to TD @18,663'MD / 17,724'TVD . Begin circulating hole clean and pump sweep.

Wed 12.28 - Circulate hole clean. POOH wet to shoe. Jet 18"" hanger profile. Stack mounted accumulator test with ROV. Pump slug and POOH with drilling BHA to surface. Clean and clear rig floor. R/U casing running equipment.

Thurs 12.29 - R/U casing running equipment. Run 18"" casing. R/D casing running equipment and R/U drill pipe running equipment. M/U 18"" casing hanger. Conduct repairs on top drive.

Fri 12.30 - Conduct repairs on top drive. P/U hanger above rotary for rig turn due to weather. Run casing/landing string to depth.

Sat 12.31 - RIH w/ 18in casing. Attempt to wash through trouble spots - no success. Pump OOH T/ 17,915'. Wash back down to target depth successfully. Mix and pump 16.2 ppg cement  814.54 cuft Class A. Shoe @18,536' MD / 17,626'TVD. 18"" hanger set at 12,506 MD/TVD. Note: Did not see bottom dart latch, top dart latched at 249 bbls, observed 2,600 psi pressure spike. Swap displacement over to rig pumps and displace cement with 9.5 ppg sbm at 6 bpm 780 psi. Bottom plug landed at 1,533 bbls and pressured up, rupture disk sheared at 1,680 psi, pumped an additional 119 bbls. Shut down pumps, did not bump top plug. Monitor displacement on active pits. Final pressure 908 psi. Bled off pressure at cement unit to check floats (floats held). Total bled back 5.5 bbls. Note: Total displacement of cement was 1,904 bbls 9.5 ppg SBM (9.7 DHEMW).  ***Note - Shell may proceed with drilling operations upon a successful FIT at the 18"" shoe."" - Justin Ledet*** Based on lift pressure/cement job analysis, our top of cement is estimated to be 16,232ft MD/15,810ft TVD. No cement returns were observed for the duration of the 18"" cement job. 163bbls of mud lost. 1209bbls of cement and spacer lost.  The depth is unknown since we didn't have a weak zone behind casing; in that case, we usually assume they are occurring near the previous shoe.  18"" losses are very common due to tight tolerances."
-294582,"Sun 1.15 - POOH with Wear Bushign Running Tool. RIH with 12.25"" BHA. Hang odd BHA, and perform slip and cut. TIH to BOPS, and perform BOP tests to 300 psi low 7,800
psi high 5/5 with 10.9 ppg sbm from cement unit. test annular to 300 psi low 4,400 psi high 5/5. Subsea Function test BOP F/Yellow TCP. Subsea Function test diverter F/TCP. TIH with BHA, drill out DPOB in liner hanger, and TIH T/21,953'.

Mon 1.16 - TIH with 12.25"" BHA and tag TOC at 24,750' MD. Performed choke drill. Drill shoetrack and 10' of new formation. Conduct FIT- Close annular and perform FIT with 10.9 ppg sbm with cement unit down drill pipe and choke line. With ESD of 11.12 ppg, pressured up to 3,885 psi, EMW- 14.42, shoe TVD 22,604'. Drill out 12.25"" hole section T/25,698' MD.  Weighting up from 10.9 ppg to 11.2 ppg (11.4 DHE).

Tue 1.17 - Drill ahead w/ 12.25"" BHA F/ 25,698' MD T/ 27,898' MD. Weighting up to 13.3 ppg SBM (13.5 DHE).

Wed 1.18 - Drill F/ 27,898' MD T/well TD 28,500' MD / 25,439' TVD. Manage losses and pump High-Vis Sweep and LCM. Pump out of hole to above shoe.

Thurs 1.19 - Pump out of hole until losses stop. Circulate at 16"" x 14"" liner top until clean. RIH in stages and circulate. Continue staging in towards shoe.

Fri 1.20 - Continue stage in hole to shoe. Log 150' past shoe. RIH to 25,400'. Log 300'. RIH to 25,820'. Log last 300' to TD. P/U and spot LCM. Monitor. Trip below pill and circulate up to shoe. Begin POOH to 16"" x 14"" liner top.

Sat 1.21 - Continue POOH to 14"" liner top and spot 100 bbl LCM pill. POOH to 18"" liner top and spot LCM pill through PBL. Continue POOH, diverter and BOP function tests on way out of hole. BSRs closed once above stack. Mud loss for 12 hrs = 2022 bbls. Total = 5407 bbls. Losses are anticipated to be at the 14"" shoe (24,916' MD - 22,630' TVD)"
-292366,"Mon 12.5.16 - Rig move from WR508 No 03 P&A. R/U to RIH w/ 36"" jet pipe. Set beacons. RIH w/ 36"".

Tue 12.6.16 - Run 36"". Jet in 36"" to 9777' Made up 22"" Casing on Aux floor.

Wed 12.7.16 - Soak 36"". Release SFDAT and fastdrill T/12,296'. 36"" shoe @ 9888'MD/TVD. Offline: M/U 22"" casing hanger, L/O running tool and run inner string to 2,975'. MU RT and RIH with 22"" casing.

Thurs 12.8.16 - Begin Drilling 28"" hole section to TD @12,840'MD/TVD. **ST00 BP00 SPUD** Circulate BU to 12ppg WBM Pad mud. Ream out of hole to shoe. Perform check trip to bottom, Circulate BU, POOH to shoe, Pull up and wash WH with PBL. TIH with 22"" casing

Fri 12.9.16 - RIH with 22"" casing to 12,802'MD/TVD. Perform cement job w/ 8623 cuft Class A,  Cement in place @ 12:25 hrs. Confirmed cement at sea floor with 11.1 reading on meter with ROV. Waited 12 hours on cement. ROV set seal assy with 5000psi as per FMC procedure. ROV test seals to 1000psi.(22"" casing shoe 12,802 MD/TVD) 

Sat 12.10.16 - WOC. Performed successful slump test. Released from 22"" HPWHH and POOH T/10,920' to spot 50 bbl of Hi-Vis pill. POOH T/10,784'MD/TVD and spot 432 cuft 15.6 ppg Class A cement plug. Slip / cut 149' on Aux. Finished POOH with landing string. Offline: P/U 26"" drilling BHA. "
-307033,"08/27/2017:  Wait on Weather.  Rig up riser handling equipment.  Prepare for riser
             pulling operations.  Install riser running tool hoses and tilt cylinder
             chain - Function test same.  P/U landing joint, collapse inner barrel of 
             SJ, & Lock. Standby during EVDT deployment preparations by M/V 
             C-Installer. Transfer weight from marine riser tensioners to TDX. 
             Unlatch BOPs from JU105 THS.   Pull & lay out 5' & 20' riser pup joints
             to 7,045'.  C-Installer - clean THS & TH sealing face, remove ring gasket.
             Land EVDT on JU105 02:15.  Pull BOPs on marine riser. C-Installer -
             Lockdown EVDT & commence gasket testing.

08/28/2017:  Continue to pull BOPs on marine riser from 6,325 to 205'.   
             C-Installer: 
	       1. EVDT connector locked with 3 k psi
	       2. Satisfactory connector hump observed at 2,200 psi
	       3. Test VX gasket to 15 k psi for 15 min - Good
	       4. Lock flow line connector with 3 k psi 
	       5. Test flow line KX gasket to 4,400 psig
	       6. Perform gallery test to 11,350 psig - Good
               7. Install TA cap & test same to 11,800 psig - Good
             Pull back drape hoses in moon pool in preparation to land BOP on carrier.
             Pull BOPs on marine riser from 205' to surface and pin same on transport
             cart.  Unlatch riser double  from riser adapter above LMRP.  Skid BOPs
             away from beneath rotary & lay out riser double.   R/D riser handling
             equipment. 

08/29/2017:  Jet BOPs.  Prepare to move BOPs to setback frame.  Wait on Weather to
             move BOPs to setback frame.  

08/30/2017:  Wait on Weather to move BOPs to setback frame.  Prepare BOPs for
             transport to setback frame.  Transport BOPs to setback area.  

08/31/2017:  Perform In-Between Well Rig & BOP Maintenance.  

09/01/2017:  Perform In-Between Well Rig & BOP Maintenance.
	     C-Installer:
                 1. Confirm & establish control of tree w/ FlyWOCS system
                 2. Confirm DHPT gauge readings - Consistent with pervious readings
                 3. Retrieve Multiple Quick Connect plate due to leak observed - begin
                    troubleshooting at surface

09/02/2017:  Perform In-Between Well Rig & BOP Maintenance.
	     SIMOPS - C-Installer:
                 1. Repair leaking Multiple Quick Connect plate
                 2. Apply pressure cycles to FS2 valve (14 total) 
                 3. Unable to build pressure while applying 15th cycle - Good
                    indication of Open FS2 @ 23:15
                 4. Close SCSSV & EVDT valves & test same

"
