Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports,Year
C0005726,1,POVL ANKER (IMO 7633143),POVL ANKER (IMO 7633143): ,DIS (Denmark),,2002-02-01 04:37:00,,Marine incident,,The Sound,Coastal waters,1,Denmark,2002
C0004155,1,LE PARRAIN (IMO 6402250),LE PARRAIN (IMO 6402250): ,France,Fish Catching,2002-02-01 00:00:00,,Very serious marine casualty,,North Atlantic Ocean,,0,,2002
C0004668,1,LEADER (IMO 6905276),LEADER (IMO 6905276): ,United States,Non-ship structures,2002-02-01 00:00:00,,Marine casualty,,New York city,,0,,2002
C0003968,1,KODIMA (IMO 8603389),KODIMA (IMO 8603389): ,Malta,General Cargo,2002-02-01 00:00:00,,Marine casualty,,"English channel, about 20 miles from Falmouth",,1,Unknown,2002
C0003964,1,SARDINIA VERA (IMO 7360617),SARDINIA VERA (IMO 7360617): ,Italy,Non-ship structures,2002-02-01 00:00:00,,Marine incident,,About 2 cables S. of Newhaven east pier,,1,Unknown,2002
C0004692,1,KELARVI (IMO 9123295),KELARVI (IMO 9123295): ,Russian Federation,General Cargo,2002-01-29 00:00:00,,Marine casualty,,Off Keadby,,0,,2002
C0004198,1,UNI-RAYA GLORY (IMO 8021244),UNI-RAYA GLORY (IMO 8021244): ,Singapore,General Cargo,2002-01-29 00:00:00,,Very serious marine casualty,,"Off Nha Trang beach, Van Phong Bay, S. Khan Hoa Pr",,1,Singapore,2002
C0004246,1,HOOFORT (IMO 8203490),HOOFORT (IMO 8203490): ,United Kingdom,General Cargo,2002-01-28 00:00:00,,Marine casualty,,"Rye, Sussex",,0,,2002
C0004585,1,SUGAR DIANE-Z,SUGAR DIANE-Z: ,Unknown,General Cargo,2002-01-28 00:00:00,,Very serious marine casualty,,"Off Pangutaran Islands, Sulu archipelago",,0,,2002
C0004509,1,SANTA ROSA (IMO 9128441),SANTA ROSA (IMO 9128441): ,Liberia,Bulk Dry,2002-01-28 00:00:00,,Marine casualty,,Off Portland Bill,,0,,2002
C0004209,1,SILVERTHORN (IMO 8028254),SILVERTHORN (IMO 8028254): ,United Kingdom,General Cargo,2002-01-27 00:00:00,,Marine casualty,,Newport,,0,,2002
C0004185,1,SJARD (IMO 8817617),SJARD (IMO 8817617): ,Antigua and Barbuda,General Cargo,2002-01-27 00:00:00,,Very serious marine casualty,,"350 nm E. of St. John's, Newfoundland",,1,Antigua and Barbuda,2002
C0004144,1,JAYA ABADI (IMO 8873594),JAYA ABADI (IMO 8873594): ,Indonesia,Passenger/Ro-Ro Cargo,2002-01-27 00:00:00,,Very serious marine casualty,,"Off Batam Island, Indonesia",,0,,2002
C0004152,1,LAN JIE (IMO 7004316),LAN JIE (IMO 7004316): ,Cambodia,General Cargo,2002-01-26 00:00:00,,Very serious marine casualty,,"Off Kochi Prefecture, western Japan",,0,,2002
C0004210,1,0002ND LT. JOHN P. BOBO (IMO 8219384),0002ND LT. JOHN P. BOBO (IMO 8219384): ,United States,Passenger/Ro-Ro Cargo,2002-01-26 00:00:00,,Marine casualty,,Western Mediterranean,,0,,2002
C0004208,2,"GRANDE BRASILE (IMO 9198123), NORTH DUCHESS (IMO 8301955)","GRANDE BRASILE (IMO 9198123): , NORTH DUCHESS (IMO 8301955): ","Italy, Greece","Non-ship structures, Bulk Dry",2002-01-26 00:00:00,,Marine casualty,,"At km 28 River Plate, en route from Salvador (Braz",,0,,2002
C0004033,1,GALATEIA (IMO 9047075),GALATEIA (IMO 9047075): ,Bahamas,Bulk Dry,2002-01-26 00:00:00,,Marine incident,,"Seaforth Docks, Liverpool",,1,Unknown,2002
C0004508,2,"BAHAMIAN EXPRESS (IMO 9216729), KAPITAN AZARKIN (IMO 8907096)","BAHAMIAN EXPRESS (IMO 9216729): , KAPITAN AZARKIN (IMO 8907096): ","Marshall Islands, Russian Federation","Container, Other Fishing",2002-01-25 00:00:00,,Marine casualty,,"About 120nm off Pusan, Republic of Korea",,0,,2002
C0004507,2,"ATLANTIC EXPRESS (IMO 8412223), RIMA S (IMO 7712327)","ATLANTIC EXPRESS (IMO 8412223): , RIMA S (IMO 7712327): ","Panama, Lebanon","Bulk Dry, General Cargo",2002-01-24 00:00:00,,Marine casualty,,Near La Goulette,,0,,2002
C0004586,1,SEASPAN 320,SEASPAN 320: ,Canada,Non-ship structures,2002-01-24 00:00:00,,Very serious marine casualty,,Queen Charlotte Strait,,0,,2002
C0004712,1,CORAL TRADER (IMO 7718929),CORAL TRADER (IMO 7718929): ,Bahamas,Passenger/Ro-Ro Cargo,2002-01-24 00:00:00,,Marine casualty,,En route from Lae to Port Moresby,,0,,2002
C0004204,1,VILCO 3 (IMO 7731347),VILCO 3 (IMO 7731347): ,United States,Fish Catching,2002-01-24 00:00:00,,Very serious marine casualty,,"13 miles W. of Egmont Key, W. coast of Florida",,0,,2002
C0004200,1,UNIQUE 11 (IMO 7701885),UNIQUE 11 (IMO 7701885): ,Thailand,Non-ship structures,2002-01-23 00:00:00,,Very serious marine casualty,,Off the coast of Vietnam,,1,Thailand,2002
C0004232,1,COVERED WAGON (IMO 7603825),COVERED WAGON (IMO 7603825): ,United States,Fish Catching,2002-01-22 00:00:00,,Very serious marine casualty,,"145 miles S.E. of Boston, Massachusetts",,0,,2002
C0004207,1,TLI ATSAH (IMO 9208681),TLI ATSAH (IMO 9208681): ,Antigua and Barbuda,General Cargo,2002-01-21 00:00:00,,Marine casualty,,Off Tokyo,,0,,2002
C0004053,1,AGHIA TRIAS (IMO 7389340),AGHIA TRIAS (IMO 7389340): ,Panama,Bulk Dry,2002-01-21 00:00:00,,Marine casualty,,North Atlantic Ocean,,0,,2002
C0004064,1,CACAO (IMO 7904499),CACAO (IMO 7904499): ,Belize,Bulk Dry,2002-01-20 00:00:00,,Marine casualty,,160 nm off the coast of Oman,,0,,2002
C0004671,1,ANNIKA L (IMO 9043134),ANNIKA L (IMO 9043134): ,Antigua and Barbuda,General Cargo,2002-01-20 00:00:00,,Marine casualty,,"Caribbean sea, after sailing from Cartagena, Colom",,0,,2002
C0004710,2,"ALLEGIANCE (IMO 7728716), SEA KING (IMO 7367158)","ALLEGIANCE (IMO 7728716): , SEA KING (IMO 7367158): ","United States, United States","Oil Tanker, Towing / Pushing",2002-01-19 00:00:00,,Marine casualty,,Between Vancouver Island (Canada) and Bellingham (,,0,,2002
C0004711,1,COSMEA (IMO 8920268),COSMEA (IMO 8920268): ,Germany,General Cargo,2002-01-18 00:00:00,,Marine casualty,,"Near Jannseni Quay, Parnu",,0,,2002
C0004206,1,MED UNITY (IMO 7433452),MED UNITY (IMO 7433452): ,Panama,Bulk Dry,2002-01-18 00:00:00,,Marine casualty,,Mediterranean sea,,0,,2002
C0004709,1,ALEUTIAN ROVER (IMO 7049378),ALEUTIAN ROVER (IMO 7049378): ,United States,Fish Catching,2002-01-17 00:00:00,,Marine casualty,,Bering sea,,0,,2002
C0005756,1,SPRINGEREN,SPRINGEREN: ,Denmark,Towing / Pushing,2002-01-16 16:15:00,,Marine casualty,,"The Elbe, Hamburg",Port approach,1,Denmark,2002
C0004703,1,EWALD (IMO 9210012),EWALD (IMO 9210012): ,Germany,General Cargo,2002-01-15 00:00:00,,Marine casualty,,En route from Verdal (Norway) to Rotterdam (Nether,,0,,2002
C0004205,1,EASTERN FORTITUDE (IMO 9213208),EASTERN FORTITUDE (IMO 9213208): ,Panama,Chemical Tanker,2002-01-15 00:00:00,,Very serious marine casualty,,Near Rayong Bay,,0,,2002
C0004705,1,STANDARD VALOR (IMO 7410785),STANDARD VALOR (IMO 7410785): ,Greece,Bulk Dry,2002-01-13 00:00:00,,Marine casualty,,"At km 390.5 river Parana, en route from San Lorenz",,0,,2002
C0004706,1,SUPERFAST V (IMO 9198927),SUPERFAST V (IMO 9198927): ,Greece,Non-ship structures,2002-01-11 00:00:00,,Marine casualty,,"Arrived Bremerhaven, Germany",,0,,2002
C0004587,1,ABU EL-FAWARES,ABU EL-FAWARES: ,Unknown,Fish Catching,2002-01-11 00:00:00,,Very serious marine casualty,,"Off Ras Gharib, Gulf of Suez",,0,,2002
C0004537,1,NASIA (IMO 8406078),NASIA (IMO 8406078): ,Cyprus,Bulk Dry,2002-01-11 00:00:00,,Marine casualty,,Sepetiba terminal,,0,,2002
C0004090,1,WASSIM (IMO 5412870),WASSIM (IMO 5412870): ,Cambodia,General Cargo,2002-01-11 00:00:00,,Very serious marine casualty,,"Akantia, Rhodes Island",,0,,2002
C0004699,1,BOZONA (IMO 9106974),BOZONA (IMO 9106974): ,Malta,General Cargo,2002-01-10 00:00:00,,Marine casualty,,Near Malaga,,0,,2002
C0004697,1,MIAOULIS I (IMO 8967759),MIAOULIS I (IMO 8967759): ,Greece,Non-ship structures,2002-01-09 00:00:00,,Marine casualty,,"Skouronisi, southern Evoikos",,0,,2002
C0004708,1,VIRGIN (IMO 7347469),VIRGIN (IMO 7347469): ,Liberia,Oil Tanker,2002-01-08 00:00:00,,Marine casualty,,"Near buoy 12, river Congo",,0,,2002
C0004523,1,UMOJA,UMOJA: ,United Republic of Tanzania,Passenger,2002-01-07 00:00:00,,Marine casualty,,Lake Victoria between Mwanza and Kisumu,,0,,2002
C0004698,1,NORDLAND (IMO 7529940),NORDLAND (IMO 7529940): ,Norway,Non-ship structures,2002-01-06 00:00:00,,Marine casualty,,Angerholmen near Glomfjord,,0,,2002
C0003365,2,"DIAMANT (IMO 9135884), NORTHERN MERCHANT (IMO 9181091)","DIAMANT (IMO 9135884): , NORTHERN MERCHANT (IMO 9181091): ","Luxembourg, United Kingdom","Non-ship structures, Non-ship structures",2002-01-06 00:00:00,,Marine incident,,3 miles S.-E. of Dover,Coastal waters,1,Unknown,2002
C0004704,1,HACI EMINE ANA (IMO 8117847),HACI EMINE ANA (IMO 8117847): ,Türkiye,General Cargo,2002-01-05 00:00:00,,Marine casualty,,"Near Yeniköy, river Bosporus",,0,,2002
C0004696,1,DUYEN PHAT 01 (IMO 7651614),DUYEN PHAT 01 (IMO 7651614): ,Viet Nam,General Cargo,2002-01-05 00:00:00,,Marine casualty,,Jurong Terminal,,0,,2002
C0004702,1,BLIND FAITH,BLIND FAITH: ,United States,Fish Catching,2002-01-03 00:00:00,,Marine casualty,,"Off Garden Key, off Key West, Florida",,0,,2002
C0004707,1,VAERNES (IMO 8112689),VAERNES (IMO 8112689): ,Norway,General Cargo,2002-01-02 00:00:00,,Marine casualty,,Hustavika,,0,,2002
C0004700,1,FJORD PEARL (IMO 7524354),FJORD PEARL (IMO 7524354): ,Malta,General Cargo,2002-01-02 00:00:00,,Marine casualty,,"Off Aland Islands, Finland",,0,,2002
C0004147,1,KAI TUO (IMO 7365239),KAI TUO (IMO 7365239): ,China,Fish Catching,2002-01-02 00:00:00,,Very serious marine casualty,,Shanghai,,0,,2002
C0004701,1,BONGA (IMO 7223144),BONGA (IMO 7223144): ,Sao Tome and Principe,Bulk Dry,2002-01-01 00:00:00,,Marine casualty,,Dodecannese,,0,,2002
C0003967,1,CITY OF SUNDERLAND (IMO 9046356),CITY OF SUNDERLAND (IMO 9046356): ,Isle of Man (United Kingdom),Non-ship structures,2002-01-01 00:00:00,,Marine casualty,,Port of Hanko,,0,,2002
C0003962,1,WILLY (IMO 8007092),WILLY (IMO 8007092): ,Cyprus,Non-ship structures,2002-01-01 00:00:00,,Marine casualty,,"Cawsand bay, Plymouth Sound",,1,Unknown,2002
C0003842,1,SEA SPLENDOUR (IMO 7388906),SEA SPLENDOUR (IMO 7388906): ,Bahamas,Oil Tanker,2001-12-31 00:00:00,,Very serious marine casualty,,"En route from Mauritius to Chittagong, Bangladesh",,0,,2001
C0003866,1,SOPHIA II (IMO 7397971),SOPHIA II (IMO 7397971): ,Panama,General Cargo,2001-12-29 00:00:00,,Marine casualty,,Constantza,,0,,2001
C0003861,1,EL SAGED (IMO 8874859),EL SAGED (IMO 8874859): ,Georgia,General Cargo,2001-12-28 00:00:00,,Marine casualty,,"Off Crete, Grece",,0,,2001
C0003865,1,HUNTE (IMO 7928665),HUNTE (IMO 7928665): ,Antigua and Barbuda,General Cargo,2001-12-28 00:00:00,,Marine casualty,,Texel beach,,0,,2001
C0003859,1,AASVIK (IMO 8500898),AASVIK (IMO 8500898): ,Norway,Bulk Dry,2001-12-28 00:00:00,,Marine casualty,,North Sea,,0,,2001
C0003841,1,SLOMAN TRAVELLER (IMO 8214401),SLOMAN TRAVELLER (IMO 8214401): ,Antigua and Barbuda,Passenger/Ro-Ro Cargo,2001-12-28 00:00:00,,Marine casualty,,North Sea,,0,,2001
C0003858,1,SAFIL-1 (IMO 7003257),SAFIL-1 (IMO 7003257): ,Russian Federation,Fish Catching,2001-12-27 00:00:00,,Marine casualty,,La Perouse Strait,,0,,2001
C0003854,1,DURSEY (IMO 7223211),DURSEY (IMO 7223211): ,Ireland,Fish Catching,2001-12-26 00:00:00,,Very serious marine casualty,,Bouzad-Vigo Quay,,0,,2001
C0003856,1,IRENE K (IMO 7412434),IRENE K (IMO 7412434): ,Saint Vincent and the Grenadines,General Cargo,2001-12-25 00:00:00,,Marine casualty,,Off Tinos,,0,,2001
C0003852,1,BRIGHT SKY (IMO 9181493),BRIGHT SKY (IMO 9181493): ,Panama,General Cargo,2001-12-25 00:00:00,,Marine casualty,,Coral Sea,,0,,2001
C0003862,1,HACI HILMI BEY (IMO 7702798),HACI HILMI BEY (IMO 7702798): ,Türkiye,Bulk Dry,2001-12-24 00:00:00,,Marine casualty,,Off Tioman Island,,0,,2001
C0003860,1,ALEXANDER THE GREAT (IMO 7111731),ALEXANDER THE GREAT (IMO 7111731): ,Greece,Non-ship structures,2001-12-23 00:00:00,,Marine casualty,,"Arrived Bijela, Yugoslavia",,0,,2001
C0003857,1,ORIENTAL SPIRIT (IMO 7433206),ORIENTAL SPIRIT (IMO 7433206): ,Cyprus,General Cargo,2001-12-22 00:00:00,,Marine casualty,,Atlantic Ocean,,0,,2001
C0003853,1,CHRISTOPHER (IMO 7923952),CHRISTOPHER (IMO 7923952): ,Cyprus,Bulk Dry,2001-12-22 00:00:00,,Very serious marine casualty,,"About 150nm N. of Graciosa Island, Azores",,0,,2001
C0003867,1,STOLT ROTTERDAM,STOLT ROTTERDAM: ,Netherlands (Kingdom of),Non-ship structures,2001-12-21 00:00:00,,Marine casualty,,"Krefeld, River Rhine",,0,,2001
C0003846,1,GRETE ATLANTIC (IMO 7642223),GRETE ATLANTIC (IMO 7642223): ,Bahamas,Chemical Tanker,2001-12-20 00:00:00,,Marine casualty,,Off Grenaa,,0,,2001
C0003847,1,ISABELLA (IMO 8700723),ISABELLA (IMO 8700723): ,Finland,Non-ship structures,2001-12-20 00:00:00,,Marine casualty,,Near Staholm,,0,,2001
C0003848,1,JAN-V (IMO 8504179),JAN-V (IMO 8504179): ,Antigua and Barbuda,General Cargo,2001-12-19 00:00:00,,Marine casualty,,Great Belt,,0,,2001
C0003845,2,"GERD SIBUM (IMO 9121895), LOWLANDS YARRA (IMO 8412443)","GERD SIBUM (IMO 9121895): , LOWLANDS YARRA (IMO 8412443): ","Antigua and Barbuda, Panama","Container, Bulk Dry",2001-12-17 00:00:00,,Marine casualty,,"Near buoy 32-35, Antwerp",,0,,2001
C0003849,1,LISSOM (IMO 7378339),LISSOM (IMO 7378339): ,Panama,Bulk Dry,2001-12-16 00:00:00,,Marine casualty,,"Indian Ocean, 1,400 nm N.E. of Madagascar",,0,,2001
C0003840,1,DINA (IMO 7365928),DINA (IMO 7365928): ,Barbados,General Cargo,2001-12-16 00:00:00,,Very serious marine casualty,,"40 nm S.W. of St. Ann's Head, Bristol Channel",,1,Barbados,2001
C0003869,2,"CHERNOMORETS (IMO 8933588), CHERNOMORETS (IMO 8933588)","CHERNOMORETS (IMO 8933588): , CHERNOMORETS (IMO 8933588): ","Ukraine, Ukraine","General Cargo, General Cargo",2001-12-15 21:30:00,,Very serious marine casualty,,"Black Sea, 80 miles from Sinop, Turkey",Open sea,0,,2001
C0003851,1,TAE BAEK NO. 91 (IMO 8717829),TAE BAEK NO. 91 (IMO 8717829): ,Republic of Korea,Fish Catching,2001-12-15 00:00:00,,Marine casualty,,South Pacific Ocean,,0,,2001
C0003850,1,NAVETRAILER (IMO 7419456),NAVETRAILER (IMO 7419456): ,Greece,Passenger/Ro-Ro Cargo,2001-12-14 00:00:00,,Marine casualty,,"About 80 nm off Ravenna, Italy",,0,,2001
C0003834,1,GAZELLE COAST (IMO 8314548),GAZELLE COAST (IMO 8314548): ,"Hong Kong, China",General Cargo,2001-12-14 00:00:00,,Marine casualty,,Deboyne Island,,0,,2001
C0003615,1,ROSEBANK (IMO 8028307),ROSEBANK (IMO 8028307): ,United Kingdom,General Cargo,2001-12-14 00:00:00,,Marine casualty,,"7 miles E. of Alnmouth, Northumberland coast",,1,Unknown,2001
C0003855,2,"ELIXIR (IMO 8102751), SELE/PERTAMINA 3006 (IMO 8117158)","ELIXIR (IMO 8102751): , SELE/PERTAMINA 3006 (IMO 8117158): ","Malta, Indonesia","Bulk Dry, Oil Tanker",2001-12-13 02:05:00,,Marine casualty,,"About 30 miles off Jakarta, Indonesia",Open sea,0,,2001
C0003839,1,BULUNKAN (IMO 7226469),BULUNKAN (IMO 7226469): ,Russian Federation,General Cargo,2001-12-13 00:00:00,,Very serious marine casualty,,"Svetlaya Bay, Northern Primorye",,0,,2001
C0003833,1,ATLANTIC RIVER (IMO 7113753),ATLANTIC RIVER (IMO 7113753): ,Cyprus,General Cargo,2001-12-12 00:00:00,,Marine casualty,,English Channel,,0,,2001
C0004108,1,KIBARTAY (IMO 8723660),KIBARTAY (IMO 8723660): ,Russian Federation,Fish Catching,2001-12-12 00:00:00,,Very serious marine casualty,,Avacha Bay,,0,,2001
C0004104,1,EREBUS II (IMO 7319565),EREBUS II (IMO 7319565): ,Seychelles,Fish Catching,2001-12-10 00:00:00,,Very serious marine casualty,,South Atlantic Ocean,,0,,2001
C0003837,1,LADY AMAR (IMO 7621231),LADY AMAR (IMO 7621231): ,Saint Vincent and the Grenadines,General Cargo,2001-12-10 00:00:00,,Very serious marine casualty,,"Black Sea, off Sinop, 40 miles from the Strait of ",,0,,2001
C0007634,1,STANISLAW KULCZYNSKI (IMO 8502559),STANISLAW KULCZYNSKI (IMO 8502559): ,Malta,,2001-12-09 20:13:00,,Marine casualty,54° 36.10' N 1° 08.00' E,"Vicinity of Fehmarn Belt Island, Germany.",Open sea,0,,2001
C0003826,1,SCAN GERMANIA (IMO 9220639),SCAN GERMANIA (IMO 9220639): ,Isle of Man (United Kingdom),Passenger/Ro-Ro Cargo,2001-12-09 00:00:00,,Marine casualty,,Bilbao,,0,,2001
C0003824,1,ANDINO (IMO 9013294),ANDINO (IMO 9013294): ,Chile,Container,2001-12-09 00:00:00,,Marine casualty,,"Off Pilar Point, Washington State",,0,,2001
C0003844,2,"CLIPPER (IMO 9031844), MASCOT (IMO 8956293)","CLIPPER (IMO 9031844): , MASCOT (IMO 8956293): ","Japan, Cambodia","General Cargo, General Cargo",2001-12-09 00:00:00,,Marine casualty,,"5 kms S.W. of Susami, Wakayama Prefecture",,0,,2001
C0003838,1,MEDTRADER (IMO 8857679),MEDTRADER (IMO 8857679): ,Saint Vincent and the Grenadines,General Cargo,2001-12-07 00:00:00,,Very serious marine casualty,,"Approx. 20 nm E. of Skyros Island, Greece",,0,,2001
C0005660,2,"KLAZINA VERA (IMO 8413083), KUNDA (IMO 7227164)","KLAZINA VERA (IMO 8413083): , KUNDA (IMO 7227164): ","Denmark, Estonia","Fish Catching, Ro-Ro Cargo",2001-12-06 23:35:00,,Very serious marine casualty,54° 55.00' N 10° 55.00' E,Langlandsbaelt,Coastal waters,1,Denmark,2001
C0003825,1,MASFJORD (IMO 8714360),MASFJORD (IMO 8714360): ,Norway,Non-ship structures,2001-12-06 00:00:00,,Marine casualty,,Mortavika pier,,0,,2001
C0003951,1,ARKLOW VALOUR (IMO 9015046),ARKLOW VALOUR (IMO 9015046): ,Ireland,General Cargo,2001-12-06 00:00:00,,Marine casualty,,"20 miles S. of Portland Bill, England",,0,,2001
C0003952,1,EMRE BEY (IMO 7371446),EMRE BEY (IMO 7371446): ,Türkiye,General Cargo,2001-12-06 00:00:00,,Marine casualty,,Mediterranean Sea,,0,,2001
C0003746,2,"KLAZINA VERA, KUNDA (IMO 7227164)","KLAZINA VERA: , KUNDA (IMO 7227164): ","Denmark, Estonia","Fish Catching, Passenger/Ro-Ro Cargo",2001-12-06 00:00:00,,Very serious marine casualty,,"Langelandsbaelt, route H",,1,Denmark,2001
C0003821,1,GREAT HARMONY (IMO 9206724),GREAT HARMONY (IMO 9206724): ,Panama,Bulk Dry,2001-12-05 00:00:00,,Marine casualty,,Outside Aarhus,,0,,2001
C0003822,1,LARK (IMO 7525621),LARK (IMO 7525621): ,Antigua and Barbuda,General Cargo,2001-12-05 00:00:00,,Marine casualty,,English Channel,,0,,2001
C0004098,1,WAEL 4 (IMO 6725080),WAEL 4 (IMO 6725080): ,Syrian Arab Republic,General Cargo,2001-12-05 00:00:00,,Very serious marine casualty,,Coast of Tripitis,,0,,2001
C0003823,1,OFEIGUR (IMO 9013141),OFEIGUR (IMO 9013141): ,Iceland,Fish Catching,2001-12-04 00:00:00,,Very serious marine casualty,,"40 miles E. of Vestmannaeyjar, Iceland",,1,Iceland,2001
C0003953,1,EURICA (IMO 6921256),EURICA (IMO 6921256): ,Saint Vincent and the Grenadines,General Cargo,2001-12-01 00:00:00,,Marine casualty,,Off Larvik,,0,,2001
C0003948,1,MARSHAL VASILEVSKIY (IMO 8134950),MARSHAL VASILEVSKIY (IMO 8134950): ,Russian Federation,Oil Tanker,2001-11-30 00:00:00,,Marine casualty,,Yesilkoy/Istanbul,,0,,2001
C0003835,1,IBERIAN OCEAN (IMO 7725427),IBERIAN OCEAN (IMO 7725427): ,Bahamas,General Cargo,2001-11-28 00:00:00,,Marine casualty,,Outside Harwich Haven,,0,,2001
C0004102,1,ST. JOSEPH (IMO 8886008),ST. JOSEPH (IMO 8886008): ,United States,Fish Catching,2001-11-28 00:00:00,,Very serious marine casualty,,Gulf of Mexico,,0,,2001
C0003947,1,KATHY TRADER (IMO 6721369),KATHY TRADER (IMO 6721369): ,Panama,General Cargo,2001-11-27 00:00:00,,Very serious marine casualty,,Area of Manzanillo,,0,,2001
C0003946,1,HENG SHAN (IMO 9174658),HENG SHAN (IMO 9174658): ,Panama,Bulk Dry,2001-11-26 00:00:00,,Marine casualty,,Eregli,,0,,2001
C0003943,1,DU COUEDIC (IMO 7357438),DU COUEDIC (IMO 7357438): ,France,Fish Catching,2001-11-26 00:00:00,,Marine casualty,,"Towed to Lochinver, Scotland",,0,,2001
C0004122,1,OCEAN STAR (IMO 8815279),OCEAN STAR (IMO 8815279): ,United Kingdom,Fish Catching,2001-11-26 00:00:00,,Very serious marine casualty,,"12.5 miles N. of Muckle Flugga, Shetland Islands",,1,United Kingdom,2001
C0003950,1,ROYAL (IMO 8300420),ROYAL (IMO 8300420): ,Republic of Korea,General Cargo,2001-11-25 00:00:00,,Very serious marine casualty,,Pacific Ocean,,0,,2001
C0003944,1,EVER DEVOTE (IMO 9134268),EVER DEVOTE (IMO 9134268): ,Panama,Container,2001-11-24 00:00:00,,Marine casualty,,Panama Canal,,0,,2001
C0003945,1,EVIA (IMO 7703675),EVIA (IMO 7703675): ,Greece,General Cargo,2001-11-24 00:00:00,,Marine casualty,,Between Salamis and Eleusis,,0,,2001
C0003942,1,DIGNITY IX (IMO 6930958),DIGNITY IX (IMO 6930958): ,Panama,General Cargo,2001-11-24 00:00:00,,Marine casualty,,Nemrut Bay,,0,,2001
C0004109,1,HWA REN NO. 6 (IMO 8430718),HWA REN NO. 6 (IMO 8430718): ,Honduras,Fish Catching,2001-11-23 00:00:00,,Very serious marine casualty,,Indian Ocean,,0,,2001
C0003936,2,"Front Lord (IMO 8906901), FRONT LORD (IMO 8906901)","Front Lord (IMO 8906901): , FRONT LORD (IMO 8906901): ","Singapore, Singapore","Oil Tanker, Oil Tanker",2001-11-22 00:00:00,,Marine casualty,,"500 nm off Sri Lanka, Indian Ocean",Open sea,0,,2001
C0003743,1,CEC CRUSADER (IMO 9232319),CEC CRUSADER (IMO 9232319): ,Bahamas,General Cargo,2001-11-22 00:00:00,,Very serious marine casualty,,1.8 miles N. of Foreness Point,,1,Unknown,2001
C0003933,2,"BLISSFUL REEFER 2 (IMO 7005334), QUEEN OF PENTA-OCEAN (IMO 9174115)","BLISSFUL REEFER 2 (IMO 7005334): , QUEEN OF PENTA-OCEAN (IMO 9174115): ","Panama, Panama","Refrigerated Cargo, Non-ship structures",2001-11-20 00:00:00,,Very serious marine casualty,,"6 nm off Tanjung Pungai, Singapore Strait",,0,,2001
C0003937,1,MERIT (IMO 9197789),MERIT (IMO 9197789): ,Gibraltar (United Kingdom),General Cargo,2001-11-18 00:00:00,,Marine casualty,,Brunsbuttel Roads,,0,,2001
C0003938,1,TASCO ALPHA (IMO 8035673),TASCO ALPHA (IMO 8035673): ,Thailand,Non-ship structures,2001-11-18 00:00:00,,Very serious marine casualty,,South China Sea,,0,,2001
C0003939,1,VINCENZO FLORIO (IMO 9144732),VINCENZO FLORIO (IMO 9144732): ,Italy,Non-ship structures,2001-11-18 00:00:00,,Marine casualty,,"Martello Pier, Naples",,0,,2001
C0003932,1,BANGSRICHOL (IMO 7617199),BANGSRICHOL (IMO 7617199): ,Thailand,General Cargo,2001-11-18 00:00:00,,Very serious marine casualty,,Off Central Quang Ngai,,0,,2001
C0003863,1,MALLA,MALLA: ,Iran (Islamic Republic of),General Cargo,2001-11-18 00:00:00,,Very serious marine casualty,,Persian Gulf,,0,,2001
C0003738,1,NEGO KIM (IMO 8507535),NEGO KIM (IMO 8507535): ,"Hong Kong, China",Bulk Dry,2001-11-18 00:00:00,,Very serious marine casualty,,Off Dampier port,,2,Australia; Unknown,2001
C0003875,1,SAMRA (IMO 5386162),SAMRA (IMO 5386162): ,Unknown,General Cargo,2001-11-17 00:00:00,,Very serious marine casualty,,N. of Cyrysh oil field,,0,,2001
