"SN_WAR_CSNG_INTV_FK","SN_WAR_FK","CSNG_SETTING_BOTM_MD","CSNG_SETTING_TOP_MD"
"-460680","-390877","4398","0"
"-460680","-390877","4478","0"
"-460682","-390877","18478","0"
"-464226","-394671","2300","0"
"-462611","-392776","6000","0"
"-463295","-393550","21048","19879"
"-477862","-409107","5180","0"
"-477864","-409107","8235","5590"
"-477865","-409107","15284","0"
"-479139","-410131","2889","0"
"-478804","-409967","4530","0"
"-479450","-410389","1122","0"
"-479454","-410390","6984","0"
"-479456","-410391","6507","3892"
"-478963","-410065","6512","0"
"-478964","-410065","9066","0"
"-478964","-410065","12402","0"
"-478968","-410065","26708","25189"
"-481915","-412486","819","0"
"-458827","-389215","16950","12700"
"-463729","-393942","12288","9221"
"-456899","-387366","17794","12760"
"-456904","-387367","17794","12760"
"-457371","-387806","21024","12655"
"-457844","-388289","5535","0"
"-458401","-388801","21024","12655"
"-458507","-388908","13130","0"
"-459017","-389339","21024","12655"
"-462034","-392107","8240","0"
"-477610","-408866","15654","11703"
"-477611","-408866","16585","7030"
"-477265","-408653","13404","10810"
"-473396","-405630","7507","0"
"-476090","-407802","17885","0"
"-481469","-412091","5480","0"
"-481472","-412091","14917","10979"
"-464125","-394419","22492","21972"
"-466447","-397415","3800","0"
"-467600","-399071","14235","0"
"-467863","-399362","3037","0"
"-468117","-399683","4510","0"
"-468651","-400308","3037","0"
"-476413","-408056","12750","12342"
"-455335","-386251","5463","5381"
"-455336","-386251","17671","0"
"-459358","-389659","7015","0"
"-460899","-391188","11493","0"
"-460899","-391188","11493","0"
"-460901","-391188","26124","0"
"-460902","-391188","12883","0"
"-466144","-397004","8662","0"
"-466789","-397819","4550","0"
"-460455","-390733","21024","12655"
"-460458","-390734","13130","0"
"-460461","-390736","5535","0"
"-461178","-391385","8300","5132"
"-462157","-392254","21024","12655"
"-462036","-392107","10647","8884"
"-462942","-393099","8187","0"
"-463155","-393378","13388","0"
"-478562","-409771","3012","0"
"-478653","-409841","6512","0"
"-478654","-409841","9066","0"
"-478654","-409841","12402","0"
"-478655","-409841","21542","0"
"-480335","-411159","5180","0"
"-480325","-411147","9626","0"
"-481481","-412101","21284","0"
"-463387","-393600","18769","0"
"-463397","-393603","18769","0"
"-467670","-399117","10368","0"
"-467889","-399367","7287","0"
"-467889","-399367","10402","0"
"-467891","-399367","12736","0"
"-468521","-386547","10864","8554"
"-1250","-909","4464","0"
"-1175","-872","11143","0"
"-1134","-788","1605","0"
"-1287","-958","4902","0"
"-1334","-1017","4500","0"
"-1328","-1006","14287","0"
"16450","65573","13304","13304"
"16458","65640","8026","2875"
"-1367","-1039","1320","0"
"-1288","-959","1205","0"
"-1235","-900","8388","0"
"-1273","-934","6345","0"
"16467","65669","9037","0"
"16475","65701","0","0"
"-1292","-962","1000","0"
"-1293","-962","4000","0"
"-1395","-1059","6311","0"
"-1086","-803","11585","0"
"-1183","-880","9973","8951"
"-1185","-880","14817","11342"
"-1213","-886","9973","8951"
"-1380","-1054","12374","11294"
"16481","65764","0","0"
"16482","65770","1021","0"
"-1421","-1091","900","0"
"-1419","-1090","3142","0"
"-1420","-1090","7478","0"
"-1253","-910","4464","0"
"-1362","-1035","4464","0"
"-1363","-1035","6855","0"
"-896","-617","5135","0"
"-1520","-1173","900","0"
"-1366","-1037","1007","0"
"-1460","-1122","1007","0"
"-1540","-1189","1320","0"
"-1560","-1139","6900","0"
"16524","66152","0","0"
"-1051","-763","1497","0"
"-1132","-841","1010","0"
"-1321","-1003","1010","0"
"-1036","-748","500","0"
"-1138","-846","10810","0"
"-1139","-846","14600","0"
"-1336","-1020","6425","0"
"-1346","-1023","500","0"
"-1346","-1023","6425","0"
"16526","66200","9046","6745"
"-1283","-901","7800","0"
"16528","66240","3021","1947"
"-1620","-1261","4612","0"
"-1826","-1433","810","0"
"16532","66292","1029","0"
"16534","66295","10835","0"
"-1751","-1394","1001","0"
"-1821","-1429","4020","0"
"-1818","-1426","4500","0"
"-1679","-1318","1605","0"
"16535","66298","0","0"
"-1907","-1498","1016","0"
"-1662","-1294","9219","5522"
"-1909","-1409","11169","0"
"16557","66422","7665","7665"
"-1833","-1445","16095","0"
"-1834","-1445","17237","15816"
"-1823","-1430","4578","0"
"-1694","-1279","15494","13294"
"-1747","-1391","2250","0"
"-1807","-1419","2890","0"
"-1940","-1535","6753","0"
"-1936","-1534","1007","0"
"-1933","-1530","2890","0"
"-1666","-1303","8116","0"
"16568","66557","3605","1121"
"-1615","-1241","4000","0"
"-1727","-1371","1000","0"
"-1608","-1230","1510","0"
"-2025","-1585","4191","0"
"-2027","-1590","5429","0"
"-2045","-1596","5429","0"
"-1029","-740","7154","0"
"-1319","-1002","4765","0"
"-1501","-1164","7154","0"
"-1059","-767","1510","0"
"-1060","-767","4497","0"
"-2062","-1610","8367","0"
"-1602","-1216","6940","0"
"-1932","-1526","6940","0"
"-1945","-1540","1492","0"
"-2080","-1633","10477","6937"
"-2083","-1552","4000","0"
"16576","66677","10028","0"
"-2210","-1723","1020","0"
"-2212","-1723","13840","0"
"-2117","-1657","6488","0"
"-2117","-1657","16095","0"
"16585","66732","13025","9803"
"-2207","-1720","10558","4291"
"-2281","-1778","13840","0"
"-1847","-1354","4003","0"
"-2219","-1729","4450","0"
"-2147","-1677","6000","0"
"16602","66838","9500","9500"
"-2127","-1665","810","0"
"-2224","-1730","1492","0"
"-2156","-1685","13050","8665"
"-2085","-1634","11294","9009"
"-2087","-1634","21195","0"
"-2088","-1634","22990","19879"
"-2089","-1634","25858","22594"
"-2423","-1883","9973","8951"
"-2424","-1883","11294","9009"
"-2278","-1776","12935","4555"
"-2376","-1840","13455","4555"
"-2149","-1680","1001","0"
"-2415","-1880","6753","0"
"-2416","-1880","8176","6300"
"16611","66924","15625","10271"
"-2379","-1841","7910","0"
"-2487","-1913","7396","6650"
"-2488","-1913","12935","4555"
"-2257","-1769","8108","0"
"-2357","-1835","1107","0"
"-2441","-1891","1421","0"
"-2213","-1724","5468","5094"
"-2470","-1901","15310","13545"
"16620","67069","6505","0"
"16623","67088","780","0"
"-2390","-1855","5468","5094"
"-2391","-1855","7804","5095"
"-2455","-1896","1005","0"
"-2402","-1869","1931","0"
"-2252","-1758","2250","0"
"-2481","-1910","11282","7103"
"-2327","-1796","4003","0"
"-2468","-1902","4003","0"
"-2398","-1866","4500","0"
"16628","67109","1522","0"
"16629","67111","14160","12801"
"-2580","-1991","500","0"
"-2339","-1809","4505","0"
"-2343","-1810","4505","0"
"16630","67133","4535","0"
"16632","67134","3942","1319"
"16636","67139","7290","0"
"16647","67179","707","0"
"-2692","-2061","365","0"
"-2654","-2031","10851","0"
"16654","67247","9553","0"
"-2609","-2013","4003","0"
"-2515","-1928","10900","0"
"-2502","-1922","1605","0"
"16657","67256","9561","0"
"-2492","-1915","14245","12131"
"-2318","-1792","12530","0"
"-2647","-2030","1510","0"
"-2808","-2158","5726","0"
"-2869","-2190","1421","0"
"-2641","-2027","14245","12131"
"-2673","-2050","6687","0"
"-2793","-2140","4955","0"
"-2849","-2181","21764","17957"
"-2665","-2036","17847","0"
"-2879","-2199","4474","0"
"-2880","-2199","14642","0"
"-2901","-2210","1510","0"
"-2636","-2021","13802","12732"
"-2857","-2185","1025","0"
"-2838","-2179","5210","0"
"-2840","-2179","7231","4943"
"-2709","-2076","1107","0"
"-2889","-2203","5212","0"
"-2737","-2094","1605","0"
"-2750","-2070","6162","5066"
"-2962","-2264","10477","6937"
"-3033","-2316","4789","0"
"-3034","-2316","10754","4414"
"-2910","-2213","1605","0"
"-3041","-2317","19031","4304"
"-3037","-2317","10587","5804"
"-3027","-2315","1020","0"
"-2915","-2215","4505","0"
"-2964","-2265","2890","0"
"-2969","-2265","7229","4873"
"-3061","-2360","1014","0"
"-3155","-2424","365","0"
"-3159","-2424","14090","11158"
"-3075","-2367","14245","12131"
"-3076","-2367","15790","0"
"-3221","-2460","5320","0"
"-3260","-2478","15310","13545"
"16705","67620","1013","0"
"-3270","-2486","1931","0"
"-3336","-2547","4020","0"
"-3337","-2547","9815","0"
"-3320","-2540","9996","0"
"-3321","-2540","12349","9806"
"-3302","-2524","797","0"
"16708","67649","2200","0"
"-3069","-2362","1605","0"
"-37796","-26628","5213","0"
"-37911","-26687","812","0"
"-37941","-26723","1199","0"
"-37672","-26541","10965","9110"
"-38031","-26809","6914","0"
"-38034","-26809","22368","18425"
"-37079","-26072","15162","13713"
"-37396","-26334","813","0"
"-37531","-26441","4100","0"
"-37947","-26726","26579","25139"
"-36914","-25968","5238","1934"
"-36915","-25968","8805","0"
"-36916","-25968","12340","9486"
"-37551","-26461","3637","0"
"-36816","-25919","12634","4710"
"-38062","-26864","7805","0"
"-38063","-26864","14858","0"
"-37747","-26593","5508","0"
"-37748","-26593","16878","0"
"-37560","-26464","1133","0"
"-37466","-26407","820","0"
"-37480","-26411","11930","0"
"-37574","-26467","4501","0"
"-37650","-26501","1210","0"
"-37651","-26501","3600","0"
"-37709","-26550","15605","0"
"-37730","-26580","5238","1934"
"-37732","-26580","12340","9486"
"-38126","-26914","1004","0"
"-38127","-26914","4470","0"
"-37906","-26685","1221","0"
"-37909","-26685","10868","8861"
"-38265","-27029","810","0"
"-38304","-27051","10965","9110"
"-38451","-27176","4505","0"
"-38454","-27176","16677","12748"
"-37933","-26709","12010","9994"
"-38385","-27105","7970","5440"
"-38386","-27105","10498","0"
"-38509","-27198","8251","0"
"-38349","-27084","5291","0"
"-38352","-27084","15823","9411"
"-38353","-27084","18570","10943"
"-38353","-27084","10943","10800"
"-38401","-27125","11282","7103"
"-37839","-26646","16113","10711"
"-38161","-26954","5770","0"
"-38163","-26954","8455","0"
"-38264","-27024","12138","0"
"-38610","-27257","9302","0"
"-38226","-27007","11558","0"
"-38105","-26888","5456","3891"
"-38108","-26888","13923","0"
"-37855","-26652","4025","0"
"-37857","-26652","8506","0"
"-38536","-27215","25840","0"
"-38537","-27215","29180","25480"
"-38269","-27030","8300","0"
"-38449","-27175","8375","0"
"-37950","-26729","4342","0"
"-38684","-27316","5508","0"
"-36871","-25946","19092","9494"
"-38768","-27398","4970","0"
"-38548","-27225","4013","0"
"-38550","-27227","4013","0"
"-38572","-27245","5322","0"
"-38575","-27245","7300","0"
"-38576","-27245","6335","0"
"-38576","-27245","6377","0"
"-38577","-27245","19092","9494"
"-38614","-27259","5024","0"
"-38615","-27259","5322","0"
"-38619","-27259","9884","0"
"-38619","-27259","6711","0"
"-38619","-27259","6503","0"
"-38804","-27414","5778","0"
"-38805","-27414","8506","0"
"-38801","-27413","1210","0"
"-39004","-27539","810","0"
"-39005","-27539","4720","0"
"-37981","-26768","15834","9959"
"-39117","-27590","2015","0"
"-38739","-27353","4433","0"
"-38857","-27454","25673","16458"
"-38872","-27459","5322","0"
"-38876","-27459","6711","0"
"-38876","-27459","6503","0"
"-38345","-27082","4016","0"
"-38346","-27082","5498","2415"
"-37848","-26650","6710","0"
"-38678","-27294","1017","0"
"-39231","-27675","8196","0"
"-38463","-27181","12340","9486"
"-38723","-27327","4380","0"
"-39380","-27778","7316","0"
"-38781","-27408","4139","2776"
"-38317","-27065","13718","0"
"-38894","-27479","4560","0"
"-38896","-27479","6342","0"
"-38344","-27080","5621","0"
"-38307","-27055","1099","0"
"-39096","-27579","3020","0"
"-39177","-27634","8455","0"
"-39049","-27559","817","0"
"-39101","-27581","1007","0"
"-39512","-27882","3511","0"
"-38814","-27418","2318","0"
"-39402","-27792","807","0"
"-39387","-27780","820","0"
"-38115","-26904","9722","0"
"-38117","-26904","11773","10654"
"-38286","-27045","9411","0"
"-38287","-27045","15605","0"
"-39768","-28073","4955","0"
"-39771","-28073","25840","0"
"-39811","-28113","1525","0"
"-39842","-28146","6428","0"
"-39953","-28231","1199","0"
"-38491","-27190","20003","0"
"-39934","-28222","4496","0"
"-38510","-27200","12106","0"
"-39094","-27576","11091","0"
"-39469","-27876","1007","0"
"-39794","-28085","3947","0"
"-39795","-28085","13343","12200"
"-39796","-28085","16049","11982"
"-39804","-28091","13343","12200"
"-39974","-28245","8020","0"
"-39672","-27993","795","0"
"-38559","-27230","805","0"
"-38560","-27230","4010","0"
"-39788","-28082","1194","0"
"-39708","-28022","6006","0"
"-39710","-28022","10890","9481"
"-38842","-27426","4147","0"
"-38843","-27426","6297","3077"
"-39421","-27822","3077","0"
"-39422","-27822","6297","3077"
"-40149","-28393","6485","0"
"-39939","-28223","9858","8805"
"-39416","-27817","12172","3565"
"-40027","-28316","5508","0"
"-40029","-28316","18395","16584"
"-40163","-28397","807","0"
"-39674","-27994","1590","0"
"-39375","-27776","1210","0"
"-39401","-27776","8789","0"
"-39630","-27954","9500","7069"
"-39213","-27657","4956","0"
"-38551","-27228","1198","0"
"-40278","-28248","4544","0"
"-38394","-27118","20590","12309"
"-38395","-27118","24236","19329"
"-40331","-28518","22068","0"
"-39916","-28207","9300","0"
"-40351","-28526","13546","0"
"-40230","-28454","6428","0"
"-39989","-28271","12598","9580"
"-39968","-28241","5694","0"
"-39868","-28172","15834","9959"
"-40150","-28394","6710","0"
"-40007","-28290","915","0"
"-40514","-28743","10393","0"
"-39582","-27924","4033","0"
"-40189","-28416","990","0"
"-39912","-28204","910","0"
"-39914","-28204","8086","0"
"-40206","-28411","1028","285"
"-40319","-28511","14183","9980"
"-40605","-28820","6300","0"
"-40606","-28820","8020","0"
"-40607","-28820","9330","7671"
"-40430","-28584","8300","0"
"-40542","-28768","16118","6400"
"-40490","-28723","8375","0"
"-40515","-28736","13315","11517"
"-40501","-28736","4465","0"
"-40502","-28736","11930","0"
"-40016","-28306","8845","0"
"-40198","-28425","6297","3077"
"-40569","-28781","3600","0"
"-446915","-379656","14450","0"
"-450346","-382000","28410","24342"
"-450487","-382067","18516","0"
"-450470","-382044","25521","18654"
"-450472","-382044","17969","0"
"-442143","-377230","8774","0"
"-445799","-378863","12615","0"
"-446145","-379087","19860","19174"
"-446146","-379087","21402","17543"
"-446239","-379115","13107","0"
"-447939","-380425","5535","0"
"-448451","-380812","16422","0"
"-447331","-380003","24500","19579"
"-447637","-380219","10100","0"
"-448048","-380485","24500","19579"
"-447502","-380100","8896","2718"
"-447502","-380100","9696","2718"
"-447565","-380186","2718","0"
"-447567","-380186","8896","2718"
"-457525","-388031","6132","0"
"-457526","-388031","7734","0"
"-457527","-388031","12190","7531"
"-466761","-397752","11550","8909"
"-467030","-398200","3891","0"
"-467032","-398200","12800","0"
"-467027","-398199","12277","0"
"-467028","-398199","18607","11908"
"-467087","-398282","4415","0"
"-469583","-401583","860","0"
"-473930","-406056","6428","0"
"-474026","-406108","6501","0"
"-474027","-406108","8596","6001"
"-474025","-406108","3805","0"
"-474050","-406108","14647","0"
"-473913","-405972","11176","0"
"-480463","-411193","25245","22629"
"-480829","-411593","24039","0"
"-480829","-411593","22758","10143"
"-480707","-411515","23173","0"
"-480728","-411515","29398","0"
"-482393","-412905","1015","0"
"-456629","-387206","14010","0"
"-455381","-386304","9056","0"
"-457933","-388365","13754","0"
"-464023","-394338","3525","0"
"-461008","-391279","16091","0"
"-465525","-396320","5135","0"
"-467872","-399316","17976","0"
"-467872","-399316","19954","17976"
"-470327","-402491","7030","0"
"-470266","-402423","13512","0"
"-470266","-402423","24830","0"
"-470266","-402423","25383","0"
"-469926","-402083","24692","21030"
"-470010","-402084","15916","0"
"-470043","-402103","12483","0"
"-470044","-402103","17750","12025"
"-470046","-402103","24692","21030"
"-473567","-405840","7678","0"
"-473567","-405840","28685","0"
"-473765","-405953","24308","0"
"-473768","-405954","2023","0"
"-457178","-387652","13439","0"
"-457180","-387652","13479","0"
"-457180","-387652","20411","0"
"-457870","-388281","7599","0"
"-457878","-388283","7293","0"
"-457878","-388283","7599","0"
"-457881","-388283","24789","0"
"-457881","-388283","26364","25304"
"-457882","-388284","7293","0"
"-457885","-388284","26408","0"
