,Record Type,API Well Number,Paleo Report ID Number,Total Number of Reports for API,Measured Depth,True Vertical Depth,Definite/Possible,At/In,Paleo Age,Definite/Possible,At/In,Ecozone
3904,P,608154001700,3,3,4960,4960,DEF,AT,Middle Eocene (Lutetian) Discoaster sublodoensis,DEF,AT,
3905,P,608154001700,3,3,4990,4990,DEF,AT,Middle Eocene (Lutetian) Discoaster lodoensis,DEF,AT,
3906,P,608154001700,3,3,5230,5230,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus contortus,DEF,AT,
3907,P,608154001700,3,3,5710,5709,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
3908,P,608154001700,3,3,5770,5769,DEF,AT,Upper Paleocene (Thanetian) Heliolithus kleinpellii,DEF,AT,
3909,P,608154001700,3,3,5800,5799,DEF,AT,Upper Paleocene (Selandian) Cruciplacolithus tenuis increase,DEF,AT,
3910,P,177254069700,1,1,16720,16595,DEF,AT,Oligocene,DEF,AT,
3911,P,177254062000,3,2,19369,19363,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
3912,P,177254062000,3,2,19370,19364,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
3913,P,177254032500,1,2,13909,13904,DEF,AT,Middle Eocene (Bartonian) Acarinina spinuloinflata,DEF,AT,6.0
3914,P,177254032500,1,2,13910,13905,DEF,AT,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,AT,6.0
3915,P,177254060900,1,1,13030,13016,DEF,AT,Oligocene,DEF,AT,
3916,P,177254060900,1,1,13390,13375,DEF,AT,Eocene,DEF,AT,
3917,P,177254060900,1,1,13450,13435,DEF,AT,Paleocene,DEF,AT,
3918,P,177254072601,1,1,18490,15345,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima nana,DEF,AT,5.0
3919,P,177254072601,1,1,18550,15385,DEF,IN,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,IN,5.0
3920,P,177254072601,1,1,18640,15444,DEF,IN,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,IN,5.0
3921,P,177254072601,1,1,18670,15463,DEF,AT,Lower Eocene (Ypresian) Morozovella quetra,DEF,AT,5.0
3922,P,177254072601,1,1,18700,15483,DEF,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,AT,5.0
3923,P,177254072601,1,1,18910,15611,DEF,AT,Lower Paleocene (Danian) Parasubbotina pseudobulloides,DEF,AT,5.0
3924,P,177254072601,1,1,19000,15662,DEF,AT,Lower Paleocene (Danian) Praemurica inconstans,DEF,AT,5.0
3925,P,177244026900,1,4,7860,7860,DEF,AT,Oligocene Vicksburg Group/Provincial Stage,DEF,AT,4.0
3926,P,177244026900,1,4,8400,8400,DEF,AT,Lower (Early) Eocene,DEF,AT,4.0
3927,P,177244026900,2,4,7110,7110,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,
3928,P,177244026900,3,4,7560,7560,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,
3929,P,177244026900,3,4,7620,7620,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,
3930,P,177244026900,3,4,7920,7920,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,AT,
3931,P,177244026900,3,4,7980,7980,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides rohri,DEF,AT,
3932,P,177244026900,3,4,8010,8010,DEF,AT,Middle Eocene (Bartonian) Orbulinoides beckmanni,DEF,AT,
3933,P,177244026900,3,4,8220,8220,DEF,AT,Middle Eocene (Lutetian) Morozovella aragonensis,DEF,AT,
3934,P,177244026900,3,4,8400,8400,DEF,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,DEF,AT,
3935,P,177244026900,3,4,8699,8699,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,
3936,P,177244026900,3,4,8700,8700,DEF,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,AT,
3937,P,177244026900,3,4,8720,8720,DEF,AT,Upper Paleocene (Selandian) Igorina pusilla pusilla,DEF,AT,
3938,P,177244026900,3,4,8820,8820,DEF,AT,Upper Paleocene (Thanetian) Morozovella angulata,DEF,AT,
3939,P,177244067600,1,1,7830,0,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
3940,P,177244067600,1,1,8160,0,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
3941,P,177242000700,1,1,9620,0,DEF,AT,Upper Oligocene (Chattian) Globigerina angulisuturalis,DEF,AT,6.0
3942,P,177242000700,1,1,9740,0,DEF,AT,Upper Oligocene (Chattian) Cibicides hazzardi,DEF,AT,6.0
3943,P,177242000700,1,1,9920,0,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,6.0
3944,P,177242000700,1,1,9980,0,DEF,AT,Lower Oligocene (Rupelian) Nodosaria blanpiedi,DEF,AT,6.0
3945,P,177242000700,1,1,10430,0,DEF,AT,Lower Oligocene (Rupelian) Loxostoma B,DEF,AT,6.0
3946,P,177242000700,1,1,10700,0,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,6.0
3947,P,177242000700,1,1,11030,0,DEF,AT,Lower Paleocene (Danian) Vaginulina longiforma,DEF,AT,6.0
3948,P,177242000700,1,1,11180,0,DEF,AT,Lower Paleocene (Danian) Vaginulina longiforma,DEF,AT,6.0
3949,P,177242000700,1,1,11360,0,DEF,AT,Lower Paleocene (Danian) Vaginulina midwayensis,DEF,AT,6.0
3950,P,177244084700,2,2,14590,0,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,6.0
3951,P,177244084700,2,2,14650,0,DEF,IN,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,IN,6.0
3952,P,177244084700,2,2,14740,0,POS,AT,Middle Eocene (Bartonian) Acarinina bullbrooki,POS,AT,6.0
3953,P,177244084700,2,2,14770,0,POS,AT,Middle Eocene (Bartonian) Orbulinoides beckmanni,POS,AT,6.0
3954,P,177244084700,2,2,14791,0,POS,AT,Middle Eocene Cook Mountain Formation,POS,AT,6.0
3955,P,177244084700,3,2,14560,0,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,
3956,P,177244084700,3,2,14620,0,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera compacta,DEF,AT,
3957,P,177244084700,3,2,14621,0,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
3958,P,177244084700,3,2,14650,0,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
3959,P,177244084700,3,2,14740,0,DEF,AT,Middle Eocene (Bartonian) Pemma balium,DEF,AT,
3960,P,177244032900,2,2,14180,14178,DEF,IN,Lower (Early) Eocene,DEF,IN,4.0
3961,P,177244032900,3,2,14000,13998,DEF,IN,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,IN,5.0
3962,P,177244032900,3,2,14130,14128,DEF,AT,Middle Eocene (Bartonian) Orbulinoides beckmanni,DEF,AT,5.0
3963,P,177244032900,3,2,14179,14177,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,5.0
3964,P,177244032900,3,2,14180,14178,DEF,AT,Lower Eocene (Ypresian) Morozovella aequa,DEF,AT,5.0
3965,P,177244032900,3,2,14220,14218,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,5.0
3966,P,177244032900,3,2,14250,14248,POS,AT,Lower Eocene (Ypresian) Rzehakina epigona,POS,AT,5.0
3967,P,177244068200,1,2,8520,8518,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
3968,P,177244068200,1,2,8550,8548,DEF,AT,Middle Eocene (Bartonian) Acarinina spinuloinflata,DEF,AT,5.0
3969,P,177244068200,1,2,8580,8578,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,5.0
3970,P,177244068200,2,2,8520,8518,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
3971,P,177244068200,2,2,8550,8548,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
3972,P,177244039600,1,1,12050,12049,DEF,AT,Upper (Late) Eocene,DEF,AT,
3973,P,177244039600,1,1,12480,12479,DEF,AT,Upper (Late) Paleocene,DEF,AT,
3974,P,177244008400,1,1,7610,0,DEF,AT,Oligocene,DEF,AT,
3975,P,177244008400,1,1,7850,0,DEF,AT,Eocene,DEF,AT,
3976,P,177244006800,1,1,7620,0,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,4.0
3977,P,177244006800,1,1,7680,0,DEF,AT,Upper Oligocene (Chattian) Globigerina sellii,DEF,AT,4.0
3978,P,177244006800,1,1,7710,0,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,4.0
3979,P,177244006800,1,1,7770,0,DEF,AT,Lower Oligocene (Rupelian) Turborotalia increbescens,DEF,AT,4.0
3980,P,177244006800,1,1,7800,0,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka mexicana,DEF,AT,4.0
3981,P,177244006800,1,1,7950,0,DEF,IN,Middle Eocene (Bartonian) Acarinina spinuloinflata,DEF,IN,3.0
3982,P,177244006800,1,1,8059,0,DEF,IN,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,IN,3.0
3983,P,177244006800,1,1,8060,0,DEF,IN,Middle Eocene (Bartonian) Radiolarian acme A,DEF,IN,3.0
3984,P,177244006800,1,1,8088,0,DEF,IN,Middle Eocene (Lutetian) Igorina broedermanni,DEF,IN,3.0
3985,P,177244006800,1,1,8089,0,DEF,IN,Lower Eocene (Ypresian) Morozovella rex / subbotinae,DEF,IN,3.0
3986,P,177244006800,1,1,8090,0,DEF,IN,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,IN,3.0
3987,P,177244006800,1,1,8130,0,DEF,IN,Middle Eocene (Lutetian) Morozovella aragonensis,DEF,IN,3.0
3988,P,177244006800,1,1,8240,0,POS,IN,Lower Eocene (Ypresian) Morozovella formosa formosa,POS,IN,3.0
3989,P,177244006800,1,1,8360,0,DEF,IN,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,IN,3.0
3990,P,177244006800,1,1,8370,0,DEF,IN,Lower Eocene (Ypresian) Morozovella acuta,DEF,IN,3.0
3991,P,177244006800,1,1,8510,0,DEF,IN,Lower Eocene (Ypresian) Morozovella aequa,DEF,IN,3.0
3992,P,177244006800,1,1,8598,0,DEF,IN,Lower Eocene (Ypresian) Radiolarian acme C,DEF,IN,3.0
3993,P,177244006800,1,1,8650,0,DEF,IN,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,IN,3.0
3994,P,177244006800,1,1,8669,0,DEF,IN,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,IN,3.0
3995,P,177244006800,1,1,8670,0,DEF,IN,Upper Paleocene (Thanetian) Acarinina mckannai,DEF,IN,3.0
3996,P,177244006800,1,1,8678,0,DEF,IN,Upper Paleocene (Thanetian) Morozovella angulata,DEF,IN,3.0
3997,P,177244006800,1,1,8679,0,DEF,IN,Upper Paleocene (Thanetian) Subbotina triloculinoides,DEF,IN,3.0
3998,P,177244006800,1,1,8680,0,DEF,IN,Upper Paleocene (Selandian) Igorina pusilla pusilla,DEF,IN,3.0
3999,P,177244006800,1,1,8739,0,DEF,IN,Upper Paleocene (Selandian) Planorotalites compressa,DEF,IN,3.0
4000,P,177244006800,1,1,8740,0,DEF,IN,Lower Paleocene (Danian) Parasubbotina pseudobulloides,DEF,IN,3.0
4001,P,177244006800,1,1,8790,0,DEF,IN,Lower Paleocene (Danian) Praemurica trinidadensis,DEF,IN,3.0
4002,P,177244006800,1,1,8829,0,DEF,IN,Lower Paleocene (Danian) Praemurica uncinata,DEF,IN,3.0
4003,P,177244006800,1,1,8830,0,DEF,IN,Lower Paleocene (Danian) Praemurica trinidadensis,DEF,IN,3.0
4004,P,177244006300,2,2,7940,0,DEF,AT,Lower Oligocene (Rupelian) Bolivina mexicana,DEF,AT,5.0
4005,P,177244006300,2,2,8000,0,DEF,AT,Middle Eocene (Lutetian) Igorina broedermanni,DEF,AT,3.0
4006,P,177244006300,2,2,8060,0,DEF,AT,Lower Eocene (Ypresian) Acarinina soldadoensis,DEF,AT,3.0
4007,P,177244006300,2,2,8240,0,POS,AT,Lower Paleocene (Danian) Vaginulina longiforma,POS,AT,3.0
4008,P,177244006300,2,2,8300,0,POS,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,POS,AT,3.0
4009,P,177244006300,2,2,8420,0,POS,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,POS,AT,3.0
4010,P,177244006300,2,2,8480,0,POS,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,POS,AT,3.0
4011,P,177244006300,2,2,8540,0,POS,AT,Upper Paleocene (Thanetian) Morozovella angulata,POS,AT,3.0
4012,P,177244006300,2,2,8700,0,POS,AT,Lower Paleocene (Danian) Praemurica uncinata,POS,AT,3.0
4013,P,177244006300,2,2,8785,0,POS,AT,Lower Paleocene (Danian) Praemurica trinidadensis,POS,AT,3.0
4014,P,177244006300,2,2,8939,0,DEF,AT,Lower Paleocene (Danian) Praemurica trinidadensis,DEF,AT,4.0
4015,P,177244006300,2,2,9005,0,DEF,AT,Lower Paleocene (Danian) Globocontusa daubjergensis,DEF,AT,4.0
4016,P,177244006300,3,2,7850,0,DEF,AT,Lower Oligocene (Rupelian) Bolivina mexicana,DEF,AT,6.0
4017,P,177244006300,3,2,7970,0,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
4018,P,177244006300,3,2,8000,0,DEF,AT,Middle Eocene (Bartonian) Acarinina spinuloinflata,DEF,AT,5.0
4019,P,177244006300,3,2,8001,0,DEF,AT,Middle Eocene (Bartonian) Morozovella lehneri,DEF,AT,5.0
4020,P,177244006300,3,2,8270,0,DEF,AT,Middle Eocene (Lutetian) Morozovella aragonensis,DEF,AT,5.0
4021,P,177244006300,3,2,8570,0,DEF,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,DEF,AT,5.0
4022,P,177244006300,3,2,8780,0,DEF,AT,Upper Paleocene (Selandian) Igorina pusilla pusilla,DEF,AT,5.0
4023,P,177244006300,3,2,8924,0,DEF,AT,Lower Paleocene (Danian) Praemurica uncinata,DEF,AT,3.0
4024,P,177244008500,1,1,9650,9645,DEF,AT,Oligocene,DEF,AT,
4025,P,177244008500,1,1,9710,9705,DEF,AT,Paleocene,DEF,AT,
4026,P,177242001800,1,2,7480,0,DEF,AT,Oligocene,DEF,AT,
4027,P,177242001800,1,2,7730,0,DEF,AT,Middle Eocene,DEF,AT,
4028,P,177242001800,1,2,8106,0,DEF,AT,Lower (Early) Eocene,DEF,AT,
4029,P,177242001800,1,2,8461,0,DEF,AT,Paleocene,DEF,AT,
4030,P,177242001800,2,2,7640,0,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,
4031,P,177242001800,2,2,8461,0,DEF,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,AT,
4032,P,177242002700,1,1,7966,7698,DEF,AT,Oligocene,DEF,AT,
4033,P,177242002700,1,1,8023,7753,DEF,AT,Middle Eocene,DEF,AT,
4034,P,177242002700,1,1,8503,8216,DEF,AT,Lower (Early) Eocene,DEF,AT,
4035,P,177242002700,1,1,8811,8513,DEF,AT,Paleocene,DEF,AT,
4036,P,177242012700,1,1,8090,0,DEF,AT,Oligocene Frio Formation/Provincial Stage,DEF,AT,
4037,P,177242012700,1,1,8150,0,DEF,AT,Middle Eocene,DEF,AT,
4038,P,177242012700,1,1,8680,0,DEF,AT,Lower (Early) Eocene,DEF,AT,
4039,P,177242012700,1,1,8740,0,DEF,AT,Paleocene,DEF,AT,
4040,P,177242013300,1,1,8261,0,DEF,AT,Middle Eocene,DEF,AT,
4041,P,177242013300,1,1,8503,0,DEF,AT,Lower (Early) Eocene,DEF,AT,
4042,P,177242013300,1,1,8570,0,DEF,AT,Paleocene,DEF,AT,
4043,P,177244005400,1,3,7441,0,DEF,AT,Lower Oligocene (Rupelian) Anomalina bilateralis,DEF,AT,4.0
4044,P,177244005400,1,3,7590,0,DEF,IN,Lower Oligocene (Rupelian) Cibicides pippeni,DEF,IN,4.0
4045,P,177244005400,1,3,7770,0,DEF,IN,Upper Eocene (Priabonian) Globigerinatheka tropicalis,DEF,IN,4.0
4046,P,177244005400,1,3,7800,0,DEF,IN,Lower Eocene (Ypresian) Acarinina soldadoensis,DEF,IN,4.0
4047,P,177244005400,1,3,7890,0,POS,IN,Lower Eocene (Ypresian) Acarinina wilcoxensis,POS,IN,4.0
4048,P,177244005400,1,3,8050,0,POS,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,POS,AT,3.0
4049,P,177244005400,1,3,8360,0,DEF,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,AT,3.0
4050,P,177244005400,1,3,8430,0,DEF,IN,Upper Paleocene (Thanetian) Morozovella angulata,DEF,IN,3.0
4051,P,177244005400,1,3,8431,0,DEF,IN,Lower Paleocene (Danian) Praemurica uncinata,DEF,IN,3.0
4052,P,177244005400,1,3,8500,0,DEF,AT,Lower Paleocene (Danian) Vaginulina longiforma,DEF,AT,4.0
4053,P,177244005400,1,3,8570,0,DEF,AT,Lower Paleocene (Danian) Praemurica uncinata,DEF,AT,4.0
4054,P,177244005400,1,3,8590,0,DEF,AT,Lower Paleocene (Danian) Praemurica trinidadensis,DEF,AT,4.0
4055,P,177244005400,1,3,8600,0,DEF,AT,Lower Paleocene (Danian) Praemurica trinidadensis,DEF,AT,4.0
4056,P,177244005400,2,3,7590,0,DEF,IN,Oligocene Anahuac Formation/Provincial Stage,DEF,IN,4.0
4057,P,177244005400,2,3,7620,0,DEF,IN,Oligocene Frio Formation/Provincial Stage,DEF,IN,4.0
4058,P,177244005400,2,3,7710,0,DEF,IN,Upper (Late) Eocene,DEF,IN,4.0
4059,P,177244005400,2,3,7720,0,DEF,IN,Middle Eocene,DEF,IN,4.0
4060,P,177244005400,2,3,8420,0,DEF,IN,Lower (Early) Eocene,DEF,IN,4.0
4061,P,177244005400,2,3,8480,0,DEF,IN,Upper (Late) Paleocene,DEF,IN,4.0
4062,P,177244005400,2,3,8570,0,DEF,IN,Lower (Early) Paleocene,DEF,IN,4.0
4063,P,177244005400,2,3,8630,0,DEF,IN,Lower Paleocene Danian Stage,DEF,IN,4.0
4064,P,177244005400,3,3,7588,0,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,6.0
4065,P,177244005400,3,3,7589,0,DEF,AT,Lower Oligocene (Rupelian) Anomalina bilateralis,DEF,AT,6.0
4066,P,177244005400,3,3,7590,0,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,6.0
4067,P,177244005400,3,3,7650,0,DEF,AT,Lower Oligocene (Rupelian) Turborotalia increbescens,DEF,AT,6.0
4068,P,177244005400,3,3,7710,0,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,6.0
4069,P,177244005400,3,3,7767,0,DEF,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,AT,6.0
4070,P,177244005400,3,3,7768,0,DEF,AT,Middle Eocene (Bartonian) Morozovella lehneri,DEF,AT,6.0
4071,P,177244005400,3,3,7769,0,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,AT,6.0
4072,P,177244005400,3,3,7770,0,DEF,AT,Middle Eocene (Bartonian) Orbulinoides beckmanni,DEF,AT,6.0
4073,P,177244005400,3,3,7890,0,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,5.0
4074,P,177244005400,3,3,8160,0,DEF,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,DEF,AT,5.0
4075,P,177244005400,3,3,8439,0,DEF,AT,Lower Eocene (Ypresian) Morozovella acuta,DEF,AT,5.0
4076,P,177244005400,3,3,8440,0,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,5.0
4077,P,177244005400,3,3,8500,0,DEF,AT,Upper Paleocene (Selandian) Igorina pusilla pusilla,DEF,AT,5.0
4078,P,177244005400,3,3,8570,0,DEF,AT,Lower Paleocene (Danian) Parasubbotina pseudobulloides,DEF,AT,5.0
4079,P,177244005400,3,3,8600,0,DEF,AT,Lower Paleocene (Danian) Praemurica uncinata,DEF,AT,5.0
4080,P,177244005400,3,3,8610,0,DEF,AT,Upper Paleocene (Selandian) Planorotalites compressa,DEF,AT,5.0
4081,P,177240012200,1,3,7480,0,DEF,AT,Oligocene,DEF,AT,
4082,P,177240012200,1,3,7690,0,DEF,AT,Eocene,DEF,AT,
4083,P,177240012200,2,3,7690,0,DEF,AT,Middle Eocene (Bartonian) Acarinina spinuloinflata,DEF,AT,
4084,P,177240012200,2,3,7710,0,DEF,AT,Lower Paleocene (Danian) Vaginulina longiforma,DEF,AT,
4085,P,177240012200,2,3,8380,0,DEF,AT,Lower Paleocene (Danian) Praemurica inconstans,DEF,AT,
4086,P,177244040500,2,1,8610,7404,DEF,AT,Upper Oligocene (Chattian) Globigerina sellii,DEF,AT,5.0
4087,P,177244040500,2,1,8670,7456,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima nana,DEF,AT,5.0
4088,P,177244040500,2,1,8790,7561,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
4089,P,177244040500,2,1,8820,7587,DEF,AT,Lower Oligocene (Rupelian) Chiloguembelina cubensis,DEF,AT,5.0
4090,P,177244040500,2,1,8910,7665,DEF,AT,Lower Oligocene (Rupelian) Cibicides pippeni,DEF,AT,5.0
4091,P,177244040500,2,1,8970,7718,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,5.0
4092,P,177244040500,2,1,9000,7744,DEF,AT,Middle Eocene (Bartonian) Morozovella lehneri,DEF,AT,5.0
4093,P,177244040500,2,1,9480,8165,DEF,AT,Middle Eocene (Bartonian) Turborotalia frontosa,DEF,AT,5.0
4094,P,177244040500,2,1,9630,8293,DEF,AT,Middle Eocene (Lutetian) Igorina broedermanni,DEF,AT,5.0
4095,P,177244040500,2,1,9718,8366,DEF,AT,Lower Eocene (Ypresian) Morozovella rex / subbotinae,DEF,AT,5.0
4096,P,177244040500,2,1,9719,8367,DEF,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,DEF,AT,5.0
4097,P,177244040500,2,1,9720,8368,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,5.0
4098,P,177244040500,2,1,9840,8468,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,5.0
4099,P,177244040500,2,1,9927,8540,DEF,AT,Upper Paleocene (Selandian) Igorina pusilla pusilla,DEF,AT,5.0
4100,P,177244040500,2,1,9928,8541,DEF,AT,Lower Paleocene (Danian) Parasubbotina pseudobulloides,DEF,AT,5.0
4101,P,177244040500,2,1,9929,8542,DEF,AT,Lower Paleocene (Danian) Praemurica uncinata,DEF,AT,5.0
4102,P,177244040500,2,1,9930,8543,DEF,AT,Lower Paleocene (Danian) Praemurica inconstans,DEF,AT,5.0
4103,P,177244040500,2,1,10050,8643,DEF,AT,Lower Paleocene (Danian) Praemurica trinidadensis,DEF,AT,5.0
4104,P,177244040800,2,1,7740,7508,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,5.0
4105,P,177244040800,2,1,7770,7538,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima nana,DEF,AT,5.0
4106,P,177244040800,2,1,7800,7567,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
4107,P,177244040800,2,1,7830,7596,DEF,AT,Lower Oligocene (Rupelian) Bolivina mexicana,DEF,AT,5.0
4108,P,177244040800,2,1,7920,7684,DEF,AT,Lower Oligocene (Rupelian) Pseudohastigerina micra,DEF,AT,5.0
4109,P,177244040800,2,1,7950,7713,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,5.0
4110,P,177244040800,2,1,7980,7742,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka tropicalis,DEF,AT,5.0
4111,P,177244040800,2,1,8010,7772,DEF,AT,Middle Eocene (Bartonian) Morozovella lehneri,DEF,AT,5.0
4112,P,177244040800,2,1,8039,7800,DEF,AT,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,AT,5.0
4113,P,177244040800,2,1,8040,7801,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,AT,5.0
4114,P,177244040800,2,1,8310,8066,DEF,AT,Middle Eocene (Bartonian) Turborotalia frontosa,DEF,AT,5.0
4115,P,177244040800,2,1,8430,8184,DEF,AT,Lower Eocene (Ypresian) Morozovella quetra,DEF,AT,5.0
4116,P,177244040800,2,1,8518,8271,DEF,AT,Lower Eocene (Ypresian) Morozovella rex / subbotinae,DEF,AT,5.0
4117,P,177244040800,2,1,8519,8272,DEF,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,DEF,AT,5.0
4118,P,177244040800,2,1,8520,8273,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,5.0
4119,P,177244040800,2,1,8670,8422,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,5.0
4120,P,177244040800,2,1,8728,8479,DEF,AT,Upper Paleocene (Selandian) Igorina pusilla pusilla,DEF,AT,5.0
4121,P,177244040800,2,1,8729,8480,DEF,AT,Lower Paleocene (Danian) Parasubbotina pseudobulloides,DEF,AT,5.0
4122,P,177244040800,2,1,8730,8481,DEF,AT,Lower Paleocene (Danian) Praemurica uncinata,DEF,AT,5.0
4123,P,177244074100,3,2,13969,13956,DEF,IN,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,IN,6.0
4124,P,177244074100,3,2,13970,13957,DEF,IN,Upper Eocene (Priabonian) Globigerinatheka tropicalis,DEF,IN,6.0
4125,P,177244005200,1,1,13430,0,DEF,AT,Upper Eocene (Priabonian) Hantkenina alabamensis,DEF,AT,3.0
4126,P,177244005200,1,1,13470,0,DEF,AT,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,AT,3.0
4127,P,177244005200,1,1,13530,0,POS,AT,Middle Eocene (Bartonian) Acarinina bullbrooki,POS,AT,3.0
4128,P,177244005200,1,1,13570,0,DEF,AT,Lower Eocene (Ypresian) Morozovella aequa,DEF,AT,3.0
4129,P,177244005200,1,1,13740,0,POS,AT,Lower Eocene (Ypresian) Acarinina soldadoensis,POS,AT,3.0
4130,P,177244005200,1,1,13757,0,DEF,AT,Lower Eocene (Ypresian) Acarinina soldadoensis,DEF,AT,3.0
4131,P,177244005200,1,1,13758,0,DEF,AT,Lower Eocene (Ypresian) Morozovella rex / subbotinae,DEF,AT,3.0
4132,P,177244005200,1,1,13759,0,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,3.0
4133,P,177244005200,1,1,13760,0,POS,AT,Lower Eocene (Ypresian) Morozovella aequa,POS,AT,3.0
4134,P,177244005200,1,1,13770,0,POS,AT,Upper Paleocene (Thanetian) Morozovella angulata,POS,AT,3.0
