date,accident_type,activity,activity_name,subactivity,subactivity_name,confidence,match_method
10/2/2002,- Rig damage from Hurricane Lili,DRILL,Drilling,unknown,Unknown,0.35,keyword_match
3/1/2009,- Required Evacuation ,OTHER,Other,unknown,Unknown,0.1,default
6/5/2013,- LTA (>3 days) - Required Evacuation - Dropped Object/LiftboatStandby,PERS,Personnel Safety,struck_by,Struck By,0.95,bsee_accident_type
8/30/2012,- Toppled Well,DRILL,Drilling,unknown,Unknown,0.35,keyword_match
4/23/2006,- Crane,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
1/16/2010,- Required Evacuation - Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/9/2021,- Pollution - Pipeline Leak,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/25/2020,- Compressor Backfired,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
5/3/2025,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
4/22/2008,- Fire - Glycol Reboiler,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/6/2002,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/5/2002,- Fatality - crane,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/23/2020,- RW/JT (>3 days) - Required Evacuation - Cut wrist with knife,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/24/2022,- Required Evacuation - Explosion ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/4/2007,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
12/20/2003,- Collision - Pollution - gas release,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
4/7/2013,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
4/27/2013,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
8/5/2002,- crane accident,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
6/30/2022,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/3/2023,- RW/JT (1-3 days) - Required Evacuation - First Aid,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/24/2005,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/8/2021,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/13/2004,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/23/2007,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/2/2015,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/15/2019,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
2/5/2013,- Blowout,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
9/28/2013,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/15/2006,- LTA (>3 days) - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/21/2019,- Other Injury - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/7/2001,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/30/2002,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/22/2003,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/30/2003,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/29/2003,- H2S Release,ENV,Environmental,gas_release,Gas Release,0.55,keyword_match
12/31/2003,- Explosion ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/14/2006,- Explosion - Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/1/2006,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/14/2006,- H2S,PERS,Personnel Safety,h2s_exposure,H2S Exposure,0.35,keyword_match
7/18/2006,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/5/2006,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/21/2006,- LTA (1-3) days ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/11/2012,- RW/JT (>3 days) - Required Evacuation - Injury to hand/thumb,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/13/2012,- RW/JT (>3 days) - Required Evacuation - Foot Injury,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/29/2016,- Required Muster ,OTHER,Other,unknown,Unknown,0.1,default
9/22/2019,- Explosion - primer ignition,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/26/2025,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/10/2006,- Pollution - Pollution,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/20/2004,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/26/2008,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/8/2003,- Injury - crane accident,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/12/2023,- LTA (>3 days) - Required Evacuation - Pressure Release,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/16/2003,- Explosion - Fire - Injury - Fatality - helicopter crash,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/6/2019,- Collision >$25K - Incident >$25K ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
10/13/2020,- Incident >$25K - Structural Damage - Allision,CONST,Construction and Installation,platform_construction,Platform Construction,0.35,keyword_match
9/2/2003,- Blowout ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
9/11/2003,- Injury - rig collapse,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/18/2006,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/6/2003,- Fire - Injury - Flash Fire,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/12/2006,- Explosion - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/21/2001,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/7/2004,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/9/2003,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/17/2004,- Blowout ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
7/30/2011,- Pollution - Failure of ball valve,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/15/2012,- RW/JT (>3 days) - Required Evacuation - Knee Injury,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/20/2012,- Incident >$25K - Structural Damage ,CONST,Construction and Installation,platform_construction,Platform Construction,0.35,keyword_match
1/25/2009,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/28/2012,- Fire - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/25/2023,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/31/2002,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/23/2003,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/2/2010,- Required Evacuation - Fire - Gas venting from Gas Buster,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/30/2007,- Pollution - Pollution. 2.7 bbls,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/5/2012,- LTA (>3 days) - Required Evacuation - Falling Object,PERS,Personnel Safety,struck_by,Struck By,0.95,bsee_accident_type
7/30/2014,- Other Injury - Required Evacuation - Other Lifting Device ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
12/19/2009,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
1/6/2008,- Other Injury - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/21/2005,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/2/2004,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/28/2010,- RW/JT (>3 days) - LTA (1-3) days - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/18/2001,- Explosion - Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/18/2005,- Explosion - Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/17/2008,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/6/2010,- Shutdown from Gas Release - Required Muster ,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
6/17/2014,- Required Evacuation ,OTHER,Other,unknown,Unknown,0.1,default
10/25/2014,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/23/2014,- Required Evacuation - Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/29/2010,- Pollution - Spill from cut process piping,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/7/2025,- Incident >$25K - Required Muster ,OTHER,Other,unknown,Unknown,0.1,default
3/20/2008,- LTA (>3 days) - Open Hole,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/10/2010,- Explosion - Fire - Incident >$25K - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/21/2015,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/12/2009,- Fire - Fire in AC Evap. Enclosure,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/10/2012,- LTA (>3 days) - Required Evacuation - Crane - Arm Injury due to Fall,PERS,Personnel Safety,fall_from_height,Fall from Height,0.95,bsee_accident_type
10/14/2009,- LTA (>3 days) - Required Evacuation - Fire ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/12/2025,- LTA (>3 days) - Required Evacuation - Incident >$25K - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/31/2013,- Fire - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/17/2002,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/27/2009,- Underwater gas release,ENV,Environmental,gas_release,Gas Release,0.55,keyword_match
9/29/2012,- LTA (>3 days) - Required Evacuation - Finger Injury,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/17/2012,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
4/9/2004,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/28/2007,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/7/2007,- Shutdown from Gas Release - Evacuated 78 people from rig,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
10/31/2007,- LTA (>3 days) - Required Evacuation - FALLING OBJECT,PERS,Personnel Safety,struck_by,Struck By,0.95,bsee_accident_type
8/11/2024,- LTA (>3 days) - Required Evacuation - Explosion - Fire - Incident >$25K - Required Muster ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/3/2023,- LTA (1-3) days - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/27/2013,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/12/2013,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/17/2006,- Crane boom failure,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
3/6/2006,- Explosion - Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/23/2013,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
10/31/2008,- Wellhead Leak,PROD,Production,production_operations,Production Operations,0.55,keyword_match
6/12/2012,- RW/JT (>3 days) - Required Evacuation - Stepping into Open Hole,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/8/2006,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/15/2009,- RW/JT (>3 days) - Required Evacuation - Explosion - Fire ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/5/2012,- Required Evacuation - Incident >$25K - Crane - Boom Winch,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
12/5/2014,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/18/2003,- Collision ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
12/13/2006,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/20/2012,- LTA (>3 days) - Required Evacuation - Open hole,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/21/2003,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/11/2019,- Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
10/7/2019,- RW/JT (1-3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/12/2013,- RW/JT (>3 days) - Required Evacuation - RW/JT Arm Injury,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/31/2004,- Fire - Pollution ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/1/2012,- LTA (>3 days) - Required Evacuation - Back Reaming Injury,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/9/2019,Damaged/Disabled Safety Sys. - Fire - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/25/2018,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
4/11/2006,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/16/2015,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
8/15/2008,- LTA (>3 days) - Required Evacuation - lubricator blew off well.,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/26/2009,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/13/2014,- LTA (>3 days) - Required Evacuation - Fire ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/19/2015,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/20/2002,- Explosion - Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/2/2008,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/13/2008,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/7/2021,- Man Overboard,OTHER,Other,unknown,Unknown,0.1,default
7/21/2012,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
12/16/2012,- LTA (1-3) days - Required Evacuation - Head Injury,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/13/2014,- Pollution - Chemical Release,ENV,Environmental,chemical_release,Chemical Release,0.95,bsee_accident_type
4/10/2013,- Other,OTHER,Other,unknown,Unknown,0.1,default
1/30/2014,- Well control,DRILL,Drilling,well_control,Well Control,0.55,keyword_match
7/31/2011,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
4/18/2014,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/1/2019,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/24/2022,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
4/4/2024,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/10/2020,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
3/21/2009,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/29/2012,- LTA (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/8/2014,- Required Evacuation - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
12/16/2002,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/26/2008,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/2/2010,- Fire - Incident >$25K - Required Muster - Platform abandoned,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/21/2010,- Explosion - Pollution - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/1/2012,- Structural Damage - Required Muster ,CONST,Construction and Installation,platform_construction,Platform Construction,0.35,keyword_match
8/8/2007,- RW/JT (>3 days) - Required Evacuation - Fire - Pollution ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/13/2001,- Injury - Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/14/2017,- LTA (1-3) days - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/26/2005,- Fire - Pollution ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/6/2018,- RW/JT (1-3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/7/2018,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
