incident_id,date,vessel_name,description,fatalities,location,source,injuries
20211,1991-11-28,,CAPSIZED IN STRONG WIND AND HEAVY SEAS.,0,N/A,Canadian TSB,0
20211,1991-11-28,,CAPSIZED IN STRONG WIND AND HEAVY SEAS.,0,N/A,Canadian TSB,0
20211,1991-11-28,,CAPSIZED IN STRONG WIND AND HEAVY SEAS.,0,N/A,Canadian TSB,0
20211,1991-11-28,,CAPSIZED IN STRONG WIND AND HEAVY SEAS.,0,N/A,Canadian TSB,0
20207,1991-11-29,,TOOK WATER IN HEAVY SEAS. CAMP ABOARD SWEPT OVERBOARD. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20207,1991-11-29,,TOOK WATER IN HEAVY SEAS. CAMP ABOARD SWEPT OVERBOARD. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20191,1991-11-23,,TROLLER CAPSIZED IN STRONG WINDS WITH UNSECURED DECK CARGO OF TOTES,0,N/A,Canadian TSB,0
20191,1991-11-23,,TROLLER CAPSIZED IN STRONG WINDS WITH UNSECURED DECK CARGO OF TOTES,0,N/A,Canadian TSB,0
20191,1991-11-23,,TROLLER CAPSIZED IN STRONG WINDS WITH UNSECURED DECK CARGO OF TOTES,0,N/A,Canadian TSB,0
20191,1991-11-23,,TROLLER CAPSIZED IN STRONG WINDS WITH UNSECURED DECK CARGO OF TOTES,0,N/A,Canadian TSB,0
20191,1991-11-23,,TROLLER CAPSIZED IN STRONG WINDS WITH UNSECURED DECK CARGO OF TOTES,0,N/A,Canadian TSB,0
20189,1991-11-25,,"V/L FOUNDERED. REMAINED AFLOAT, GROUNDED AND WRECKED NEXT DAY.",0,N/A,Canadian TSB,0
20189,1991-11-25,,"V/L FOUNDERED. REMAINED AFLOAT, GROUNDED AND WRECKED NEXT DAY.",0,N/A,Canadian TSB,0
20189,1991-11-25,,"V/L FOUNDERED. REMAINED AFLOAT, GROUNDED AND WRECKED NEXT DAY.",0,N/A,Canadian TSB,0
20189,1991-11-25,,"V/L FOUNDERED. REMAINED AFLOAT, GROUNDED AND WRECKED NEXT DAY.",0,N/A,Canadian TSB,0
20189,1991-11-25,,"V/L FOUNDERED. REMAINED AFLOAT, GROUNDED AND WRECKED NEXT DAY.",0,N/A,Canadian TSB,0
20174,1991-11-21,,FLOODED THROUGH HULL LEAK. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20174,1991-11-21,,FLOODED THROUGH HULL LEAK. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20172,1991-11-21,,CAPSIZED WHILE LAYING CAGE ANCHORS AND CABLES.,0,N/A,Canadian TSB,0
20172,1991-11-21,,CAPSIZED WHILE LAYING CAGE ANCHORS AND CABLES.,0,N/A,Canadian TSB,0
20172,1991-11-21,,CAPSIZED WHILE LAYING CAGE ANCHORS AND CABLES.,0,N/A,Canadian TSB,0
20172,1991-11-21,,CAPSIZED WHILE LAYING CAGE ANCHORS AND CABLES.,0,N/A,Canadian TSB,0
20105,1991-10-30,,TOOK WATER AND SANK IN HEAVY WEATHER Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20105,1991-10-30,,TOOK WATER AND SANK IN HEAVY WEATHER Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20103,1991-10-28,,PARTED MOORING CHAIN IN HEAVY WEATHER. DRIVEN ASHORE Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20103,1991-10-28,,PARTED MOORING CHAIN IN HEAVY WEATHER. DRIVEN ASHORE Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20100,1991-10-29,,"SANK AT BERTH DURING WINDSTORM, COULD NOT CONTROL FLOODING. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
20100,1991-10-29,,"SANK AT BERTH DURING WINDSTORM, COULD NOT CONTROL FLOODING. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
20058,1991-09-20,,FV REPORTED DAMAGED AS A RESULT OF FLOODING. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20058,1991-09-20,,FV REPORTED DAMAGED AS A RESULT OF FLOODING. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20037,1991-10-21,,TOOK WATER THROUGH LAZARETTE COVER Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20037,1991-10-21,,TOOK WATER THROUGH LAZARETTE COVER Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20027,1991-10-16,,VESSEL BROACHED AND CAPSIZED.,0,N/A,Canadian TSB,0
20027,1991-10-16,,VESSEL BROACHED AND CAPSIZED.,0,N/A,Canadian TSB,0
20027,1991-10-16,,VESSEL BROACHED AND CAPSIZED.,0,N/A,Canadian TSB,0
20027,1991-10-16,,VESSEL BROACHED AND CAPSIZED.,0,N/A,Canadian TSB,0
20027,1991-10-16,,VESSEL BROACHED AND CAPSIZED.,0,N/A,Canadian TSB,0
20027,1991-10-16,,VESSEL BROACHED AND CAPSIZED.,0,N/A,Canadian TSB,0
20013,1991-10-13,,LARGE ROCKS IN NET ON DECK SHIFTED TO PORT. VESSEL CAPSIZED.,0,N/A,Canadian TSB,0
20013,1991-10-13,,LARGE ROCKS IN NET ON DECK SHIFTED TO PORT. VESSEL CAPSIZED.,0,N/A,Canadian TSB,0
20013,1991-10-13,,LARGE ROCKS IN NET ON DECK SHIFTED TO PORT. VESSEL CAPSIZED.,0,N/A,Canadian TSB,0
20013,1991-10-13,,LARGE ROCKS IN NET ON DECK SHIFTED TO PORT. VESSEL CAPSIZED.,0,N/A,Canadian TSB,0
20013,1991-10-13,,LARGE ROCKS IN NET ON DECK SHIFTED TO PORT. VESSEL CAPSIZED.,0,N/A,Canadian TSB,0
20013,1991-10-13,,LARGE ROCKS IN NET ON DECK SHIFTED TO PORT. VESSEL CAPSIZED.,0,N/A,Canadian TSB,0
20005,1991-10-10,,"TAKING WATER, TOWED TO PORT BY THE CRYSTAL LYNN. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
20005,1991-10-10,,"TAKING WATER, TOWED TO PORT BY THE CRYSTAL LYNN. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
20000,1991-10-09,,CAPSIZED IN HEAVY WEATHER CONDITIONS.,1,BRITISH COLUMBIA (BC),Canadian TSB,1
20000,1991-10-09,,CAPSIZED IN HEAVY WEATHER CONDITIONS.,1,BRITISH COLUMBIA (BC),Canadian TSB,1
20000,1991-10-09,,CAPSIZED IN HEAVY WEATHER CONDITIONS.,1,BRITISH COLUMBIA (BC),Canadian TSB,1
20000,1991-10-09,,CAPSIZED IN HEAVY WEATHER CONDITIONS.,1,BRITISH COLUMBIA (BC),Canadian TSB,1
20000,1991-10-09,,CAPSIZED IN HEAVY WEATHER CONDITIONS.,1,BRITISH COLUMBIA (BC),Canadian TSB,1
20000,1991-10-09,,CAPSIZED IN HEAVY WEATHER CONDITIONS.,1,BRITISH COLUMBIA (BC),Canadian TSB,1
19995,1991-10-08,,SEAS KNOCKED SECTION OF CAULKING FREE - TOOK WATER FORWARD Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19995,1991-10-08,,SEAS KNOCKED SECTION OF CAULKING FREE - TOOK WATER FORWARD Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19989,1991-10-07,,VSL CAPSIZED WITH LARGE LOAD OF FISH ON DECK.,0,N/A,Canadian TSB,0
19989,1991-10-07,,VSL CAPSIZED WITH LARGE LOAD OF FISH ON DECK.,0,N/A,Canadian TSB,0
19989,1991-10-07,,VSL CAPSIZED WITH LARGE LOAD OF FISH ON DECK.,0,N/A,Canadian TSB,0
19989,1991-10-07,,VSL CAPSIZED WITH LARGE LOAD OF FISH ON DECK.,0,N/A,Canadian TSB,0
19989,1991-10-07,,VSL CAPSIZED WITH LARGE LOAD OF FISH ON DECK.,0,N/A,Canadian TSB,0
19989,1991-10-07,,VSL CAPSIZED WITH LARGE LOAD OF FISH ON DECK.,0,N/A,Canadian TSB,0
19986,1991-10-06,,"HOSE LET GO FLOODING ENGINE ROOM, PUMPS CONTAINED FLODDING. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19986,1991-10-06,,"HOSE LET GO FLOODING ENGINE ROOM, PUMPS CONTAINED FLODDING. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19986,1991-10-06,,"HOSE LET GO FLOODING ENGINE ROOM, PUMPS CONTAINED FLODDING. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19986,1991-10-06,,"HOSE LET GO FLOODING ENGINE ROOM, PUMPS CONTAINED FLODDING. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19984,1991-10-05,,TAKING WATER INTO ENGINE ROOM THROUGH HULL Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19984,1991-10-05,,TAKING WATER INTO ENGINE ROOM THROUGH HULL Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19983,1991-10-05,,CAUGHT WIRE IN SHAFT WHICH DISPLACED GLAND Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19983,1991-10-05,,CAUGHT WIRE IN SHAFT WHICH DISPLACED GLAND Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19967,1991-10-01,,TOOK WATER IN COCKPIT; BAILED OUT BY OTHER VESSELS. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19967,1991-10-01,,TOOK WATER IN COCKPIT; BAILED OUT BY OTHER VESSELS. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19963,1991-09-01,,"PC HIT IN STERN BY LARGE SEA,MOTOR STALLED,FLOODED-POB'S LIFTED OFF. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19963,1991-09-01,,"PC HIT IN STERN BY LARGE SEA,MOTOR STALLED,FLOODED-POB'S LIFTED OFF. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19962,1991-09-28,,TAKING WATER; TOWED BY SAR TO 4406N 6431W; TURNED OVER TO PRIV. FV. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19962,1991-09-28,,TAKING WATER; TOWED BY SAR TO 4406N 6431W; TURNED OVER TO PRIV. FV. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19946,1991-09-23,,TRANSMISSION COOLING HOSE LET GO - FLOODED ENGINEROOM. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19946,1991-09-23,,TRANSMISSION COOLING HOSE LET GO - FLOODED ENGINEROOM. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19929,1991-09-23,,INITIAL REPORT DENIED: ONLY INVOLVED IN TOWING MURRAY & TWINS. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19929,1991-09-23,,INITIAL REPORT DENIED: ONLY INVOLVED IN TOWING MURRAY & TWINS. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19929,1991-09-23,,INITIAL REPORT DENIED: ONLY INVOLVED IN TOWING MURRAY & TWINS. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19923,1991-09-19,,TAKING WATER AT STERN IN ROUGH SEAS Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19923,1991-09-19,,TAKING WATER AT STERN IN ROUGH SEAS Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19913,1991-09-17,,"TAKING ON WATER IN FWD ACCOMMODATION, ESCORTED TO PORT SAUNDERS Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19913,1991-09-17,,"TAKING ON WATER IN FWD ACCOMMODATION, ESCORTED TO PORT SAUNDERS Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19906,1991-09-16,,"SCOW CAPSIZED LOST 284T SCRAP STEEL,LATER GROUNDED OFF ENTRY ISLAND.",0,N/A,Canadian TSB,0
19906,1991-09-16,,"SCOW CAPSIZED LOST 284T SCRAP STEEL,LATER GROUNDED OFF ENTRY ISLAND.",0,N/A,Canadian TSB,0
19906,1991-09-16,,"SCOW CAPSIZED LOST 284T SCRAP STEEL,LATER GROUNDED OFF ENTRY ISLAND.",0,N/A,Canadian TSB,0
19906,1991-09-16,,"SCOW CAPSIZED LOST 284T SCRAP STEEL,LATER GROUNDED OFF ENTRY ISLAND.",0,N/A,Canadian TSB,0
19905,1991-09-16,,TAKING WATER AFTER ALTERNATOR FAILED AND ENGINE STALLED Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19905,1991-09-16,,TAKING WATER AFTER ALTERNATOR FAILED AND ENGINE STALLED Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19887,1991-09-11,,"STRUCK LOG FENDER IN STRONG FRESHET, PUNCHED HOLE BELOW W/L. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19887,1991-09-11,,"STRUCK LOG FENDER IN STRONG FRESHET, PUNCHED HOLE BELOW W/L. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19879,1991-09-10,,"REPORTED TAKING ON WATER, CLOGGED BYPASS LINE, LATER PUMPED OUT Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19879,1991-09-10,,"REPORTED TAKING ON WATER, CLOGGED BYPASS LINE, LATER PUMPED OUT Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19863,1991-09-08,,VSL STRUCK ROCK AND HOLED. ESCORTED TO PORT Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19863,1991-09-08,,VSL STRUCK ROCK AND HOLED. ESCORTED TO PORT Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19861,1991-09-08,,TOOK WATER THROUGH LOOSE MANHOLE COVER. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19861,1991-09-08,,TOOK WATER THROUGH LOOSE MANHOLE COVER. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19854,1991-09-03,,"WATER DISCOVERED IN ENGINE ROOM, TOWED TO PORT. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19854,1991-09-03,,"WATER DISCOVERED IN ENGINE ROOM, TOWED TO PORT. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19851,1991-09-05,,"VSL TOOK ON WATER, ASSISTED BY FV TOURELLE Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19851,1991-09-05,,"VSL TOOK ON WATER, ASSISTED BY FV TOURELLE Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19820,1991-09-01,,FLOODED AND CAPSIZED WHILE CREW ASLEEP Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19820,1991-09-01,,FLOODED AND CAPSIZED WHILE CREW ASLEEP Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19799,1991-08-27,,"VSL TOOK HEAVY SEAS OVER STERN, FLOODED, PARTIALLY SUBMERGED.",0,N/A,Canadian TSB,0
19799,1991-08-27,,"VSL TOOK HEAVY SEAS OVER STERN, FLOODED, PARTIALLY SUBMERGED.",0,N/A,Canadian TSB,0
19799,1991-08-27,,"VSL TOOK HEAVY SEAS OVER STERN, FLOODED, PARTIALLY SUBMERGED.",0,N/A,Canadian TSB,0
19799,1991-08-27,,"VSL TOOK HEAVY SEAS OVER STERN, FLOODED, PARTIALLY SUBMERGED.",0,N/A,Canadian TSB,0
19798,1991-08-27,,"TOOK WATER, PARTIALLY SUBMERGED - TOWED TO PORT. 4 POB RECOVERED.",0,N/A,Canadian TSB,0
19798,1991-08-27,,"TOOK WATER, PARTIALLY SUBMERGED - TOWED TO PORT. 4 POB RECOVERED.",0,N/A,Canadian TSB,0
19798,1991-08-27,,"TOOK WATER, PARTIALLY SUBMERGED - TOWED TO PORT. 4 POB RECOVERED.",0,N/A,Canadian TSB,0
19797,1991-08-26,,VESSEL GROUNDED ON REEF. PUMPED OUT; TOWED TO PORT.,0,N/A,Canadian TSB,0
19797,1991-08-26,,VESSEL GROUNDED ON REEF. PUMPED OUT; TOWED TO PORT.,0,N/A,Canadian TSB,0
19797,1991-08-26,,VESSEL GROUNDED ON REEF. PUMPED OUT; TOWED TO PORT.,0,N/A,Canadian TSB,0
19797,1991-08-26,,VESSEL GROUNDED ON REEF. PUMPED OUT; TOWED TO PORT.,0,N/A,Canadian TSB,0
19793,1991-08-27,,TAKING WATER IN FORECASTLE IN HEAVY SEAS. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19793,1991-08-27,,TAKING WATER IN FORECASTLE IN HEAVY SEAS. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19788,1991-08-26,,"INGRESSED WATER INITIALLY THEN SWAMPED, CAPSIZED AND BEACHED.",0,N/A,Canadian TSB,0
19788,1991-08-26,,"INGRESSED WATER INITIALLY THEN SWAMPED, CAPSIZED AND BEACHED.",0,N/A,Canadian TSB,0
19788,1991-08-26,,"INGRESSED WATER INITIALLY THEN SWAMPED, CAPSIZED AND BEACHED.",0,N/A,Canadian TSB,0
19788,1991-08-26,,"INGRESSED WATER INITIALLY THEN SWAMPED, CAPSIZED AND BEACHED.",0,N/A,Canadian TSB,0
19788,1991-08-26,,"INGRESSED WATER INITIALLY THEN SWAMPED, CAPSIZED AND BEACHED.",0,N/A,Canadian TSB,0
19776,1991-08-26,,"TOOK ON WATER, PUMPED OUT, PROCEEDED TO ASSIST MISS BONNIE WITH PUMP Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19776,1991-08-26,,"TOOK ON WATER, PUMPED OUT, PROCEEDED TO ASSIST MISS BONNIE WITH PUMP Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19768,1991-08-23,,VSL TOOK ON WATER. TOWED TO PORT.,0,N/A,Canadian TSB,0
19768,1991-08-23,,VSL TOOK ON WATER. TOWED TO PORT.,0,N/A,Canadian TSB,0
19768,1991-08-23,,VSL TOOK ON WATER. TOWED TO PORT.,0,N/A,Canadian TSB,0
19756,1991-08-20,,"VESSEL BROACHED AND CAPSIZED, 2 POB RECOVERED BY OTHER VESSEL.",0,N/A,Canadian TSB,0
19756,1991-08-20,,"VESSEL BROACHED AND CAPSIZED, 2 POB RECOVERED BY OTHER VESSEL.",0,N/A,Canadian TSB,0
19756,1991-08-20,,"VESSEL BROACHED AND CAPSIZED, 2 POB RECOVERED BY OTHER VESSEL.",0,N/A,Canadian TSB,0
19756,1991-08-20,,"VESSEL BROACHED AND CAPSIZED, 2 POB RECOVERED BY OTHER VESSEL.",0,N/A,Canadian TSB,0
19756,1991-08-20,,"VESSEL BROACHED AND CAPSIZED, 2 POB RECOVERED BY OTHER VESSEL.",0,N/A,Canadian TSB,0
19756,1991-08-20,,"VESSEL BROACHED AND CAPSIZED, 2 POB RECOVERED BY OTHER VESSEL.",0,N/A,Canadian TSB,0
19709,1991-08-14,,"VSL TAKING ON WATER, HOLE KEPT ABOVE WATERLINE, PROCEEDED TO PORT Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19709,1991-08-14,,"VSL TAKING ON WATER, HOLE KEPT ABOVE WATERLINE, PROCEEDED TO PORT Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19699,1991-08-13,,GIRDED WHEN MOORING PARTED AND VESSEL SWUNG IN CURRENT.,0,N/A,Canadian TSB,0
19699,1991-08-13,,GIRDED WHEN MOORING PARTED AND VESSEL SWUNG IN CURRENT.,0,N/A,Canadian TSB,0
19699,1991-08-13,,GIRDED WHEN MOORING PARTED AND VESSEL SWUNG IN CURRENT.,0,N/A,Canadian TSB,0
19699,1991-08-13,,GIRDED WHEN MOORING PARTED AND VESSEL SWUNG IN CURRENT.,0,N/A,Canadian TSB,0
19699,1991-08-13,,GIRDED WHEN MOORING PARTED AND VESSEL SWUNG IN CURRENT.,0,N/A,Canadian TSB,0
19671,1991-08-07,,"FISH BAG ON DECK SHIFTED, VESSEL CAPSIZED AND SANK.",0,N/A,Canadian TSB,1
19671,1991-08-07,,"FISH BAG ON DECK SHIFTED, VESSEL CAPSIZED AND SANK.",0,N/A,Canadian TSB,1
19671,1991-08-07,,"FISH BAG ON DECK SHIFTED, VESSEL CAPSIZED AND SANK.",0,N/A,Canadian TSB,1
19671,1991-08-07,,"FISH BAG ON DECK SHIFTED, VESSEL CAPSIZED AND SANK.",0,N/A,Canadian TSB,1
19667,1991-08-08,,FLOODED THROUGH LOOSE COCKPIT COVER IN ROUGH SEAS. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19667,1991-08-08,,FLOODED THROUGH LOOSE COCKPIT COVER IN ROUGH SEAS. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19663,1991-08-07,,"FV TAKING ON WATER - ASSISTED BY ""SAFE HARBOUR"" & ""ARTIST LIFE"" Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19663,1991-08-07,,"FV TAKING ON WATER - ASSISTED BY ""SAFE HARBOUR"" & ""ARTIST LIFE"" Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19662,1991-08-06,,"VSL TOOK ON WATER THROUGH DEFECTIVE VALVES, ASSISTED BY SIMON FRASER Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19662,1991-08-06,,"VSL TOOK ON WATER THROUGH DEFECTIVE VALVES, ASSISTED BY SIMON FRASER Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19646,1991-08-02,,STUFFING BOX FAILED FLOODING ENGINE ROOM. PUMPED OUT Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19646,1991-08-02,,STUFFING BOX FAILED FLOODING ENGINE ROOM. PUMPED OUT Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19642,1991-08-05,,"CAPSIZED & LOST 75 T OF MACHINERY OVERBOARD, STILL AFLOAT.",0,N/A,Canadian TSB,0
19642,1991-08-05,,"CAPSIZED & LOST 75 T OF MACHINERY OVERBOARD, STILL AFLOAT.",0,N/A,Canadian TSB,0
19642,1991-08-05,,"CAPSIZED & LOST 75 T OF MACHINERY OVERBOARD, STILL AFLOAT.",0,N/A,Canadian TSB,0
19642,1991-08-05,,"CAPSIZED & LOST 75 T OF MACHINERY OVERBOARD, STILL AFLOAT.",0,N/A,Canadian TSB,0
19637,1991-08-02,,"WASHDOWN HOSE CAME LOOSE, BILGE ALARM DID NOT WORK, BAILED BY HAND Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19637,1991-08-02,,"WASHDOWN HOSE CAME LOOSE, BILGE ALARM DID NOT WORK, BAILED BY HAND Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19636,1991-08-02,,"TOWED V/L CAPSIZED,SANK,REFLOATED & BEACHED. NO CREW ABOARD AT TIME.",0,N/A,Canadian TSB,0
19636,1991-08-02,,"TOWED V/L CAPSIZED,SANK,REFLOATED & BEACHED. NO CREW ABOARD AT TIME.",0,N/A,Canadian TSB,0
19636,1991-08-02,,"TOWED V/L CAPSIZED,SANK,REFLOATED & BEACHED. NO CREW ABOARD AT TIME.",0,N/A,Canadian TSB,0
19636,1991-08-02,,"TOWED V/L CAPSIZED,SANK,REFLOATED & BEACHED. NO CREW ABOARD AT TIME.",0,N/A,Canadian TSB,0
19636,1991-08-02,,"TOWED V/L CAPSIZED,SANK,REFLOATED & BEACHED. NO CREW ABOARD AT TIME.",0,N/A,Canadian TSB,0
19599,1991-07-28,,"VIBRATION OF WATER INTAKE CREATED A HOLE, BILGE PUMP FUSE BLEW Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19599,1991-07-28,,"VIBRATION OF WATER INTAKE CREATED A HOLE, BILGE PUMP FUSE BLEW Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19584,1990-06-09,,"TUG HIT SAND BAR, CAPSIZED, OPERATOR TRAPPED INSIDE,HOLE CUT IN HULL Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,1
19578,1991-07-25,,TAKING WATER THROUGH RUDDER STUFFING BOX Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19578,1991-07-25,,TAKING WATER THROUGH RUDDER STUFFING BOX Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19573,1991-07-24,,"PATROL BOAT CAPSIZED WHILE WORKING ON BOOM BUOY, DURING EXERCISE. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19573,1991-07-24,,"PATROL BOAT CAPSIZED WHILE WORKING ON BOOM BUOY, DURING EXERCISE. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19569,1991-07-24,,VSL TOOK ON WATER AFTER THE NUT BACKED OFF THE RUDDER TRUNK Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19569,1991-07-24,,VSL TOOK ON WATER AFTER THE NUT BACKED OFF THE RUDDER TRUNK Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19567,1991-07-23,,"TAKING WATER DUE TO DEFECTIVE STERN GLAND,TOWED TO PORT FOR REPAIRS. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19567,1991-07-23,,"TAKING WATER DUE TO DEFECTIVE STERN GLAND,TOWED TO PORT FOR REPAIRS. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19550,1991-07-21,,"TAKING WATER, PUMPED OUT, TOWED TO PORT Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19550,1991-07-21,,"TAKING WATER, PUMPED OUT, TOWED TO PORT Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19522,1991-07-13,,FV TAKING WATER - BEING TOWED TO PORT BY FV GULF FISHER II Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19522,1991-07-13,,FV TAKING WATER - BEING TOWED TO PORT BY FV GULF FISHER II Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19496,1991-07-09,,"TAKING WATER, PUMP PROVIDED, PROCEEDED TO PORT. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19496,1991-07-09,,"TAKING WATER, PUMP PROVIDED, PROCEEDED TO PORT. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19487,1991-07-08,,FV TOOK ON WATER DUE TO A DISCHARGE VALVE LEFT OPEN Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19487,1991-07-08,,FV TOOK ON WATER DUE TO A DISCHARGE VALVE LEFT OPEN Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19476,1991-07-04,,"SPRUNG HULL PLANK, TAKING WATER, TOWED TO CARAQUET, N.B. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19476,1991-07-04,,"SPRUNG HULL PLANK, TAKING WATER, TOWED TO CARAQUET, N.B. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19476,1991-07-04,,"SPRUNG HULL PLANK, TAKING WATER, TOWED TO CARAQUET, N.B. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
19470,1991-06-28,,F/V TAKING ON WATER - TOWED TO PORT. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19470,1991-06-28,,F/V TAKING ON WATER - TOWED TO PORT. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
19470,1991-06-28,,F/V TAKING ON WATER - TOWED TO PORT. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
