Plan Control Code,Plan Control Number,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block,Operator Name,Operator Number,Plan Type Code,Received Date,Plan Final Action Code,Plan Final Action Date,NEPA Determination Type,Water Depth (feet),Plan
S,5083,G15103,WC,  516,G15103,WC,  516,"EP Energy Management, L.L.C.",00491,POE,9/27/1999,A,12/7/1999,CERA,173,
N,6613,G16104,WC,   28,G16104,WC,   28,"Vastar Resources, Inc.",01855,POE,9/27/1999,A,11/23/1999,CERA,26,
N,6613,G16104,WC,   28,G16104,WC,   28,"Vastar Resources, Inc.",01855,POE,9/27/1999,A,11/23/1999,CERA,27,
S,5082,,,, 00020,ST,   67,Exxon Mobil Corporation,00276,DOCD,9/27/1999,A,11/30/1999,CERA,68,
S,5082,00020,ST,   67, 00020,ST,   67,Exxon Mobil Corporation,00276,DOCD,9/27/1999,A,11/30/1999,CERA,68,
R,3353,G02613,EI,  332,G02111,EI,  314,Exxon Mobil Corporation,00276,DOCD,9/27/1999,A,11/12/1999,CERA,239,
N,6613,G16104,WC,   28,G16104,WC,   28,"Vastar Resources, Inc.",01855,POE,9/27/1999,A,11/23/1999,CERA,28,
S,5080,G14357,EC,   88,G14357,EC,   88,Hall-Houston Oil Company,00846,DOCD,9/24/1999,A,10/14/1999,CERA,60,
S,5081,G15319,ST,  107,G15319,ST,  107,Newfield Exploration Company,01364,POE,9/24/1999,A,11/9/1999,CERA,74,
S,5079,G04085,WC,  170,G04085,WC,  170,CNOOC Petroleum Offshore U.S.A. Inc.,02079,POE,9/24/1999,A,10/27/1999,CERA,40,
S,5080,,,,G14357,EC,   88,Hall-Houston Oil Company,00846,DOCD,9/24/1999,A,10/14/1999,CERA,60,
R,3352,G13687,MC,  674,G13687,MC,  674,"Mariner Energy, Inc.",00818,DOCD,9/23/1999,A,11/2/1999,CERA,2700,
R,3351,G20797,GB,  782,G20797,GB,  782,"Vastar Resources, Inc.",01855,POE,9/23/1999,A,10/6/1999,CERA,4655,
S,5077,G14205,EB,  602,G14205,EB,  602,Anadarko US Offshore LLC,02219,POE,9/22/1999,A,9/30/1999,CERA,3680,
N,6610,G15841,GB,  152,G15838,GB,  108,Walter Oil & Gas Corporation,00730,DOCD,9/22/1999,A,11/2/1999,CERA,595,
N,6612,G17065,PN, 1010,G17065,PN, 1010,Walter Oil & Gas Corporation,00730,DOCD,9/22/1999,A,11/23/1999,CERA,128,
S,5078,G05954,PN,  976,G05954,PN,  976,Walter Oil & Gas Corporation,00730,DOCD,9/22/1999,A,10/26/1999,CERA,136,
N,6611,G17867,EC,  255,G17867,EC,  255,Chieftain International (U.S.) Inc.,01385,POE,9/22/1999,A,10/26/1999,CERA,168,
N,6610,G15838,GB,  108,G15838,GB,  108,Walter Oil & Gas Corporation,00730,DOCD,9/22/1999,A,11/2/1999,CERA,595,
S,5076,G14205,EB,  602,G14205,EB,  602,Anadarko US Offshore LLC,02219,POE,9/22/1999,A,10/20/1999,CERA,3600,
S,5078,,,,G05954,PN,  976,Walter Oil & Gas Corporation,00730,DOCD,9/22/1999,A,10/26/1999,CERA,136,
N,6609,G20605,MU,  726,G20605,MU,  726,The Houston Exploration Company,01046,POE,9/20/1999,A,11/18/1999,CERA,85,
N,6609,G20605,MU,  726,G20605,MU,  726,The Houston Exploration Company,01046,POE,9/20/1999,A,11/18/1999,CERA,80,
N,6609,G20605,MU,  726,G20605,MU,  726,The Houston Exploration Company,01046,POE,9/20/1999,A,11/18/1999,CERA,83,
N,6608,G19922,EW,  995,G20022,GC,   25,Murphy Exploration & Production Company,01689,POE,9/20/1999,A,12/6/1999,CERA,960,
N,6608,G20022,GC,   25,G20022,GC,   25,Murphy Exploration & Production Company,01689,POE,9/20/1999,A,12/6/1999,CERA,960,
R,3350,G18139,VK,  249,G18139,VK,  249,El Paso Production GOM Inc.,01138,POE,9/20/1999,A,10/13/1999,CERA,126,
N,6609,G20605,MU,  726,G20605,MU,  726,The Houston Exploration Company,01046,POE,9/20/1999,A,11/18/1999,CERA,84,
N,6608,G19922,EW,  995,G20022,GC,   25,Murphy Exploration & Production Company,01689,POE,9/20/1999,A,12/6/1999,CERA,950,
N,6608,G19922,EW,  995,G20022,GC,   25,Murphy Exploration & Production Company,01689,POE,9/20/1999,A,12/6/1999,CERA,980,
R,3349,G16337,SM,  261,G16337,SM,  261,Callon Petroleum Operating Company,01513,POE,9/17/1999,A,9/30/1999,CERA,36,
R,3349,G16337,SM,  261,G16337,SM,  261,Callon Petroleum Operating Company,01513,POE,9/17/1999,A,9/30/1999,CERA,33,
N,6607,G21175,MC,  553,G21175,MC,  553,Hess Corporation,00059,POE,9/17/1999,A,10/29/1999,CERA,4525,
N,6607,G21175,MC,  553,G21175,MC,  553,Hess Corporation,00059,POE,9/17/1999,A,10/29/1999,CERA,4330,
N,6607,G21178,MC,  597,G21178,MC,  597,Hess Corporation,00059,POE,9/17/1999,A,10/29/1999,CERA,4675,
S,5074,G08272,AC,  557,G08272,AC,  557,Shell Deepwater Development Inc.,02139,POE,9/16/1999,A,12/7/1999,CERA,7769,
S,5075,G02898,EI,  242,G02899,EI,  243,Talos Petroleum LLC,01834,DOCD,9/16/1999,A,11/10/1999,CERA,158,
R,3347,G08823,MC,  522,G08823,MC,  522,Shell Deepwater Development Inc.,02139,POE,9/14/1999,A,9/20/1999,CERA,6944,
S,5073,G15305,SS,  313,G15305,SS,  313,JX Nippon Oil Exploration (U.S.A.) Limited,01482,POE,9/14/1999,A,10/26/1999,CERA,291,
N,6606,G19911,VK,  945,G19911,VK,  945,"EP Energy Management, L.L.C.",00491,POE,9/14/1999,X,4/6/2001,CERA,865,
N,6606,G19911,VK,  945,G19911,VK,  945,"EP Energy Management, L.L.C.",00491,POE,9/14/1999,X,4/6/2001,CERA,985,
S,5072,G15312,SS,  354,G15312,SS,  354,Newfield Exploration Company,01364,DOCD,9/14/1999,A,9/15/1999,CERA,463,
R,3348,G15222,SM,  111,G15222,SM,  111,Devon Louisiana Corporation,01777,POE,9/14/1999,A,10/28/1999,CERA,193,
N,6606,G19911,VK,  945,G19911,VK,  945,"EP Energy Management, L.L.C.",00491,POE,9/14/1999,X,4/6/2001,CERA,1000,
N,6606,G19911,VK,  945,G19911,VK,  945,"EP Energy Management, L.L.C.",00491,POE,9/14/1999,X,4/6/2001,CERA,930,
N,6604,G14658,MC,  822,G14658,MC,  822,BP Exploration Inc.,00593,POE,9/13/1999,A,12/1/1999,CERA,6322,
N,6604,G14658,MC,  822,G14658,MC,  822,BP Exploration Inc.,00593,POE,9/13/1999,A,12/1/1999,CERA,6327,
S,5071,G01230,SS,  215,G01230,SS,  215,Union Oil Company of California,00003,DOCD,9/13/1999,A,10/27/1999,CERA,112,
N,6605,G14889,HI,A 243,G17177,HI,A 244,Samedan Oil Corporation,00185,DOCD,9/13/1999,A,10/13/1999,,116,
N,6605,G17177,HI,A 244,G17177,HI,A 244,Samedan Oil Corporation,00185,DOCD,9/13/1999,A,10/13/1999,,116,
S,5069,G02613,EI,  332,G02613,EI,  332,Exxon Mobil Corporation,00276,POE,9/10/1999,A,10/21/1999,CERA,240,
R,3346,G16473,WD,   59,G16473,WD,   59,"Stone Energy, L.L.C.",02018,POE,9/10/1999,A,10/15/1999,CERA,52,
N,6603,G20682,EB,  167,G20682,EB,  167,The Houston Exploration Company,01046,POE,9/10/1999,A,11/4/1999,CERA,530,
S,5070,00263,ST,   21, 00263,ST,   21,Walter Oil & Gas Corporation,00730,DOCD,9/10/1999,A,11/5/1999,CERA,47,
N,6602,G09183,EB,  642,G09183,EB,  642,Anadarko US Offshore LLC,02219,POE,9/9/1999,A,9/23/1999,CERA,3625,
N,6602,G09183,EB,  642,G09183,EB,  642,Anadarko US Offshore LLC,02219,POE,9/9/1999,A,9/23/1999,CERA,3650,
N,6602,G09183,EB,  642,G09183,EB,  642,Anadarko US Offshore LLC,02219,POE,9/9/1999,A,9/23/1999,CERA,3635,
S,5068,00297,VR,   26, 00297,VR,   26,Unocal Exploration Corporation,01550,DOCD,9/8/1999,A,10/6/1999,CERA,21,
N,6601,G21088,VR,  101,G21088,VR,  101,El Paso Production GOM Inc.,01138,DOCD,9/8/1999,X,9/20/1999,,65,
N,6601,,,,G21088,VR,  101,El Paso Production GOM Inc.,01138,DOCD,9/8/1999,X,9/20/1999,,65,
S,5067,G15103,WC,  516,G15102,WC,  515,"EP Energy Management, L.L.C.",00491,POE,9/7/1999,A,10/5/1999,CERA,172,
S,5066,G02329,EI,  385,G02329,EI,  385,Chevron U.S.A. Inc.,00078,POE,9/7/1999,A,11/8/1999,CERA,298,
S,5066,G02329,EI,  385,G02329,EI,  385,Chevron U.S.A. Inc.,00078,POE,9/7/1999,A,11/8/1999,CERA,320,
S,5066,G02329,EI,  385,G02329,EI,  385,Chevron U.S.A. Inc.,00078,POE,9/7/1999,A,11/8/1999,CERA,314,
R,3345,G19853,MP,   90,G19853,MP,   90,Apache Corporation,00105,DOCD,9/3/1999,A,9/24/1999,,40,
N,6600,G20856,AC,  669,G20850,AC,  625,Hess Corporation,00059,POE,9/3/1999,A,12/10/1999,CERA,5110,
N,6596,G18063,GI,   28,G18063,GI,   28,El Paso Production GOM Inc.,01138,POE,9/3/1999,A,10/14/1999,CERA,58,
N,6599,G21157,VK,  901,G21157,VK,  901,"EP Energy Management, L.L.C.",00491,POE,9/3/1999,A,1/19/2000,,660,
N,6600,G20850,AC,  625,G20850,AC,  625,Hess Corporation,00059,POE,9/3/1999,A,12/10/1999,CERA,5110,
N,6600,G20851,AC,  626,G20851,AC,  626,Hess Corporation,00059,POE,9/3/1999,A,12/10/1999,CERA,5160,
N,6599,G21157,VK,  901,G21157,VK,  901,"EP Energy Management, L.L.C.",00491,POE,9/3/1999,A,1/19/2000,,790,
N,6599,G21157,VK,  901,G21157,VK,  901,"EP Energy Management, L.L.C.",00491,POE,9/3/1999,A,1/19/2000,,690,
N,6597,G15297,SS,  278,G15297,SS,  278,Tana Oil and Gas Corporation,01548,DOCD,9/3/1999,A,10/28/1999,CERA,212,
N,6600,G20857,AC,  670,G20857,AC,  670,Hess Corporation,00059,POE,9/3/1999,A,12/10/1999,CERA,5180,
N,6596,G18063,GI,   28,G18063,GI,   28,El Paso Production GOM Inc.,01138,POE,9/3/1999,A,10/14/1999,CERA,57,
N,6597,,,,G15297,SS,  278,Tana Oil and Gas Corporation,01548,DOCD,9/3/1999,A,10/28/1999,CERA,212,
N,6600,G20856,AC,  669,G20856,AC,  669,Hess Corporation,00059,POE,9/3/1999,A,12/10/1999,CERA,5110,
N,6596,G18063,GI,   28,G18063,GI,   28,El Paso Production GOM Inc.,01138,POE,9/3/1999,A,10/14/1999,CERA,63,
N,6598,G18033,ST,   31,G18033,ST,   31,Sabine Oil & Gas Corporation,00048,POE,9/3/1999,A,12/20/1999,CERA,48,
N,6598,G18033,ST,   31,G18033,ST,   31,Sabine Oil & Gas Corporation,00048,POE,9/3/1999,A,12/20/1999,CERA,39,
R,3345,,,,G19853,MP,   90,Apache Corporation,00105,DOCD,9/3/1999,A,9/24/1999,,40,
N,6599,G21157,VK,  901,G21157,VK,  901,"EP Energy Management, L.L.C.",00491,POE,9/3/1999,A,1/19/2000,,840,
N,6596,G18063,GI,   28,G18063,GI,   28,El Paso Production GOM Inc.,01138,POE,9/3/1999,A,10/14/1999,CERA,60,
N,6595,G15307,SS,  320,G14482,EI,  346,Murphy Exploration & Production Company,01689,POE,9/2/1999,A,11/8/1999,CERA,305,
S,5065,G14357,EC,   88,G14357,EC,   88,Hall-Houston Oil Company,00846,DOCD,9/2/1999,A,9/30/1999,CERA,59,
S,5065,G00935,EC,   89,G14357,EC,   88,Hall-Houston Oil Company,00846,DOCD,9/2/1999,A,9/30/1999,CERA,59,
S,5065,,,,G14357,EC,   88,Hall-Houston Oil Company,00846,DOCD,9/2/1999,A,9/30/1999,CERA,59,
N,6595,G19817,SS,  319,G14482,EI,  346,Murphy Exploration & Production Company,01689,POE,9/2/1999,A,11/8/1999,CERA,305,
S,5064,,,,G10585,WC,  432,ATP Oil & Gas Corporation,01819,DOCD,9/1/1999,A,9/28/1999,CERA,102,
S,5064,G10585,WC,  432,G10585,WC,  432,ATP Oil & Gas Corporation,01819,DOCD,9/1/1999,A,9/28/1999,CERA,102,
N,6594,G21055,WC,  386,G21055,WC,  386,Chieftain International (U.S.) Inc.,01385,POE,9/1/1999,A,10/6/1999,CERA,80,
S,5064,G10584,WC,  431,G10585,WC,  432,ATP Oil & Gas Corporation,01819,DOCD,9/1/1999,A,9/28/1999,CERA,102,
N,6593,G19774,SM,   81,G19774,SM,   81,Forcenergy Inc,01832,DOCD,8/30/1999,A,11/24/1999,CERA,148,
N,6593,,,,G19774,SM,   81,Forcenergy Inc,01832,DOCD,8/30/1999,A,11/24/1999,CERA,148,
S,5063,G05372,EC,  151,G05372,EC,  151,Newfield Exploration Company,01364,POE,8/30/1999,A,10/8/1999,CERA,78,
N,6592,G14799,MI,A   5,G14799,MI,A   5,Tri-Union Development Corporation,02070,POE,8/30/1999,X,10/5/1999,CERA,200,
S,5062,G16461,GI,   45,G16461,GI,   45,Apache Corporation,00105,DOCD,8/30/1999,A,10/8/1999,CERA,114,
N,6592,G14799,MI,A   5,G14799,MI,A   5,Tri-Union Development Corporation,02070,POE,8/30/1999,X,10/5/1999,CERA,202,
N,6592,G14799,MI,A   5,G14799,MI,A   5,Tri-Union Development Corporation,02070,POE,8/30/1999,X,10/5/1999,CERA,220,
N,6591,G20697,EB,  344,G20697,EB,  344,El Paso Production GOM Inc.,01138,POE,8/27/1999,A,10/20/1999,CERA,2032,
S,5061,G09652,PL,   15,G09652,PL,   15,Bois d'Arc Offshore Ltd.,02268,POE,8/26/1999,A,2/3/2000,CERA,48,
S,5060,G01039,SS,  274,G01039,SS,  274,Apache Corporation,00105,DOCD,8/26/1999,A,9/22/1999,CERA,218,
R,3343,G16670,MC, 1002,G16670,MC, 1002,Chevron U.S.A. Inc.,00078,POE,8/25/1999,A,11/2/1999,CERA,7470,
N,6590,,,,G15780,HI,A   1,"Vastar Resources, Inc.",01855,DOCD,8/24/1999,A,10/19/1999,CERA,57,
S,5057,G10203,MI,  704,G10203,MI,  704,The Houston Exploration Company,01046,POE,8/24/1999,A,10/7/1999,CERA,129,
S,5058,G19935,MC,  305,G19935,MC,  305,"TOTAL E&P USA, INC.",01500,POE,8/24/1999,A,10/20/1999,CERA,7010,
S,5057,G10203,MI,  704,G10203,MI,  704,The Houston Exploration Company,01046,POE,8/24/1999,A,10/7/1999,CERA,138,
S,5059,G01043,SS,  293,G01043,SS,  293,Apache Corporation,00105,DOCD,8/24/1999,A,10/8/1999,CERA,236,
S,5057,G10203,MI,  704,G10203,MI,  704,The Houston Exploration Company,01046,POE,8/24/1999,A,10/7/1999,CERA,137,
N,6589,G14874,HI,A  10,G14874,HI,A  10,"British-Borneo USA, Inc.",01578,POE,8/23/1999,A,11/2/1999,CERA,63,
N,6589,G14874,HI,A  10,G14874,HI,A  10,"British-Borneo USA, Inc.",01578,POE,8/23/1999,A,11/2/1999,CERA,62,
R,3341,,,,G10380,AC,   25,Exxon Mobil Corporation,00276,DOCD,8/20/1999,A,10/7/1999,CERA,4800,
N,6587,G21081,EC,  377,G21081,EC,  377,Newfield Exploration Gulf Coast LLC,02211,POE,8/19/1999,A,10/20/1999,,445,
R,3340,G04087,WC,  215,G04087,WC,  215,Hess Corporation,00059,POE,8/19/1999,A,10/13/1999,CERA,60,
N,6587,G21081,EC,  377,G21081,EC,  377,Newfield Exploration Gulf Coast LLC,02211,POE,8/19/1999,A,10/20/1999,,430,
R,3339,G19925,MC,  127,G19925,MC,  127,"Vastar Resources, Inc.",01855,POE,8/19/1999,A,9/3/1999,CERA,5475,
N,6586,,,,G18929,HI,   73,Bois d'Arc Offshore Ltd.,02268,DOCD,8/18/1999,X,1/18/2000,,35,
N,6586,G18929,HI,   73,G18929,HI,   73,Bois d'Arc Offshore Ltd.,02268,DOCD,8/18/1999,X,1/18/2000,,35,
S,5055,G02587,SM,  128,G02587,SM,  128,"PennzEnergy Exploration and Production, L.L.C.",02332,DOCD,8/17/1999,A,11/2/1999,,250,
R,3338,G15803,HI,A 559,G15803,HI,A 559,Devon Louisiana Corporation,01777,POE,8/17/1999,A,9/20/1999,CERA,225,
S,5056,G02226,WC,  534,G02226,WC,  534,"PennzEnergy Exploration and Production, L.L.C.",02332,DOCD,8/17/1999,A,9/28/1999,CERA,175,
N,6583,G21116,SS,  295,G21116,SS,  295,Union Oil Company of California,00003,POE,8/17/1999,A,10/20/1999,,216,
N,6582,G16353,EI,  156,G16353,EI,  156,"PennzEnergy Exploration and Production, L.L.C.",02332,POE,8/17/1999,A,9/29/1999,CERA,80,
N,6582,G16353,EI,  156,G16353,EI,  156,"PennzEnergy Exploration and Production, L.L.C.",02332,POE,8/17/1999,A,9/29/1999,CERA,81,
N,6584,G14805,BA,  434,G14805,BA,  434,Devon Louisiana Corporation,01777,POE,8/17/1999,X,12/22/1999,CERA,80,
N,6585,G14864,HI,  141,G14864,HI,  141,"IP Petroleum Company, Inc.",01001,POE,8/17/1999,A,9/21/1999,CERA,50,
S,5056,G02226,WC,  534,G02226,WC,  534,"PennzEnergy Exploration and Production, L.L.C.",02332,DOCD,8/17/1999,A,9/28/1999,CERA,177,
N,6581,,,,G18064,GI,   30,El Paso Production GOM Inc.,01138,DOCD,8/16/1999,A,10/20/1999,CERA,77,
N,6581,G18064,GI,   30,G18064,GI,   30,El Paso Production GOM Inc.,01138,DOCD,8/16/1999,A,10/20/1999,CERA,77,
N,6581,G18065,GI,   31,G18064,GI,   30,El Paso Production GOM Inc.,01138,DOCD,8/16/1999,A,10/20/1999,CERA,77,
R,3335,,,,G01618,SP,   89,Marathon Oil Company,00724,DOCD,8/13/1999,A,10/6/1999,CERA,400,
N,6580,G21095,VR,  306,G21095,VR,  306,"IP Petroleum Company, Inc.",01001,POE,8/13/1999,A,10/22/1999,CERA,202,
R,3336,,,,G07799,SP,   87,Marathon Oil Company,00724,DOCD,8/13/1999,A,9/15/1999,CERA,370,
N,6577,G18352,GC,  281,G18352,GC,  281,Chevron U.S.A. Inc.,00078,POE,8/12/1999,A,10/1/1999,CERA,2875,
N,6577,G18352,GC,  281,G18352,GC,  281,Chevron U.S.A. Inc.,00078,POE,8/12/1999,A,10/1/1999,CERA,2650,
N,6577,G18352,GC,  281,G18352,GC,  281,Chevron U.S.A. Inc.,00078,POE,8/12/1999,A,10/1/1999,CERA,2800,
S,5051,G02163,GI,   94,G02163,GI,   94,"Vastar Resources, Inc.",01855,DOCD,8/12/1999,A,10/18/1999,CERA,210,
N,6578,G14557,GI,   72,G14555,GI,   63,Walter Oil & Gas Corporation,00730,DOCD,8/12/1999,A,9/22/1999,CERA,116,
N,6575,G17776,WC,  284,G17776,WC,  284,"EP Energy Management, L.L.C.",00491,POE,8/12/1999,C,10/20/1999,CERA,98,
S,5054,G01529,SS,  252,G01529,SS,  252,Walter Oil & Gas Corporation,00730,POE,8/12/1999,A,9/20/1999,CERA,168,
N,6588,G21126,GI,  109,G21126,GI,  109,Walter Oil & Gas Corporation,00730,POE,8/12/1999,A,9/27/1999,CERA,280,
N,6578,,,,G14555,GI,   63,Walter Oil & Gas Corporation,00730,DOCD,8/12/1999,A,9/22/1999,CERA,116,
N,6574,G18402,GC,  608,G18402,GC,  608,Anadarko Petroleum Corporation,00981,POE,8/12/1999,A,2/11/2000,,4315,
N,6574,G18402,GC,  608,G18402,GC,  608,Anadarko Petroleum Corporation,00981,POE,8/12/1999,A,2/11/2000,,4330,
R,3337,,,,G03091,MI,  632,Exxon Mobil Corporation,00276,DOCD,8/12/1999,A,11/2/1999,CERA,69,
N,6578,G14558,GI,   73,G14555,GI,   63,Walter Oil & Gas Corporation,00730,DOCD,8/12/1999,A,9/22/1999,CERA,116,
N,6577,G18352,GC,  281,G18352,GC,  281,Chevron U.S.A. Inc.,00078,POE,8/12/1999,A,10/1/1999,CERA,2950,
N,6575,G17776,WC,  284,G17776,WC,  284,"EP Energy Management, L.L.C.",00491,POE,8/12/1999,C,10/20/1999,CERA,105,
N,6576,G20693,EB,  303,G20693,EB,  303,"EP Energy Management, L.L.C.",00491,POE,8/12/1999,X,4/6/2001,CERA,1550,
N,6574,G18402,GC,  608,G18402,GC,  608,Anadarko Petroleum Corporation,00981,POE,8/12/1999,A,2/11/2000,,4285,
N,6574,G18402,GC,  608,G18402,GC,  608,Anadarko Petroleum Corporation,00981,POE,8/12/1999,A,2/11/2000,,4335,
S,5052,G09086,HI,  200,G09086,HI,  200,Walter Oil & Gas Corporation,00730,POE,8/12/1999,A,9/21/1999,CERA,50,
R,3333,G15610,GC,  782,G15610,GC,  782,BP Exploration & Oil Inc.,01680,POE,8/12/1999,A,9/17/1999,CERA,4423,
N,6588,G21126,GI,  109,G21126,GI,  109,Walter Oil & Gas Corporation,00730,POE,8/12/1999,A,9/27/1999,CERA,278,
S,5053,G00958,EC,  195,G00958,EC,  195,Forcenergy Inc,01832,POE,8/12/1999,A,10/13/1999,,1,
N,6588,G21126,GI,  109,G21126,GI,  109,Walter Oil & Gas Corporation,00730,POE,8/12/1999,A,9/27/1999,CERA,276,
N,6574,G18402,GC,  608,G18402,GC,  608,Anadarko Petroleum Corporation,00981,POE,8/12/1999,A,2/11/2000,,4307,
N,6578,G14555,GI,   63,G14555,GI,   63,Walter Oil & Gas Corporation,00730,DOCD,8/12/1999,A,9/22/1999,CERA,116,
N,6573,G19893,VK,  158,G16536,VK,  114,Chevron U.S.A. Inc.,00078,DOCD,8/10/1999,A,10/5/1999,CERA,98,
N,6572,G21125,GI,  103,G21125,GI,  103,"Westport Oil and Gas Company, L.P.",02148,POE,8/9/1999,A,10/26/1999,CERA,279,
S,5049,G02225,WC,  533,G02225,WC,  533,PennzEnergy Company,00167,DOCD,8/9/1999,A,10/6/1999,CERA,174,
N,6571,G18569,AT,  336,G18569,AT,  336,The Louisiana Land and Exploration Company,00083,POE,8/9/1999,A,10/22/1999,CERA,6120,
N,6571,G18569,AT,  336,G18569,AT,  336,The Louisiana Land and Exploration Company,00083,POE,8/9/1999,A,10/22/1999,CERA,6270,
N,6572,G21125,GI,  103,G21125,GI,  103,"Westport Oil and Gas Company, L.P.",02148,POE,8/9/1999,A,10/26/1999,CERA,278,
N,6571,G18569,AT,  336,G18569,AT,  336,The Louisiana Land and Exploration Company,00083,POE,8/9/1999,A,10/22/1999,CERA,6170,
N,6571,G18569,AT,  336,G18569,AT,  336,The Louisiana Land and Exploration Company,00083,POE,8/9/1999,A,10/22/1999,CERA,6410,
S,5050,G13367,GB,  161,G13367,GB,  161,"PennzEnergy Exploration and Production, L.L.C.",02332,DOCD,8/9/1999,A,9/17/1999,CERA,970,
N,6571,G18569,AT,  336,G18569,AT,  336,The Louisiana Land and Exploration Company,00083,POE,8/9/1999,A,10/22/1999,CERA,6280,
N,6571,G18569,AT,  336,G18569,AT,  336,The Louisiana Land and Exploration Company,00083,POE,8/9/1999,A,10/22/1999,CERA,6225,
S,5049,G02224,WC,  532,G02225,WC,  533,PennzEnergy Company,00167,DOCD,8/9/1999,A,10/6/1999,CERA,174,
S,5050,G13368,GB,  162,G13367,GB,  161,"PennzEnergy Exploration and Production, L.L.C.",02332,DOCD,8/9/1999,A,9/17/1999,CERA,970,
S,5048,G02601,EI,   57,G02601,EI,   57,Bois d'Arc Offshore Ltd.,02268,POE,8/6/1999,A,9/15/1999,CERA,10,
S,5047,G05056,MO,  822,G05056,MO,  822,Mobil Exploration and Producing North America Inc.,01055,DOCD,8/5/1999,A,1/7/2000,CERA,54,
S,5047,G05056,MO,  822,G05056,MO,  822,Mobil Exploration and Producing North America Inc.,01055,DOCD,8/5/1999,A,1/7/2000,CERA,46,
S,5047,G05056,MO,  822,G05056,MO,  822,Mobil Exploration and Producing North America Inc.,01055,DOCD,8/5/1999,A,1/7/2000,CERA,51,
R,3330,G20114,GC,  955,G20114,GC,  955,Statoil Exploration (US) Inc.,01247,POE,8/5/1999,A,9/7/1999,CERA,6630,
S,5047,,,,G05056,MO,  822,Mobil Exploration and Producing North America Inc.,01055,DOCD,8/5/1999,A,1/7/2000,CERA,50,
R,3330,G20114,GC,  955,G20114,GC,  955,Statoil Exploration (US) Inc.,01247,POE,8/5/1999,A,9/7/1999,CERA,6510,
N,6570,,,,G07995,GC,  158,Shell Offshore Inc.,00689,DOCD,8/4/1999,A,5/11/2000,SEAD,2985,
N,6568,G20800,GB,  841,G20800,GB,  841,Samedan Oil Corporation,00185,POE,8/4/1999,A,9/10/1999,,4100,
N,6569,G14205,EB,  602,G14205,EB,  602,Anadarko US Offshore LLC,02219,POE,8/4/1999,A,8/19/1999,CERA,3650,
R,3328,,,, 00374,MP,   41,Chevron U.S.A. Inc.,00078,DOCD,8/4/1999,A,8/18/1999,CERA,1,
R,3329,G13159,GC,   69,G13159,GC,   69,Shell Deepwater Development Inc.,02139,POE,8/4/1999,A,11/17/1999,CERA,1420,
S,5046,G15078,WC,  300,G15078,WC,  300,Chieftain International (U.S.) Inc.,01385,POE,8/4/1999,A,8/31/1999,CERA,46,
N,6570,G07995,GC,  158,G07995,GC,  158,Shell Offshore Inc.,00689,DOCD,8/4/1999,A,5/11/2000,SEAD,2985,
N,6569,G14205,EB,  602,G14205,EB,  602,Anadarko US Offshore LLC,02219,POE,8/4/1999,A,8/19/1999,CERA,3590,
N,6569,G14205,EB,  602,G14205,EB,  602,Anadarko US Offshore LLC,02219,POE,8/4/1999,A,8/19/1999,CERA,3680,
N,6570,G07998,GC,  202,G07995,GC,  158,Shell Offshore Inc.,00689,DOCD,8/4/1999,A,5/11/2000,SEAD,2985,
S,5044,G05499,EI,  202,G05499,EI,  202,Newfield Exploration Company,01364,DOCD,8/3/1999,A,9/17/1999,CERA,109,
N,6567,G16662,MC,  943,G16662,MC,  943,BHP Billiton Petroleum (GOM) Inc.,02010,POE,8/3/1999,A,11/2/1999,,4240,
N,6567,G16662,MC,  943,G16662,MC,  943,BHP Billiton Petroleum (GOM) Inc.,02010,POE,8/3/1999,A,11/2/1999,,4318,
N,6567,G16662,MC,  943,G16662,MC,  943,BHP Billiton Petroleum (GOM) Inc.,02010,POE,8/3/1999,A,11/2/1999,,4437,
S,5045,,,,G14159,HI,  154,Union Oil Company of California,00003,DOCD,8/3/1999,A,9/22/1999,CERA,53,
S,5045,G03236,HI,  179,G14159,HI,  154,Union Oil Company of California,00003,DOCD,8/3/1999,A,9/22/1999,CERA,53,
S,5045,G15778,HI,  178,G14159,HI,  154,Union Oil Company of California,00003,DOCD,8/3/1999,A,9/22/1999,CERA,53,
N,6567,G15522,MC,  944,G15522,MC,  944,BHP Billiton Petroleum (GOM) Inc.,02010,POE,8/3/1999,A,11/2/1999,,4544,
S,5044,,,,G05499,EI,  202,Newfield Exploration Company,01364,DOCD,8/3/1999,A,9/17/1999,CERA,109,
S,5044,,,,G05499,EI,  202,Newfield Exploration Company,01364,DOCD,8/3/1999,A,9/17/1999,CERA,118,
N,6567,G16662,MC,  943,G16662,MC,  943,BHP Billiton Petroleum (GOM) Inc.,02010,POE,8/3/1999,A,11/2/1999,,4360,
N,6566,G19732,EC,   65,G19732,EC,   65,"Stone Energy, L.L.C.",02018,POE,8/2/1999,A,9/20/1999,CERA,55,
S,5043,G12027,PL,    5,G12027,PL,    5,Bois d'Arc Offshore Ltd.,02268,POE,8/2/1999,A,10/27/1999,,37,
S,5043,G12027,PL,    5,G12027,PL,    5,Bois d'Arc Offshore Ltd.,02268,POE,8/2/1999,A,10/27/1999,,35,
N,6565,G14870,HI,  202,G14870,HI,  202,Mariner Gulf of Mexico LLC,02169,POE,7/30/1999,A,8/31/1999,CERA,36,
