Segment Number,Originating Id Name,Originating Area Code,Originating Block Number,Originating Lease Number,Receiving Id Name,Receiving Area Code,Receiving Block Number,Receiving Lease Number,Approved Date,Install Date,Status Code,Pipeline Size Code,ROW Number,Production Code,Facility Operator,Operator,Max Water Depth (feet),Max Allowable Operating Pressure,Cathodic Code,Pipeline ROW Seg Status Code,Pipeline ROW Permit,ROW Holder,Segment Length,Authority,Bidirectional,Out of Service Date,Temporary Cessation of Operations Date,Flush and Fill Date,Abandonment Approval Date,Abandonment Date
12788,B,WC,  498,G03520,D,WC,  498,G03520,3/26/2001,,CNCL,02,,LIFT,00491,"EP Energy Management, L.L.C.",164,1440,A,,,,6797,DOI,N,,,,,
12789,A,WC,  598,G17815,A,WC,  599,G14348,12/6/2000,2/20/2001,ABN,08,,BLKG,02237,"Noble Energy, Inc.",270,2220,A,,,,18051,DOI,N,,,,9/28/2010,7/8/2011
12790,A,HI,  139,G03235,12 SSTI,HI,  139,G03235,1/16/2001,3/14/2001,ABN,04,,G/C,02560,"Dunhill Resources, Inc.",53,1200,A,,,,7573,DOI,N,7/15/2002,,,8/2/2004,8/25/2004
12791,CAP,VR,  102,G03393,08 SSTI,VR,  101, 00564,,,CNCL,08,G03880,GAS,00011,"Transcontinental Gas Pipe Line Company, LLC",65,1440,A,RELQ,00011,"Transcontinental Gas Pipe Line Company, LLC",8147,DOI,N,,,,,
12792,SB,ST,   23, 00166,CC,ST,   23, 00166,,,CNCL,08,,BLKO,03481,"Cantium, LLC",56,,A,,,,7083,DOI,N,,,,,
12793,C,HI,  176,G27509,10 SSTI,HI,  176,G27509,2/15/2001,3/5/2001,ABN,08,,G/C,00064,Hunt Oil Company,55,1440,A,,,,245,DOI,N,,,,3/10/2008,8/5/2011
12794,B,HI,A 510,G17188,A,HI,A 531,G02696,3/13/2001,5/2/2001,ABN,04,G22397,BLKG,03035,Fieldwood Energy Offshore LLC,198,3705,A,RELQ,03035,Fieldwood Energy Offshore LLC,18080,DOI,N,5/2/2016,7/31/2015,,1/26/2018,5/26/2018
12795,Platform B,HI,A 510,G17188,Platform A,HI,A 531,G02696,3/13/2001,5/2/2001,ABN,04,G22398,BLKG,00064,Hunt Oil Company,198,2592,A,RELQ,02557,"Hunt Chieftain Development, L.P.",18080,DOI,N,3/31/2004,,4/20/2005,11/13/2014,8/4/2016
12796,A,HI,A 531,G02696,B,HI,A 510,G17188,3/13/2001,5/2/2001,ABN,02,G22399,LIFT,03035,Fieldwood Energy Offshore LLC,198,1480,A,RELQ,03035,Fieldwood Energy Offshore LLC,18080,DOI,N,5/2/2016,7/31/2015,,1/26/2018,5/26/2018
12797,A,EI,  189,G16357,B,EI,  189, 00423,2/14/2001,5/11/2001,ABN,04,G22146,BLKG,00064,Hunt Oil Company,66,3705,A,RELQ,02557,"Hunt Chieftain Development, L.P.",10777,DOI,N,1/25/2004,4/25/2009,5/27/2005,12/3/2004,5/28/2005
12798,A,EI,  189,G16357,B,EI,  189, 00423,2/14/2001,5/12/2001,ABN,04,G22147,BLKG,00064,Hunt Oil Company,66,3705,A,RELQ,02557,"Hunt Chieftain Development, L.P.",10774,DOI,N,1/25/2004,4/25/2009,5/27/2005,6/8/2005,6/28/2004
12799,B,EI,  189, 00423,A,EI,  189,G16357,2/14/2001,5/10/2001,ABN,02,G22148,LIFT,00064,Hunt Oil Company,66,1480,A,RELQ,02557,"Hunt Chieftain Development, L.P.",10777,DOI,N,1/25/2004,,5/27/2005,3/14/2005,5/28/2005
12800,SSW#05,MC,  321,G06946,A,MC,  365,G05841,3/14/2001,8/18/2001,COMB,04,G22144,BLKG,00730,Walter Oil & Gas Corporation,621,5000,A,RELQ,00730,Walter Oil & Gas Corporation,0,DOI,N,,,,,
12801,#028,SP,   27, 00352,#37,SP,   27,S01011,,,ABN,03,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12802,#028,SP,   27, 00352,VV,SP,   28, 00693,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,8/14/2008,9/6/2002
12803,Well #038,SP,   28, 00353,Platform M,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,1,,,,,2500,DOI,,,,,9/10/1999,8/23/1999
12804,Well #038,SP,   28, 00353,Platform M,SP,   28,S01012,,,PABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,,
12805,Well No. 38,SP,   28, 00353,Caisson No. 102,SP,   28, 00353,,,ABN,03,,LIFT,03368,"Whitney Oil & Gas, LLC",65,1440,,,,,877,DOI,,8/26/2005,,,2/20/2013,9/20/2016
12806,#040,SP,   28, 00353,#50,SP,   28, 00353,,,ABN,03,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,1664,DOI,,,,,9/14/2011,9/22/2011
12807,#042,SP,   28, 00353,M,SP,   28,S01012,,,ABN,04,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12808,Caisson #049,SP,   28, 00353,Caisson #3,SP,   28, 00694,,,ACT,03,,LIFT,03368,"Whitney Oil & Gas, LLC",27,,,,,,1298,DOI,,6/30/2005,,,1/15/2015,
12809,Caisson #049,SP,   28, 00353,Platform TT,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,1,,,,,2000,DOI,,8/29/2005,,7/28/2016,5/12/2016,10/19/2016
12810,#053,SP,   28, 00353,#110,SP,   28, 00353,,,ABN,03,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,9/14/2011,11/28/2011
12811,#053,SP,   28, 00353,T,SP,   28, 00353,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12812,#058,SP,   28, 00353,M,SP,   27,S01011,,,ABN,08,,OIL,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12813,Well No. 058,SP,   28, 00353,Well No. 229,SP,   28, 00353,,,ABN,03,,LIFT,03368,"Whitney Oil & Gas, LLC",40,1440,,,,,1699,DOI,,,,8/27/2016,2/4/2013,9/19/2016
12814,#059,SP,   28, 00353,#68,SP,   28, 00694,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,,8/30/2002
12815,#60,SP,   28, 00353,#59,SP,   28, 00353,,,ABN,04,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,5000,DOI,Y,,,,7/25/2012,8/22/2012
12816,Well #102,SP,   28, 00353,Platform T,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,9/8/1999,9/10/1999,9/10/1999
12817,Well #102,SP,   28, 00353,Platform T,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,10/8/1998,,9/8/1999,9/10/1999,9/10/1999
12818,#102,SP,   28, 00353,T,SP,   28, 00353,,,ABN,04,,,00689,Shell Offshore Inc.,40,1,,,,,3200,DOI,,,,,9/10/1999,9/8/1999
12819,Caisson #102,SP,   28, 00353,Caisson #210,SP,   28,S01012,,,ABN,03,,LIFT,03368,"Whitney Oil & Gas, LLC",27,1,,,,,400,DOI,,8/29/2005,,9/2/2016,5/12/2016,9/20/2016
12820,Caisson #102,SP,   28, 00353,Platform T,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,1,,,,,3200,DOI,,8/29/2005,,8/6/2016,5/12/2016,10/18/2016
12821,#102,SP,   28, 00353,#38,SP,   28, 00353,,,ABN,03,,BLKG,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12822,Well #110,SP,   28, 00353,Platform T,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,1,,,,,1700,DOI,,,,7/19/1999,9/10/1999,9/10/1999
12823,Caisson #130,SP,   28, 00353,Platform MM,SP,   27,S01011,,,PABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",45,1,,,,,1700,DOI,,6/8/2011,,,3/21/2016,
12824,Caisson #130,SP,   28, 00353,Platform MM,SP,   27,S01011,,,PABN,04,,LIFT,03368,"Whitney Oil & Gas, LLC",45,1,,,,,1700,DOI,,6/8/2011,,,3/21/2016,
12825,Well #160,SP,   28, 00353,Well #235,SP,   28, 00353,,,ABN,02,,H2O,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,7/14/1999,9/10/1999,7/16/1999
12826,Caisson #160,SP,   28, 00353,Caisson #39,SP,   28,S01012,,,ABN,03,,H2O,03368,"Whitney Oil & Gas, LLC",27,1,,,,,1500,DOI,,10/28/2011,,8/26/2016,5/12/2016,9/17/2016
12827,Caisson #160,SP,   28, 00353,Well #66,SP,   28,S01012,,,ABN,03,,LIFT,03368,"Whitney Oil & Gas, LLC",27,1,,,,,750,DOI,,8/29/2005,,8/26/2016,5/12/2016,9/17/2016
12828,Well #201,SP,   28, 00353,?,SP,   28, 00353,,,CNCL,04,,BLKG,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,,
12829,Well #201,SP,   28, 00353,?,SP,   28, 00353,,,CNCL,04,,BLKG,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,,
12830,#220,SP,   28, 00353,#13,SP,   28,S01012,,,ABN,04,,H2O,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12831,Platform T,SP,   28, 00353,FWKO3,SP,   28,S01012,,,PABN,10,,OIL,03368,"Whitney Oil & Gas, LLC",27,1440,,,,,4500,DOI,,8/29/2005,,,5/12/2016,
12832,Platform T,SP,   28, 00353,Platform JJ,SP,   23,S01007b,,,ACT,10,,OIL,03368,"Whitney Oil & Gas, LLC",27,1440,,,,,50,DOI,,,,,,
12833,T,SP,   28, 00353,TT,SP,   28, 00353,,,ABN,06,,OIL,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12834,Platform T,SP,   28, 00353,Well #257,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,1,,,,,1300,DOI,,8/29/2005,,9/14/2016,5/12/2016,10/16/2016
12835,T,SP,   28, 00353,#42,SP,   28, 00353,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,4042,DOI,Y,12/27/1998,,,7/20/2012,10/4/2012
12836,Platform T,SP,   28, 00353,Well #54,SP,   28, 00353,,,ABN,04,,LIFT,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,9/10/1999,8/1/1999
12837,Platform T,SP,   28, 00353,Well #110,SP,   28, 00353,,,ABN,04,,LIFT,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,7/19/1999,9/10/1999,7/24/1999
12838,Platform T,SP,   28, 00353,Well #50,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,9/7/1999,9/10/1999,9/10/1999
12839,T,SP,   28, 00353,#110,SP,   28, 00353,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12840,T,SP,   28, 00353,#55,SP,   28, 00353,,,ABN,04,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,3839,DOI,,8/26/2005,,,7/20/2012,10/4/2012
12841,T,SP,   28, 00353,FWKO,SP,   28,S01012,,,ABN,06,,OIL,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12842,Platform T,SP,   28, 00353,Platform K,SP,   23,S01012,,,PABN,06,,OIL,03368,"Whitney Oil & Gas, LLC",27,1,,,,,4500,DOI,,8/29/2005,,,5/12/2016,
12843,Platform K,SP,   28,S01012,Platform T,SP,   28, 00353,,,ACT,06,,OIL,03368,"Whitney Oil & Gas, LLC",36,1440,,,,,,DOI,,,,,,
12844,Platform T,SP,   28, 00353,Well No. 54,SP,   28, 00353,,,ABN,04,,LIFT,03368,"Whitney Oil & Gas, LLC",38,1440,,,,,3712,DOI,,5/13/2001,,,2/20/2013,10/17/2016
12845,T,SP,   28, 00353,#58,SP,   28, 00353,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12846,Platform T,SP,   28, 00353,Caisson #39,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",36,1,,,,,3000,DOI,,10/28/2011,,10/17/2016,8/2/2016,10/17/2016
12847,Platform T,SP,   28, 00353,Caisson #47,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,1,,,,,800,DOI,,12/7/1998,,9/2/2016,5/17/2016,10/16/2016
12848,Platform T,SP,   28, 00353,#50,SP,   28, 00353,,,ABN,04,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,9/14/2011,11/28/2011
12849,T,SP,   28, 00353,#53,SP,   28, 00353,,,ABN,04,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,12/3/2001,,,7/25/2012,10/4/2012
12850,Platform T,SP,   28, 00353,Well #49,SP,   28, 00353,,,ABN,03,,LIFT,03368,"Whitney Oil & Gas, LLC",27,1,,,,,2000,DOI,,8/29/2005,,9/18/2016,5/17/2016,10/16/2016
12851,T,SP,   28, 00353,#51,SP,   28, 00353,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12852,Platform T,SP,   28, 00353,Well #52,SP,   28,S01012,,,ACT,03,,LIFT,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,9/10/1999,
12853,Platform T,SP,   28, 00353,Well #19,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,7/17/1999,9/10/1999,7/25/1999
12854,Platform T,SP,   28, 00353,Well #59,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,1,,,,,3000,DOI,,9/22/2012,,8/5/2016,5/17/2016,10/18/2016
12855,Platform T,SP,   28, 00353,Well #66,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,9/10/1999,7/25/1999
12856,T,SP,   28, 00353,#51,SP,   28, 00353,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12857,T,SP,   28, 00353,#49,SP,   28, 00353,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12858,T,SP,   28, 00353,?,SP,   28, 00353,,,ABN,04,,BLKG,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12859,Platform T,SP,   28, 00353,Platform TT,SP,   28, 00353,,,ABN,06,,H2O,03368,"Whitney Oil & Gas, LLC",27,1,,,,,220,DOI,,3/2/1999,,7/29/2016,5/17/2016,10/20/2016
12860,Platform T,SP,   28, 00353,Well #39,SP,   28,S01012,,,ABN,04,,H2O,03368,"Whitney Oil & Gas, LLC",27,1,,,,,3000,DOI,,3/9/1999,,,5/17/2016,10/16/2016
12861,T,SP,   28, 00353,TT,SP,   28, 00353,,,ABN,04,,OIL,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12862,T,SP,   28, 00353,TT,SP,   28, 00353,,,ABN,04,,OIL,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12863,Platform T,SP,   28, 00353,VP6,SP,   28,S01012,,,PABN,20,,OIL,03368,"Whitney Oil & Gas, LLC",27,15000,,,,,4400,DOI,,8/29/2005,,,5/17/2016,
12864,T,SP,   28, 00353,TT,SP,   28, 00353,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12865,Platform T,SP,   28, 00353,Platform TT,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,1,,,,,220,DOI,,8/29/2005,,8/13/2016,5/17/2016,10/19/2016
12866,Platform T,SP,   28, 00353,Platform TT,SP,   28, 00353,,,ABN,02,,LIFT,03368,"Whitney Oil & Gas, LLC",27,1,,,,,220,DOI,,8/29/2005,,8/6/2016,5/17/2016,10/20/2016
12867,Platform T,SP,   28, 00353,Platform TT,SP,   28, 00353,,,ABN,06,,OIL,03368,"Whitney Oil & Gas, LLC",27,1,,,,,220,DOI,,8/29/2005,,8/13/2016,5/17/2016,10/20/2016
12868,T,SP,   28, 00353,TT,SP,   28, 00353,,,ABN,04,,OIL,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12869,T,SP,   28, 00353,TT,SP,   28, 00353,,,ABN,06,,OIL,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12870,Platform TT,SP,   28, 00353,Platform T,SP,   28, 00353,,,ABN,04,,LIFT,03368,"Whitney Oil & Gas, LLC",27,1,,,,,220,DOI,Y,8/29/2005,,8/7/2016,5/17/2016,10/19/2016
12871,Platform T,SP,   28, 00353,Platform TT,SP,   28, 00353,,,ABN,12,,OIL,03368,"Whitney Oil & Gas, LLC",27,15000,,,,,220,DOI,,8/29/2005,,8/13/2016,5/17/2016,10/20/2016
12872,Platform TT,SP,   28, 00353,Platform JJ,SP,   23,S01007b,,,PABN,08,,H2O,03368,"Whitney Oil & Gas, LLC",27,1,,,,,4600,DOI,,8/29/2005,,,6/1/2016,
12873,Platform TT,SP,   28, 00353,Caisson #261,SP,   28,S01012,,,ABN,06,,H2O,03368,"Whitney Oil & Gas, LLC",27,1,,,,,1200,DOI,,8/29/2005,,8/26/2016,6/1/2016,10/21/2016
12874,Platform TT,SP,   28, 00353,Caisson #52,SP,   28,S01012,,,ABN,04,,H2O,03368,"Whitney Oil & Gas, LLC",27,1,,,,,500,DOI,,8/29/2005,,7/29/2016,6/1/2016,10/20/2016
12875,Platform TT,SP,   28, 00353,Well #235,SP,   28, 00353,,,PABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,,
12876,TT,SP,   28, 00353,#66,SP,   28,S01012,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12877,Platform TT,SP,   28, 00353,Well #168,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,9/10/1999,7/29/1999
12878,Platform TT,SP,   28, 00353,Caisson #168,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",36,1,,,,,1900,DOI,,8/29/2005,,9/3/2016,8/12/2016,10/21/2016
12879,Platform TT,SP,   28, 00353,Caisson #168,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,9/10/1999,7/29/1999
12880,Platform TT,SP,   28, 00353,Caisson #168,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,9/10/1999,7/29/1999
12881,Platform TT,SP,   28, 00353,Well #235,SP,   28, 00353,,,PABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,,
12882,Platform TT,SP,   28, 00353,Caisson #168,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,9/10/1999,7/28/1999
12883,59,SP,   28, 00353,TT,SP,   28, 00353,,,ABN,06,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,4100,DOI,Y,,,,7/25/2012,9/29/2012
12884,Platform TT,SP,   28, 00353,Well #225,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,3329,DOI,,,,8/26/2016,11/12/2014,10/19/2016
12885,TT,SP,   28, 00353,#49,SP,   28, 00353,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12886,Platform TT,SP,   28, 00353,Well #40,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,1788,DOI,,,,8/2/1999,10/31/2014,8/13/1999
12887,Platform TT,SP,   28, 00353,Well #85,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,4629,DOI,,,,,11/12/2014,8/14/1999
12888,Platform TT,SP,   28, 00353,Well #85,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,4593,DOI,,,,,11/12/2014,8/14/1999
12889,Platform TT,SP,   28, 00353,Well #52,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,9/10/1999,8/12/1999
12890,Platform TT,SP,   28, 00353,Well #19,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,1738,DOI,,,,,11/12/2014,8/15/1999
12891,Platform TT,SP,   28, 00353,Well #19,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,1714,DOI,,,,7/9/1999,11/12/2014,7/17/1999
12892,Platform TT,SP,   28, 00353,Well #160,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",40,1,,,,,3200,DOI,,8/29/2005,,8/26/2016,8/12/2016,10/19/2016
12893,Platform TT,SP,   28, 00353,Well #128,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,4823,DOI,,,,7/11/1999,11/12/2014,7/17/1999
12894,Platform TT,SP,   28, 00353,Well #128,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,4965,DOI,,,,8/4/1999,11/12/2014,8/10/1999
12895,Platform TT,SP,   28, 00353,Well #26,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,2664,DOI,,,,8/2/1999,11/12/2014,8/13/1999
12896,Platform TT,SP,   28, 00353,Well #66,SP,   28,S01012,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,4243,DOI,,,,7/18/1999,11/12/2014,1/9/2017
12897,Platform TT,SP,   28, 00353,Well #3,SP,   28, 00694,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,1513,DOI,,,,8/3/1999,10/29/2014,8/11/1999
12898,Platform TT,SP,   28, 00353,Well #40,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,2184,DOI,,,,8/2/1999,10/31/2014,9/6/2000
12899,TT,SP,   28, 00353,#40,SP,   28, 00353,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,10/31/2014,9/30/2003
12900,TT,SP,   28, 00353,#53,SP,   28, 00353,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12901,Platform TT,SP,   28, 00353,Well #53,SP,   28, 00353,,,ABN,04,,BLKO,03368,"Whitney Oil & Gas, LLC",27,,,,,,3723,DOI,,,,,10/31/2014,8/11/1999
12902,Platform TT,SP,   28, 00353,Well #60,SP,   28, 00353,,,ABN,04,,LIFT,03368,"Whitney Oil & Gas, LLC",27,,,,,,2036,DOI,,,,7/19/1999,10/31/2014,8/14/1999
12903,#005,SP,   27, 00693,#8,SP,   28, 00694,,,ABN,04,,H2O,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,8/14/2008,9/30/2003
12904,#005,SP,   27, 00693,#13,SP,   28, 00694,,,ABN,03,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,8/14/2008,9/30/2003
12905,Caisson #11,SP,   28, 00693,Platform VV,SP,   28, 00694,,,ABN,06,,BLKG,03368,"Whitney Oil & Gas, LLC",27,,,,,,5524,DOI,,,,,10/21/2014,10/31/2016
12906,Well #001,SP,   28, 00694,Well #8,SP,   28, 00694,,,ABN,03,,LIFT,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,,8/1/1999
12907,#002,SP,   28, 00694,V,SP,   28, 00694,,,ABN,04,,BLKG,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,8/14/2008,9/30/2003
12908,#003,SP,   28, 00694,Z,SP,   28, 00694,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/30/2003
12909,Well #006,SP,   28, 00694,?,SP,   28, 00694,,,ABN,04,,BLKG,03368,"Whitney Oil & Gas, LLC",27,,,,,,,DOI,,,,,,7/1/1999
12910,Caisson #008,SP,   28, 00694,Caisson #13,SP,   28, 00694,,,ABN,06,,BLKG,03368,"Whitney Oil & Gas, LLC",27,1,,,,,1450,DOI,,8/29/2005,,9/5/2016,6/1/2016,10/9/2016
12911,Platform VV,SP,   28, 00694,Platform MM,SP,   27,S01011,,,ACT,04,,BLKG,03368,"Whitney Oil & Gas, LLC",27,800,,,,,4480,DOI,,,,,,
12912,Caisson #09,SP,   28, 00694,Caisson #149,SP,   28, 00694,,,ABN,03,,LIFT,03368,"Whitney Oil & Gas, LLC",27,,,,,,555,DOI,,2/28/2005,,,7/20/2012,10/8/2016
12913,Well #10,SP,   28, 00694,Well #122,SP,   28, 00694,,,ABN,03,,BLKO,03368,"Whitney Oil & Gas, LLC",27,1,,,,,600,DOI,,8/29/2005,,,6/1/2016,9/24/2016
12914,#012,SP,   28, 00694,V,SP,   28, 00694,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,8/14/2008,9/6/2002
12915,#013,SP,   28, 00694,#21,SP,   28, 00694,,,ABN,06,,H2O,02266,"EPL Oil & Gas, LLC",27,1440,,,,,,DOI,,,,,8/14/2008,9/30/2003
12916,#016,SP,   28, 00694,#29,SP,   28, 00694,,,ABN,03,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,10/8/1998,,,8/14/2008,8/30/2002
12917,#018,SP,   28, 00694,V,SP,   28, 00694,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,8/14/2008,9/30/2003
12918,#020,SP,   28, 00694,#93,SP,   28, 00694,,,ABN,03,,LIFT,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/21/2002
12919,#020,SP,   28, 00694,V,SP,   28, 00694,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,8/14/2008,9/6/2002
12920,#023,SP,   28, 00694,Z,SP,   28, 00694,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,,9/6/2002
12921,#033,SP,   28, 00694,#60,SP,   28, 00694,,,ABN,06,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,8/14/2008,9/6/2002
12922,#068,SP,   28, 00694,Z,SP,   28, 00694,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",27,,,,,,,DOI,,,,,6/10/2003,9/6/2002
