ROW Number,MMS Company Number,Company Name,ROW Effective Date,Termination Date,ROW Status Code,WCD Volume,ROW Description
G22130,01796,"Manta Ray Gathering Company, L.L.C.",3/30/2001,,ACT,0,"A 200 foot wide right-of-way to operate and maintain a 20-inch pipeline 79.78 miles in length to transport bulk gas from a PLET in Block 237, through Blocks 236, 192, 191, 147, 146, 102, 101, 57, 56, 12, and 11, in the Green Canyon Area, through Ewing Bank Area Block 981, through Blocks 388, 387, 386, and 370, through a flanged spool in Block 371, through Blocks 364, 365, 348, 347, 344, and 345, in the Eugene Island Area, through Blocks 319, 296, 295, 294, 273, 274, 269, 268, 251, 244, 243, 228, 219, 218, 205, and 206, to Platform DWPF in Block 207, in the Ship Shoal Area."
G22131,01364,Newfield Exploration Company,11/30/2000,3/12/2007,RELQ,,"A 4 1/2-inch pipeline to transport bulk gas from Newfield's Caisson No. 2 in Block 107, Lease OCS-G 15319, through Blocks 137 and 138, to Newfield's Platform ""D"" in Block 148, Lease OCS-G 01898, all being located in the South Timbalier Area."
G22132,00105,Apache Corporation,10/27/2000,7/31/2012,EXP,,"A 6 5/8-inch pipeline to transport bulk gas from the proposed ""A"" Platform ( Lease OCS-G 21700) to the Federal/State Boundary (Lease OCS-G 1366), all of which is located in Main Pass Block 7."
G22133,02589,"Merit Energy Company, LLC",11/20/2000,12/9/2005,EXP,,"a 4-inch bulk gas pipeline from Well #3, High Island 115, (OSC-G 18936) to Structure B, High Island 134, (OCS-G 06158). This P/L will tie into SN 12328 ""end to end"" at HI 134 B."
G22134,01819,ATP Oil & Gas Corporation,11/30/2000,7/22/2004,RELQ,,"A 4 1/2-inch pipeline to transport bulk gas from Caisson No. 1 in Block 63, Lease OCS-G 15167, to Platform ""A"" in Block 60, Lease OCS-G 02870, all being located in the Vermilion Area."
G22135,02851,"Apache Shelf, Inc.",11/20/2000,12/14/2010,RELQ,,"A pipeline Right-of-way 200-hundred feet in width to operate and maintain a 6-inch pipeline, 0.05 miles in length, to transport gas from Platform A to a 14-inch Subsea Tie-in with Segment Number 8370, all located in Matagorda Island Area Block 566."
G22136,00491,"EP Energy Management, L.L.C.",2/12/2001,7/13/2004,RELQ,,"an 8 5/8-inch pipeline to transport Gas/Condensate from Platform A in Block 523, Lease  OCS-G 19725, through Blocks 518, and 519,  to a subsea tie-in with Coastal Oil and Gas Corporations 8 5/8-inch pipeline (Segment No. 11469) in Block 498, Lease OCS-G 3520, all in the West Cameron Area."
G22137,00730,Walter Oil & Gas Corporation,11/9/2000,9/10/2003,EXP,,"A 6 5/8-inch pipeline to transport bulk gas from Subsea Well No. 1, located in Grand Isle Block 109 (Lease OCS-G 21126), through South Timbalier Blocks 257, 256, and 259, and terminating ""A"" Platform, located in South Timbalier Block 260 (Lease OCS-G 12037), and an associated umbilical banded to the pipeline."
G22138,01819,ATP Oil & Gas Corporation,2/8/2001,12/31/2003,EXP,,"a 3 1/2-inch pipeline to transport bulk gas, with attached umbilical, from proposed subsea Well #1, West Cameron 635, Lease OCS-G 21569, through West Cameron 634 & High Island A-370,  to Platform A, High Island A-371, Lease OCS-G 14200."
G22139,03295,Fieldwood Energy LLC,11/3/2000,,ACT,,"A 200-foot wide right-of-way to operate and maintain an 8 5/8-inch pipeline, 5.54 miles in length, to transport gas and condensate from Platform A in Block 189, through Block 190, to a subsea tie-in with 26-inch pipeline in Block 185, all located in Ship Shoal Area."
G22140,02899,Talos ERT LLC,3/15/2001,,ACT,,"A pipeline right-of-way 200-hundred feet (200') in width for the operation and maintenance of a 12 3/4-inch pipeline to 
transport oil from a PLET in Block 237, through Blocks 193, 194, 150, 151, 107, 63 to Platform A (Boxer) in Block 19, all located in Green Canyon Area.

"
G22141,02970,"Castex Offshore, Inc.",2/12/2001,,ACT,,"Pipeline Right-of-way (ROW) OCS-G 22141 is a 200-foot wide and approximately 4.30 miles (22,716 feet) long corridor associated with the 4-inch Pipeline Segment No. (PSN) 12785. The purpose of pipeline ROW OCS-G22141 is to maintain and operate PSN 12785 and to transport bulk oil from Caisson No. 3 in Block 76, through Block 77 to Platform A in Block 58, all in Ship Shoal Area.
"
G22142,02970,"Castex Offshore, Inc.",2/12/2001,,ACT,,"Pipeline Right-of-way (ROW) OCS-G22142 is a 200-foot wide and approximately 4.30 miles (22,725 feet) long corridor associated with the 3 1/2-inch Pipeline Segment No. (PSN) 12786.  The purpose of pipeline ROW OCS-22142 is to maintain and operate PSN 12786 and to transport lift gas from Platform A in Block 58, through Block 77 to Well No. 3 in Block 76, all in Ship Shoal Area."
G22143,00540,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,12/8/2000,,EXP,,"An existing 6 5/8-inch pipeline to transport bulk oil from a subsea manifold, located in Green Canyon Block 60 (Lease OCS-G14021), through Green Canyon Blocks 61 and 17, and terminating at ""A"" Platform, located in Green Canyon Block 18 (Lease OCS-G 4940)."
G22144,00730,Walter Oil & Gas Corporation,3/14/2001,9/28/2008,EXP,,"A 4 1/2-inch pipeline, with an attached 1 11/20-inch umbilical, to transport bulk gas from Walter Oil & Gas Corporation's Subsea Well No. 5 in Block 321, Lease OCS-G 06946, to Samedan Oil Corporation's Platform ""A"" in Block 365, Lease OCS-G 05841, all being located in the Mississippi Canyon Area."
G22145,01764,"Energy Resource Technology, Inc.",12/27/2000,6/17/2004,RELQ,,"an existing 6 5/8-inch pipeline to transport bulk gas from well number 7 to well number 2, all in Brazos Block 437 (unleased)."
G22146,02557,"Hunt Chieftain Development, L.P.",2/14/2001,9/30/2004,RELQ,,"A 4 1/2-inch pipeline to transport bulk gas from ""A"" Platform, located in Eugene Island Block 189 (Lease OCS-G 16357) to ""B"" Platform, located in Eugene Island Block 189 (Lease OCS 0423)."
G22147,02557,"Hunt Chieftain Development, L.P.",2/14/2001,9/30/2004,RELQ,,"A 4 1/2-inch pipeline to transport bulk gas from ""A"" Platform, located in Eugene Island Block 189 (Lease OCS-G 16357) to ""B"" Platform, located in Eugene Island Block 189 (Lease OCS 0423)."
G22148,02557,"Hunt Chieftain Development, L.P.",2/14/2001,9/30/2004,RELQ,,"A 2 3/8-inch gas lift pipeline from ""B"" Platform, located in Eugene Island Block 189 (Lease OCS 0423), to ""A"" Platform, located in Eugene Island Block 189 (Lease OCS-G 16357)."
G22149,02589,"Merit Energy Company, LLC",1/2/2001,3/29/2007,RELQ,,"A 4 1/2-inch pipeline to transport bulk gas from Transworld Exploration and Production, Inc.'s proposed Caisson No. 2 in Block 142, Lease OCS-G 16239, through Block 149, to Platform ""A"" in Block 148, Lease OCS-G 05370, all being located in the East Cameron Area."
G22376,03295,Fieldwood Energy LLC,1/26/2001,,ACT,,"A pipeline Right of Way two-hundred feet (200') in width and 5.07 miles in length for the operation and maintenance of a 4 1/2-inch pipeline with associated 4-inch umbilical to transport bulk gas from Subsea Well No. 1 (Pectin Well), Vioska Knoll 739, to Platform A, Main Pass 259.  This is the EAST line which includes the well jumper."
G22377,03295,Fieldwood Energy LLC,1/26/2001,,ACT,,"Pipeline Right-of-way (ROW) OCS-G 22377 is a 200-foot wide and approximately 5.09 miles (26,880') long corridor associated with the 4 1/2-inch Pipeline Segment Number (PSN 13099).  The purpose of pipeline ROW OCS-G 22377 is to maintain and operate PSN 13099 and to bulk gas from Subsea Well #1 (Pectin Well) in Block 739, Vioska Knoll Area to Platform A in Block 259, Main Pass Area.  (WEST line, including pigging loop)"
G22378,02894,"Bandon Oil and Gas, LP",12/8/2000,4/23/2010,RELQ,,"an existing 6 5/8-inch pipeline to transport oil from Platform A  to a 6-inch subsea tie-in (Right-of-way OCS-G 5120, Segment No. 11107), all in South Timbalier Block 196,  Lease OCS-G 19829."
G22379,02200,"Fairways Offshore Exploration, Inc.",8/10/2001,5/27/2011,RELQ,,"An existing 4 1/2-inch bulk gas pipeline (Segment No. 10691) from Platform ""A"" to a subsea tie-in with Fairways Specialty Sales & Service, Inc.'s 4 x 6-inch pipeline (Right-of-Way OCS-G 12366, Segment No. 10763), all being located in Galveston Block 319, Lease OCS-G 11315 (terminated)."
G22380,02589,"Merit Energy Company, LLC",12/19/2000,7/1/2011,RELQ,,"a 4 1/2-inch bulk gas pipeline from Eugene Island Block 288 Well No. 1, Lease OCS-G 16365, through Eugene Island Block 291, to Forest Oil Corp.'s Eugene Island Block 292 Platform B, Lease OCS-G 00994."
G22382,02899,Talos ERT LLC,12/29/2000,9/20/2004,RELQ,,"A 4 1/2-inch pipeline to transport bulk gas from Subsea Well No. 1 in Block A-441, Lease OCS-G 17179, through Block A-442, to Unocal's Platform ""A"" in Block A-443, Lease OCS-G 3241, all being located in the High Island Area."
G22383,03295,Fieldwood Energy LLC,1/26/2001,,ACT,,"A 200-foot wide right-of-way to operate and maintain a 4 1/2-inch pipeline, 0.60 miles in length, to transport gas from the Federal/State boundary to a subsea tie-in to a 26-inch pipeline, all of which are located in East Cameron Area Block 2."
G22384,00231,Pogo Producing Company,4/30/2001,10/9/2005,EXP,,"a 6 5/8-inch Bulk Gas pipeline  from a pipeline end termination skid in Block  705, Lease OCS-G 18273, through Block 661 in the Mississippi Canyon Area, through Ewing Bank Block 702, through Block 114, to British Borneo USA, Inc.'s Platform A in Block 115, Lease OCS-G 10873, in the Grand Isle Area."
G22385,00231,Pogo Producing Company,4/30/2001,10/9/2005,EXP,,"a 6 5/8-inch Bulk Gas pipeline from a pipeline end termination skid in Block  705, Lease OCS-G 18273,  through Block 661 in the Mississippi Canyon Area, through Ewing Bank Block 702, through Block 114, to British Borneo USA, Inc.'s Platform A in Block 115, Lease OCS-G 10873, in the Grand Isle Area, and an associated umbilical SN 13750 from Grand Isle Area 115 A Platform to Misssissippi Canyon Area 705."
G22386,01764,"Energy Resource Technology, Inc.",12/11/2000,4/16/2007,RELQ,,"existing Segment No. 10641, from Mobile Block 864 Platform B, Lease OCS-G 5064 to Mobile Block 863 Platform A, Lease OCS-G 5748."
G22387,01764,"Energy Resource Technology, Inc.",12/11/2000,4/16/2007,RELQ,,"A pipeline Right-of-way 200-hundred feet in width to operate and maintain a 3-inch pipeline, 5.21 miles in length, to transport chemical from Platform B in Block 864 to Platform A in Block 863, all in Mobile Area."
G22388,01764,"Energy Resource Technology, Inc.",12/11/2000,8/13/2006,EXP,,"A pipeline Right-of-way 200-hundred feet in width to operate and maintain a 6-inch pipeline, 5.21 miles in length, to transport bulk gas (BLKH) from Platform A in Block 863 to Platform B in Block 864, all in Mobile Area."
G22389,02349,"Magnum Hunter Production, Inc.",3/2/2001,2/28/2002,RELQ,,"A 6 5/8-inch pipeline to transport bulk gas from El Paso Production's proposed Platform ""A"" in Block 264, Lease OCS-G 19832, to existing Platform ""A"" in Block 265, Lease OCS-G 12980, all being located in the South Timbalier Area."
G22390,00689,Shell Offshore Inc.,3/7/2001,,ACT,,"a 6 5/8-inch inside a 10 3/4-inch pipeline to transport bulk oil from a flowline sled in Block 559, Lease OCS-G 11546, through Blocks 558, 514, 470, to Platform A in Block 426, Lease OCS-G 08241, and an associated 4-inch Electro-Hydraulic umbilical from subsea well no. 2 in block 516, through Block 515,  to subsea well no. 1 in Block 559,  all in the Garden Banks Area."
G22391,00689,Shell Offshore Inc.,3/8/2001,2/1/2011,RELQ,,"a 6 5/8-inch inside a 10 3/4-inch pipeline to transport bulk gas from subsea well no. 2 in Block 516, Lease OCS-G 08252, through Blocks 515, 471, 470,  to Platform A in Block 426, Lease OCS-G 08241, and an associated 6-inch umbilical from Platform A in Block 426, through Blocks 427, 471, 472, to subsea well no. 2 in Block 516, all in the Garden Banks Area."
G22392,00730,Walter Oil & Gas Corporation,6/10/2002,12/20/2006,RELQ,,"A 4 1/2-inch pipeline to transport bulk gas from Subsea Well No. 2, located in Ewing Bank Block 878 (Lease OCS-G18169), through Ewing Bank Blocks 834, 833, 789, and 745, and Grand Isle Block 120, and terminating at ""A"" Platform, located in Grand Isle Block 115 ( Lease OCS-G10873)."
G22393,00730,Walter Oil & Gas Corporation,6/10/2002,12/20/2006,RELQ,,"A 4 1/2-inch pipeline to transport bulk oil from Subsea Well No. 1, located in Ewing Bank Block 878 (Lease OCS-G18169), through Ewing Bank Blocks 834, 833, 789, and 745, and Grand Isle Block 120, and terminating at A Platform, located in Grand Isle Block 115 ( Lease OCS-G10873)."
G22394,00730,Walter Oil & Gas Corporation,6/10/2002,12/20/2006,RELQ,,"A 2.0-inch pipeline to transport gas for gas lift from  ""A"" Platform, located in Grand Isle Block 115 ( Lease OCS-G10873) through Grand Isle Block 120 and Ewing Bank Blocks 745, 789, 833 and 834, and terminating at Subsea Well No. 1, located in Ewing Bank Block 878 (Lease OCS-G18169)."
G22395,00003,Union Oil Company of California,1/15/2008,2/29/2016,RELQ,,"One 6 5/8-inch pipeline (Segment No. 13137), 17.39 miles in length, to transport bulk oil from Subsea Well No. 1 in Garden Banks Area Block 409, through a jumper and pipeline end skid in Garden Banks Area Block 409, through Garden Banks Area Blocks 365, 321, 277, 278, 234, and 233, to Platform A in Garden Banks Area Block 189; one associated 2 3/4-inch umbilical (Segment No. 13138), 15.46 miles in length, from Platform A in Garden Banks Area Block 189, through Garden Banks Area Blocks 233, 277, 321 and 365, to Subsea Well No. 1 in Garden Banks Area Block 409, and one 4 1/2-inch jumper (Segment No. 15959), 0.015 miles in length, to be a service line (pigging loop) from Subsea Well No. 1 in Garden Banks Area Block 409 to Subsea Well No. 3 in Garden Banks Area Block 409."
G22396,00003,Union Oil Company of California,2/15/2001,9/16/2014,RELQ,,"A right-of-way two-hundred feet (200') in width and 17.26 miles in length, for the installation, operation and maintenance of a 4 1/2 x 6 5/8-inch pipeline to transport bulk oil from Subsea Well No. 3 in Block 409, through a flowline jumper to a pipeline end skid (#3 PLES), continuing from the #3 PLES through a flowline across Blocks 365, 321, 277, 278, 234, and 233, to Platform ""A"" (Tick) in Block 189, all being located in the Garden Banks Area."
G22397,03035,Fieldwood Energy Offshore LLC,3/13/2001,7/31/2016,EXP,,"A pipeline right-of-way 200 feet in width and 3.40 miles in length for the installation, operation, and maintenance of a 4 1/2-inch bulk gas pipeline from Platform B, in Block A-510, to Platform A, in Block A-531, all located in High Island Area."
G22398,02557,"Hunt Chieftain Development, L.P.",3/13/2001,11/5/2014,RELQ,,"one 4 1/2-inch bulk gas pipeline from proposed Platform B, High Island A-510, Lease OCS-G 17188, to Platform A, High Island A-531 Lease OCS-G02696."
G22399,03035,Fieldwood Energy Offshore LLC,3/13/2001,7/31/2016,EXP,,"A pipeline right-of-way 200 feet (200') in width and 3.40 miles in length for the installation, operation, and maintenance of a 2 3/8-inch pipeline to transport gas lift from Platform A, High Island A-531, to Platform B, High Island A-510."
G22400,02970,"Castex Offshore, Inc.",2/8/2001,8/15/2013,EXP,,"a 4 1/2-inch pipeline to transport bulk gas from Seneca Resources Corporation's Platform A in Block 56, Lease OCS-G 17888,  through Blocks 55, 47, 48, 49, 32, to Texaco Inc.'s Platform A in Block 31, Lease OCS-G 02868, all in the Vermilion Area."
G22401,02970,"Castex Offshore, Inc.",2/8/2001,10/1/2013,RELQ,,"a 6 5/8-inch pipeline to transport bulk oil from Seneca Resources Corporation's Platform A in Block 56, Lease OCS-G 17888,  through Blocks 55, 47, 48, 49, 32, to Texaco Inc.'s Platform A in Block 31, Lease OCS-G 02868, all in the Vermilion Area."
G22402,20506,01 - AGF M.A.T.,6/7/2001,,CNCL,,
G22403,02257,Gateway Offshore Pipeline Company  LLC,2/12/2001,2/4/2016,RELQ,,"A pipeline right-of-way for the operation and maintenance of an 8 5/8-inch pipeline, 10.24 miles in length, to transport gas and condensate from Platform A in East Cameron Area Block 121, through East Cameron Area Blocks 134, 135, and 136, and terminating at a subsea tie-in to a 30-inch pipeline, located in West Cameron Area Block 250."
G22404,00981,Anadarko Petroleum Corporation,2/21/2001,10/6/2003,RELQ,,"a 4 1/2-inch pipeline to transport bulk gas from East Cameron Block 347 Well No. 2, Lease OCS-G 14383, through East Cameron Block 358 (unleased), to East Cameron Block 359 Platform A, Lease OCS-G 02567"
G22405,02312,McMoRan Oil & Gas LLC,6/7/2001,3/1/2011,RELQ,,"A 4 1/2-inch pipeline, with an associated 4 3/10-inch control umbilical, to transport bulk oil from Newfield's Subsea Well No. 1 in Viosca Knoll Block 738, Lease OCS-G 15431, across Viosca Knoll Block 694, to Santa Fe Snyder Corporation's existing Platform ""A"" in Main Pass Block 259, Lease OCS-G 7827."
G22406,02312,McMoRan Oil & Gas LLC,6/7/2001,2/13/2012,RELQ,,"A 4 1/2-inch pipeline to be used for round trip pigging from Newfield's Subsea Well No. 1 in Viosca Knoll Block 738, Lease OCS-G 15431, across Viosca Knoll Block 694, to Santa Fe Snyder Corporation's existing Platform ""A"" in Main Pass Block 259, Lease OCS-G 7827."
