SN_EOR_FK,SN_EOR_WELL_COMP,INTERVAL,COMP_LEASE_NUMBER,COMP_AREA_CODE,COMP_BLOCK_NUMBER,COMP_STATUS_CD
-28766,-3780,D1,G25579,HI,  130,PGW
-33606,-3782,D3,G19829,ST,  196,GSI
-30067,-3946,S1,G05502,EI,  211,GSI
-35350,-3950,S1,G24416,HI,A 520,PGW
-34326,-3951,S1,G03331,EI,  251,PGW
-33310,-3955,S1,G05612,ST,  205,PGW
-31387,-3956,S1,G26002,SM,   80,PGW
-32670,-3960,S1,G15607,GC,  743,OSI
-34446,-3964,S2,G02925,PL,   10,PGW
-34106,-3972,S2,G01220,EI,  158,PGW
-33707,-3974,S2,G02104,EI,  295,POW
-34907,-3977,S1,G12761,WC,  130,PGW
-35028,-3982,S1,G26431,PS, 1133,GSI
-33286,-3984,S1,G04565,GA,  303,PGW
-33206,-3985,S1,G03973,WC,  645,PGW
-31608,-3990,S1,G21811,GC,  679,POW
-29389,-3632,S1,G12757,WC,   98,PGW
-31949,-3660,S2,G01525,SS,  222,POW
-30687,-3802,S1,G01870,ST,   26,POW
-32986,-3827,S1,G26431,PS, 1133,GSI
-33729,-3895,S3,G02103,EI,  257,OSI
-34668,-3915,S2,G09707,MP,  112,PGW
-31747,-3983,S1,G03096,MI,  656,GSI
-33227,-3924,S2,G02549,WC,  507,PGW
-33786,-3940,S2,G02137,SP,   60,POW
-30553,-3948,S1,G26480,GA,  350,GSI
-29808,-3999,S1,G10933,VK,  340,PGW
-34787,-4002,S2,G02601,EI,   57,PGW
-35228,-4005,S1,G23450,LL,    5,GSI
-35307,-4006,S3,G24954,ST,   41,PGW
-33611,-4007,S1,G08680,SM,   18,GLO
-34447,-4008,S1,G02937,WD,  109,PGW
-31629,-3692,S3,G04085,WC,  170,PGW
-23515,-3712,S1,G23528,DC,  620,GSI
-32238,-3771,S1,G06093,GA,  209,POW
-20221,-3776,S1,G02912,EI,  329,POW
-35247,-4182,S1,G26261,MC,  506,PGW
-36509,-4204,D2, 00263,ST,   21,GLO
-38964,-4248,S3,G02316,SM,  288,PGW
-36168,-4249,S1,G05006,HI,   22,PGW
-38298,-4265,S1,G15050,WC,   33,OSI
-41076,-4277,S1,G02567,EC,  359,GSI
-40043,-4288,S2,G22850,MC,   22,POW
-41276,-4291,S3,G17150,HI,  175,PGW
-35948,-4295,S1,G26229,EW,  989,POW
-40724,-4305,S3,G01187,SM,   27,POW
-35707,-4022,S2,G02428,HI,A 350,GSI
-35188,-4023,S1,G24740,WC,  403,PGW
-34849,-4051,D5, 00263,ST,   21,POW
-36610,-4056,S3,G02819,WC,   35,PGW
-34591,-4101,D2,G02429,HI,A 351,GSI
-35287,-4105,D4,G02104,EI,  295,PGW
-34687,-4135,D3,G02549,WC,  507,PGW
-36049,-4142,S1,G10486,LL,    1,GSI
-36509,-4217,D3, 00263,ST,   21,GLO
-38560,-4224,S1,G22576,EC,   90,PGW
-40464,-4244,S1, 00060,SS,   72,PGW
-40976,-4294,S2, 00832,SS,  242,POW
-38297,-4340,S2,G08803,MC,  211,PGW
-40918,-4354,S2,G22987,GC,  680,POW
-38920,-4371,S4,G22741,ST,  138,GSI
-21999,-4373,S6,G12355,SS,  198,PGW
-41919,-4375,S2,G03118,HI,A 499,PGW
-35267,-4026,S4,G04085,WC,  170,POW
-34857,-4028,S1, 00263,ST,   21,GLO
-35450,-4030,S2,G24924,SS,  111,PGW
-34929,-4039,S3, 00065,SS,  117,POW
-36111,-4041,S1,G01241,ST,   52,POW
-35387,-4043,S1,G05602,ST,  111,PGW
-35209,-4055,S1,G27227,MO,  993,GSI
-23327,-4066,S1,G02112,EI,  315,POW
-32691,-4134,S1,G04085,WC,  170,POW
-34406,-4141,S5, 00461,ST,  134,POW
-41838,-4368,D5,G01043,SS,  293,GSI
-39562,-4380,D3, 00263,ST,   21,OSI
-38941,-4383,D3, 00263,ST,   21,OSI
-40204,-4385,S3,G22801,BS,   55,PGW
-39747,-4387,S1,G15050,WC,   33,GSI
-37070,-4019,D2,G12497,GA,  272,PGW
-29769,-4027,S1,G15860,GB,  244,GSI
-34928,-4034,S3, 00063,SS,   93,POW
-37710,-4049,S1,G22513,WC,  116,GSI
-36470,-4064,S1,G02088,VR,  321,PGW
-35008,-4085,S1,G05692,MP,   65,WIW
-34768,-4097,S1,G26226,EW,  948,GSI
-35727,-4102,S1,G26431,PS, 1133,GSI
-35970,-4121,S1,G22806,MP,  232,GSI
-37652,-4123,S2, 00787,SM,   49,PGW
-38299,-4171,S1,G03973,WC,  645,PGW
-37650,-4206,S4, 00518,HI,  140,PGW
-36022,-4211,D2, 00792,SM,  108,GSI
-36113,-4232,S1,G16520,MP,  312,PGW
-39904,-4234,S2,G15212,VR,  408,GSI
-38400,-4240,S2,G24954,ST,   41,PGW
-37911,-4253,D4,G19829,ST,  196,PGW
-38294,-4255,S4,G02316,SM,  288,PGW
-35888,-4261,S1,G27050,EC,  271,GSI
-40163,-4408,S4,G22705,SS,  146,PGW
-41157,-4411,S6,G21115,SS,  139,PGW
-40504,-4431,S3,G03068,MU,A 111,PGW
-42938,-4466,S1,G16520,MP,  312,POW
-40706,-4474,S2, 00310,SM,  223,PGW
-40705,-4479,D3, 00196,EI,   32,PGW
-39302,-4494,S2,G01572,ST,  189,PGW
-27823,-4607,S6,G17964,EI,   97,PGW
-41017,-4595,S1, 00386,ST,   23,POW
-38376,-4745,S3,G21790,GC,  338,POW
-43139,-4795,S5,G01870,ST,   26,POW
-43920,-4798,S1,G17266,EB,  558,OSI
-42580,-4802,S1,G02567,EC,  359,GSI
-45144,-4800,S4,G04704,MI,  696,POW
-45766,-4801,D1,G02429,HI,A 351,GSI
-38540,-4804,S1,G23979,MP,  200,GSI
-31587,-4158,S1,G20082,GC,  640,OSI
-38901,-4165,S3,G25561,HI,  170,PGW
-37630,-4180,S3,G02826,WC,   66,PGW
-37752,-4215,S1,G15050,WC,   33,OSI
-35010,-4053,S1,G02625,ST,   37,POW
-34849,-4071,D4, 00263,ST,   21,POW
-38111,-4100,S3,G24954,ST,   41,POW
-35627,-4245,S1, 00841,WD,  104,POW
-39703,-4251,S2, 00044,EI,   89,PGW
-37371,-4286,S1,G25579,HI,  130,PGW
-34590,-4231,D2,G02429,HI,A 351,GSI
-34626,-4272,S1, 00051,EI,  125,POW
-37009,-4278,S1,G03332,EI,  337,GSI
-36169,-4289,S1,G00987,EI,  273,GSI
-37931,-4297,S2, 00466,EI,   77,PGW
-38212,-4309,S4,G26146,MP,   19,GSI
-39803,-4314,S2,G12941,SS,  129,POW
-36230,-4116,S1,G03973,WC,  645,PGW
-31207,-4131,S2,G08803,MC,  211,PGW
-39242,-4148,S2,G21695,SP,   38,PGW
-39502,-4154,D2,G01083,WD,   73,POW
-38155,-4159,S3,G02716,HI,A 568,PGW
-33608,-4214,S1, 00081,WC,  110,PGW
-32932,-4243,S1,G02826,WC,   66,PGW
-38234,-4258,S3,G26146,MP,   19,PGW
-37310,-4264,S2,G06958,MC,  487,PGW
-40144,-4269,S2,G13912,SS,   99,PGW
-40725,-4276,S2,G01187,SM,   27,POW
-39422,-4300,S4, 00310,SM,  211,PGW
-41517,-4311,S1,G05393,EC,  318,PGW
-37992,-4318,S1,G15356,GI,   82,GSI
-37510,-4342,S1,G14205,EB,  602,OSI
-38940,-4346,S4,G26146,MP,   19,PGW
-39001,-4352,S3,G11307,GA,  252,PGW
-39743,-4358,S4,G01520,SS,  204,PGW
-41620,-4360,S2,G21817,GC,  768,POW
-38921,-4361,S1,G15050,WC,   33,OSI
-36489,-4163,S1,G19028,EB,  599,POW
-39424,-4170,S2,G03331,EI,  251,PGW
-39162,-4175,S1,G01520,SS,  204,POW
-35968,-4377,S1,G15395,MP,  275,GSI
-38702,-4185,S4,G04085,WC,  170,POW
-38240,-4188,S3, 00263,ST,   21,POW
-39103,-4198,S3,G13557,WC,   91,GSI
-30353,-4209,S1,G22850,MC,   22,POW
-36022,-4210,D1, 00792,SM,  108,GSI
-37012,-4212,S1,G26017,SM,  265,GSI
-38780,-4238,S2,G27072,VR,  250,PGW
-34590,-4229,D1,G02429,HI,A 351,GSI
-41742,-4364,D3, 00792,SM,  108,PGW
-40284,-4366,S9,G07700,SM,   37,PGW
-43299,-4693,S4, 00333,SS,   30,PGW
-43621,-4724,S2,G21685,ST,  308,POW
-43300,-4734,S1,G02061,EC,  321,GLO
-37013,-4422,S1,G27831,EC,  157,GSI
-38861,-4426,S3,G01313,MP,  142,POW
-43200,-4469,S1, 00263,ST,   21,OSI
-40685,-4470,S1,G22987,GC,  680,POW
-38191,-4476,D2, 00263,ST,   21,OSI
-36630,-4483,S1,G02625,ST,   37,POW
-40063,-4484,S1,G01146,VR,  245,GSI
-32812,-4516,S1,G04827,ST,   77,GSI
-40307,-4537,S2,G24416,HI,A 520,PGW
-40344,-4561,S2,G11573,GB,  783,POW
-40084,-4567,S1,G01614,SP,   70,POW
-44283,-4568,S1,G27224,MO,  873,GSI
-36028,-4596,S1,G15263,EI,  334,PGW
-40879,-4598,S5,G03394,VR,  146,GLO
-44586,-4633,S3,G23842,SM,  113,PGW
-39020,-4496,S5, 00518,HI,  140,PGW
-39824,-4510,S5,G01874,WD,   80,PGW
-39204,-4590,S1,G23529,DC,  621,GSI
-37998,-4601,D1,G05283,WC,  168,GSI
-39444,-4602,D1, 00263,ST,   21,GLO
-39444,-4603,D2, 00263,ST,   21,GLO
-42978,-4628,S1,G02021,WC,  587,PGW
-44845,-4629,S1,G16500,MP,  138,OSI
-40856,-4678,S1,G15607,GC,  743,OSI
-43442,-4680,S2, 00487,VR,  119,PGW
-45344,-4683,S1, 00375,MP,   42,POW
-43919,-4723,S3,G12941,SS,  129,PGW
-45065,-4740,S2, 00263,ST,   21,POW
-42963,-4741,D3,G23222,HI,A 367,PGW
-42260,-4749,S1,G04844,WC,  575,PGW
-38620,-4752,S1,G17912,VR,  253,POW
-41016,-4755,S1, 00063,SS,   93,POW
-34266,-4402,D1,G02870,VR,   60,GSI
-34266,-4403,D2,G02870,VR,   60,GSI
-44424,-4573,S1,G07962,MC,  806,OSI
-40023,-4406,S1,G24376,GA,A  39,GSI
-39425,-4413,S6,G21597,VR,  156,PGW
-42121,-4435,S6, 00518,HI,  140,PGW
-42122,-4437,S3, 00518,HI,  140,PGW
-40446,-4439,S2, 00518,HI,  140,PGW
-40447,-4441,S2,G02021,WC,  587,PGW
-40804,-4486,S4,G13928,ST,   30,PGW
-44844,-4615,S1,G16500,MP,  138,POW
-41536,-4650,D1, 00263,ST,   21,POW
-41077,-4658,S1,G01316,MP,  299,POW
-36632,-4663,S1,G11080,GC,  644,POW
-38378,-4664,S1,G01580,GI,   32,GSI
-45104,-4675,S2,G21817,GC,  768,POW
-43662,-4767,S3,G01614,SP,   70,PGW
-41557,-4492,S2, 00759,WC,  173,PGW
-39626,-4502,S3, 00560,VR,   67,PGW
-43679,-4523,S2, 00832,SS,  242,POW
-37998,-4613,D2,G05283,WC,  168,PGW
-37994,-4626,S2,G25553,HI,   73,PGW
-44846,-4630,S1,G16500,MP,  138,POW
-41238,-4637,S4,G00977,EI,  214,PGW
-36328,-4644,S1,G15860,GB,  244,PGW
-41536,-4652,D2, 00263,ST,   21,POW
-44924,-4666,S2,G21695,SP,   38,PGW
-40384,-4786,S1,G27793,WC,  252,OSI
-47126,-4841,S1,G27230,VK,   26,GSI
-46527,-4846,S2,G27071,VR,  249,PGW
-42358,-4879,D6,G04565,GA,  303,GSI
-43121,-4881,S1,G03973,WC,  645,PGW
-41639,-4916,S1, 00165,ST,   22,POW
-45424,-4923,S3,G01295,MP,   37,PGW
-47810,-4934,S1,G27228,MO,  994,GSI
-43119,-4944,S1,G01955,VR,  265,POW
-46173,-5065,S1,G18169,EW,  878,OSI
-49350,-5061,S1,G18402,GC,  608,POW
-46466,-4967,S5,G04996,MI,  587,PGW
-47107,-4969,S5,G16473,WD,   59,PGW
-42558,-4983,S2,G25939,EC,   75,PGW
-41158,-4984,S4, 00757,WC,  118,GSI
-38352,-5073,S1,G07493,GB,  427,POW
-46506,-5075,S1,G02600,SM,  281,POW
-43540,-5086,S1,G15610,GC,  782,POW
-45164,-4806,S3,G04548,MI,  685,PGW
-43280,-4808,S2,G03410,EI,  352,PGW
-41758,-4811,S6,G00983,EI,  252,PGW
-45405,-4812,S4,G01372,BS,   55,POW
-44784,-4816,S2,G00983,EI,  252,PGW
-37997,-4429,S4, 00797,EI,  105,GLO
-36090,-4507,S1,G15356,GI,   82,GSI
-43599,-4513,S1,G16500,MP,  138,GSI
-31607,-4514,S1, 00020,ST,   67,PGW
-42119,-4532,S2,G03577,SS,   69,PGW
-41156,-4535,S2,G24416,HI,A 520,PGW
-39823,-4543,S1,G14205,EB,  602,OSI
-40880,-4546,S1,G20655,HI,   34,PGW
-42058,-4549,S4,G01523,SS,  207,PGW
-44019,-4551,S3,G07917,EW,  306,PGW
-38442,-4552,S1,G00987,EI,  273,PGW
-40244,-4564,S1,G02567,EC,  359,GSI
-41779,-4654,S1,G14205,EB,  602,OSI
-39263,-4655,S1, 00462,ST,  135,PGW
-41096,-4668,D3,G22605,VR,   51,PGW
-45031,-4670,S3,G21695,SP,   38,PGW
-43219,-4688,S3,G02943,SP,   59,OSI
-39443,-4714,S1,G18603,AT,  426,GSI
-44665,-4729,S5, 00310,SM,  239,PGW
-44099,-4738,D1,G07200,MI,  606,GSI
-42541,-4748,S2,G12355,SS,  198,PGW
-44745,-4751,S3,G22651,SM,  250,PGW
-39426,-4397,S4,G01140,VR,  215,PGW
-37973,-4504,S1,G05549,SS,  166,PGW
-41878,-4538,S2,G22606,VR,   52,PGW
-40645,-4554,S4,G01316,MP,  299,POW
-33127,-4556,S1,G22850,MC,   22,POW
-42338,-4559,S2,G02825,WC,   65,PGW
-41740,-4576,S1,G02601,EI,   57,PGW
-39442,-4592,S1,G24105,MC,  755,GSI
-43899,-4686,S2,G01611,SP,   66,OSI
-41818,-4695,S3,G11243,MU,A  32,PGW
-41217,-4708,S1,G20082,GC,  640,OSI
-41176,-4720,S3, 00184,EC,   72,PGW
-41619,-4732,S4,G04085,WC,  170,GSI
-44485,-4736,S4,G04000,ST,   53,PGW
-42259,-4754,D3,G20605,MU,  726,OSI
-39343,-4421,S1, 00370,BM,    3,POW
-41196,-4464,S1,G23803,EC,  316,GSI
-38191,-4475,D1, 00263,ST,   21,OSI
-40646,-4506,S3,G01874,WD,   79,PGW
-40385,-4525,S3,G01522,SS,  206,POW
-37872,-4594,S6, 00228,EI,   93,PGW
-38095,-4612,S1,G16759,GC,  596,OSI
-39243,-4651,S1, 00462,ST,  135,PGW
-42499,-4660,S1,G21686,GI,   34,PGW
-42239,-4671,S3,G01614,SP,   70,POW
-45827,-5119,S2,G22678,EI,  303,GSI
-47848,-5120,S1,G14586,MP,  277,PGW
-43860,-5121,S1,G00985,EI,  259,GSI
-47329,-5126,S2,G02163,GI,   94,POW
-43840,-4883,S3, 00138,WD,   45,OSI
-47490,-4885,S1,G15395,MP,  275,PGW
-42298,-4886,D1,G27476,BA,  437,GSI
-44884,-4904,S1,G15276,SS,   76,PGW
-40306,-4906,S6,G13852,WC,  617,PGW
-45045,-4908,S1,G05610,ST,  194,PGW
-40836,-4913,S1,G24955,ST,   46,PGW
-47147,-4930,S2, 00374,MP,   41,POW
-45506,-4932,S2,G02625,ST,   37,POW
-31693,-4942,S1,G09867,MC,  777,OSI
-46187,-4943,S1,G01955,VR,  265,PGW
-44163,-4946,S3,G02853,EC,   23,GSI
-44284,-4965,S2,G00981,EI,  237,PGW
-46706,-4998,S2,G13938,ST,  229,POW
-45727,-5049,S1, 00089,EC,   64,PGW
-45826,-4980,S3, 00134,GI,   48,PGW
-45746,-5003,S2,G12757,WC,   98,PGW
-44545,-5051,S3,G24733,WC,  333,PGW
-49330,-5053,S3,G04777,EC,   32,GSI
-45086,-5055,S2,G22553,WC,  426,PGW
-37209,-4847,S1,G25579,HI,  130,PGW
-43760,-4868,S1,G21160,VK, 1003,PGW
-47688,-4887,S2,G16644,MC,  728,POW
-37069,-4933,S1,G05862,MC,  686,OSI
-45606,-5063,S2,G03338,MP,   43,POW
-46175,-5039,S5,G02184,SP,   77,POW
-43199,-5067,S2,G13628,EI,  365,PGW
-46271,-5068,S6,G01152,VR,  255,PGW
-46170,-5070,S4,G01373,BS,   56,PGW
-45786,-5131,S1, 00181,WD,   69,POW
-47447,-5145,S2, 00434,SS,  149,POW
-47007,-5130,S5,G04085,WC,  170,PGW
-45007,-5134,S1,G16224,WC,  661,PGW
-42278,-5137,S3, 00385,WD,   29,POW
-44285,-5256,S3,G01031,SS,  253,GLO
-47767,-5259,S1,G02091,VR,  340,PGW
-50616,-5265,S1,G10638,EC,  328,OSI
-47306,-5296,S1,G21571,EC,   45,GSI
-49650,-5314,S1,G26183,MO, 1002,GSI
-49572,-5315,S3,G10726,EI,  142,POW
-48951,-5722,S1,G26078,SS,  351,POW
-53347,-5493,S2,G02404,HI,A 283,PGW
-48248,-5503,S1,G03328,VR,  261,OSI
-47687,-5507,D1, 00133,GI,   47,POW
-50374,-5524,S4,G09478,EC,  332,PGW
-52100,-5527,S1,G22679,EI,  312,PGW
-47489,-5529,S2,G02910,EI,  327,PGW
-55018,-5534,S1,G20082,GC,  640,OSI
-52658,-5540,S1,G04800,VR,  271,OSI
-45488,-5543,S1,G23851,EI,   10,GSI
-53027,-5550,S1,G03793,GI,   83,PGW
-47330,-5082,S6, 00263,ST,   21,OSI
-37991,-5083,S1,G26664,GB,  506,GSI
-48690,-5097,S2,G22576,EC,   90,PGW
-43841,-4844,S3,G06045,MI,  651,PGW
-41699,-4850,S1,G21650,SS,   62,PGW
-38742,-4935,S1,G22987,GC,  680,OSI
-40626,-4938,S1,G18603,AT,  426,GSI
-37996,-4954,S1,G26451,MI,  654,PGW
-45285,-4991,S2,G15395,MP,  275,POW
-45224,-5001,S2, 00063,SS,   93,GLO
-49270,-5059,S1,G26477,GA,  291,PGW
-40811,-5060,D1, 00680,WC,   20,GSI
-47667,-5079,S2,G04087,WC,  215,GSI
-46174,-5072,S1,G03973,WC,  645,PGW
-44946,-5101,S1,G04832,MP,  108,PGW
-43520,-5107,S1,G26078,SS,  351,PGW
-41296,-5108,S1,G24404,HI,   46,PGW
-49512,-5110,S1, 00063,SS,   93,WIW
-46566,-5112,S2, 00453,SS,  130,POW
-39543,-5114,S6,G04537,MU,A  31,GSI
-48411,-5118,S2,G24888,EI,   83,PGW
-49990,-5155,S2,G27195,MP,   20,PGW
-47709,-5153,S2,G21811,GC,  679,POW
-50293,-5157,S1, 00089,EC,   64,PGW
-50314,-5162,S1,G02572,VR,  331,PGW
-41538,-4959,S1,G21742,MC,   65,POW
-45264,-4985,D2, 00133,GI,   47,POW
-47907,-5142,D4,G22605,VR,   51,PGW
-46547,-5168,S2,G22548,WC,  398,GSI
-46869,-5169,S2,G01238,PL,   23,PGW
-50313,-5175,S1,G02572,VR,  331,POW
-40811,-5177,D2, 00680,WC,   20,GSI
-44166,-5178,S4,G02445,VK,  900,POW
-50656,-5188,S1,G19028,EB,  599,POW
-47847,-5185,S2,G00985,EI,  259,GLO
-48170,-5187,S1,G22808,MP,  241,GSI
-46886,-5189,S1,G10638,EC,  328,OSI
-46868,-5192,S3,G10213,BA,  396,PGW
-49211,-5197,S1,G10638,EC,  328,OSI
-46586,-5199,S3,G09524,VR,  371,POW
-48570,-5201,S2,G18885,MI,  565,PGW
-47587,-5202,S1, 00089,EC,   64,PGW
-45404,-4834,S3,G03419,MP,  116,PGW
-47492,-4870,S2,G22543,WC,  347,PGW
-45025,-4865,D3,G05283,WC,  168,PGW
-46207,-4872,S5,G00977,EI,  214,PGW
-44704,-4877,S3,G21532,WC,   44,GSI
-39102,-4890,S1,G11080,GC,  644,WIW
-44100,-4894,S1, 00464,ST,  152,POW
-44684,-4897,S3, 00787,SM,   49,PGW
-44685,-4898,S41,G09546,SM,  146,PGW
-44685,-4899,S51,G22646,SM,  155,PGW
-45486,-4922,S3,G01295,MP,   37,PGW
-47831,-4925,S2,G14590,SA,   12,PGW
-45987,-4927,S3,G00983,EI,  252,PGW
-45304,-4929,S3,G19776,SM,  135,PGW
-39903,-4936,D1,G01141,VR,  217,GSI
-39903,-4937,D2,G01141,VR,  217,GSI
-43839,-4970,S5,G04537,MU,A  31,PGW
-43939,-4989,S3,G24733,WC,  333,PGW
-48449,-4993,D7, 00146,WD,   58,PGW
-48651,-5008,S3,G21790,GC,  338,POW
-46968,-5010,S4,G13557,WC,   91,PGW
-42963,-4830,D4,G23222,HI,A 367,PGW
-41859,-4835,S1,G21750,MC,  241,GSI
-41699,-4860,S2,G21650,SS,   62,GSI
-47528,-4867,S1,G22543,WC,  347,PGW
-38747,-4889,S1,G23851,EI,   10,GSI
-46129,-4912,S1,G22803,MP,  211,GSI
-43619,-4914,S2, 00134,GI,   48,POW
-47649,-5018,S1,G00983,EI,  252,GLO
-42298,-5022,D2,G27476,BA,  437,GSI
-49151,-5031,S1,G20082,GC,  640,OSI
-41497,-5041,S7,G17912,VR,  253,PGW
-45084,-5045,S2,G00981,EI,  237,PGW
-45608,-5056,S3,G23891,SS,   94,PGW
-50713,-5581,S2,G02318,EI,  339,POW
-51640,-5586,S3,G05599,ST,  100,PGW
-52318,-5621,S4,G01130,VR,  171,POW
-55697,-5625,S3,G07799,SP,   87,GSI
-53488,-5631,S2,G09079,HI,  138,PGW
-46548,-5205,S1,G01870,ST,   26,PGW
-49550,-5208,S3,G12349,SS,   87,PGW
-48327,-5211,S4,G02045,EC,  270,PGW
-47470,-5217,S1,G22850,MC,   22,POW
-48387,-5232,S3,G01238,PL,   23,PGW
-49412,-5317,S1,G01870,ST,   26,PGW
-43659,-5329,S1,G15607,GC,  743,OSI
-46626,-5330,S1,G27528,HI,A 466,GSI
-51076,-5333,S3, 00353,SP,   28,POW
-43659,-5338,S2,G15607,GC,  743,OSI
-50980,-5341,S2,G10638,EC,  328,POW
-51638,-5350,S1,G03332,EI,  337,PGW
-46291,-5379,S1,G17912,VR,  253,PGW
-50722,-5381,S3, 00819,SS,  168,PGW
-51918,-5383,S6,G01898,ST,  148,PGW
-51357,-5385,S1,G10638,EC,  328,OSI
-44746,-5403,S2,G00983,EI,  252,GSI
-53949,-5432,S1,G03197,MP,  120,GSI
-51097,-5438,S3,G03138,VR,  302,PGW
-46907,-5450,S4,G01899,ST,  188,PGW
-50877,-5478,S1,G15199,VR,  264,POW
-48450,-5264,S1,G02600,SM,  281,PGW
-46969,-5271,D1,G10636,EC,  320,GLO
-40004,-5319,S1,G27789,WC,  181,PGW
-50494,-5340,S1,G19774,SM,   81,PGW
-45726,-5456,S3,G14224,GB,  216,GSI
-52908,-5497,S4,G24954,ST,   41,POW
-50658,-5500,S3,G14544,ST,  235,GSI
-52927,-5512,S1,G18936,HI,  115,OSI
-48270,-5520,S1,G13064,VK,  862,OSI
-52278,-5535,D1,G23135,MU,  758,GSI
-48269,-5541,S1,G13064,VK,  862,OSI
-53688,-5580,S1, 00166,ST,   23,POW
-52319,-5583,S1,G26184,MO, 1003,GSI
-53428,-5590,S2,G00978,EI,  217,PGW
-52459,-5609,S1,G03540,EC,  330,GSI
-44748,-5619,D1,G23840,SM,   44,GSI
-47788,-5614,D2, 00184,EC,   72,PGW
-51739,-5616,S1,G01140,VR,  215,GSI
-55019,-5623,S3,G09500,VR,  200,PGW
-54771,-5626,S2,G27831,EC,  157,PGW
-49932,-5629,S2, 00089,EC,   64,PGW
-47549,-5634,S1,G16759,GC,  596,OSI
-50958,-5206,S3, 00060,SS,   72,PGW
-48308,-5212,S6,G02045,EC,  270,PGW
-51196,-5230,S2,G22219,GA,  424,PGW
-51319,-5236,S1,G19027,EB,  598,OSI
-42698,-5253,S1,G12941,SS,  129,GSI
-51620,-5254,S1, 00081,WC,  110,PGW
-50837,-5269,S1,G22628,VR,  241,PGW
-40878,-5318,S1,G23526,DC,  618,PGW
-50720,-5327,S6,G07699,SM,   36,PGW
-51080,-5335,D3,G10584,WC,  431,PGW
-53669,-5414,S2,G01101,WD,  117,POW
-53313,-5415,S1,G18011,SS,  153,POW
-51238,-5417,S1,G06037,MI,  604,GSI
-50433,-5582,S1,G12941,SS,  129,GSI
-51078,-5446,S5, 00373,MP,   40,PGW
-45726,-5454,S1,G14224,GB,  216,GSI
-45726,-5455,S2,G14224,GB,  216,GSI
-52378,-5499,S4,G21706,BS,   54,PGW
-54548,-5502,S2,G21322,GA,  227,PGW
-51377,-5521,D7, 00434,SS,  149,PGW
-48931,-5214,S1, 00040,SS,  119,PGW
-49190,-5216,S1,G22701,SS,  134,PGW
-47808,-5220,S1,G26078,SS,  351,PGW
-48630,-5223,S1,G26183,MO, 1002,GSI
-49970,-5235,S2,G02853,EC,   23,PGW
-47809,-5247,D7,G04537,MU,A  31,PGW
-47247,-5239,S2,G02567,EC,  359,PGW
-47809,-5246,D6,G04537,MU,A  31,PGW
-49551,-5250,S1,G22549,WC,  402,PGW
-44285,-5261,S4,G01031,SS,  253,OSI
-49950,-5274,S1,G21080,EC,  364,PGW
-50936,-5343,S4,G15241,EI,  107,PGW
-51858,-5353,S2,G02076,VR,  214,POW
-47948,-5357,S1,G02105,EI,  296,PGW
-50957,-5359,S4, 00694,SP,   28,PGW
-51758,-5407,S1,G25046,MO,  988,GSI
-51818,-5377,S6,G02076,VR,  214,PGW
-52599,-5419,S1,G01955,VR,  265,PGW
-53228,-5423,S3,G01860,WC,   66,PGW
-52738,-5433,D1,G22738,ST,   75,PGW
-52218,-5437,D3,G27195,MP,   20,PGW
-49510,-5488,S1,G02941,SP,   58,POW
-51538,-5669,S1,G20725,EB,  646,PGW
-53309,-5675,D4,G06105,GA,  343,PGW
-53011,-5678,S1,G02109,EI,  306,GSI
-54770,-5681,S1,G27051,EC,  339,OSI
-55998,-5690,S1,G17912,VR,  253,POW
-52004,-5691,S1,G27535,HI,A 281,GSI
-51236,-5724,S1,G23771,WC,  432,GSI
-56017,-5749,S1,G01205,SM,   73,PGW
-54169,-5774,S1,G24954,ST,   41,POW
-58143,-5781,S3,G14357,EC,   88,GSI
-56337,-5827,S2,G04895,WD,   85,PGW
-58023,-5845,S7,G16473,WD,   59,PGW
-58667,-5851,S2,G19935,MC,  305,PGW
-51376,-5864,S1,G26664,GB,  506,OSI
-57158,-5869,S2,G08690,SM,  253,PGW
-56798,-5889,S2,G05370,EC,  148,PGW
-55198,-5558,S2, 00541,EC,  160,GSI
-53549,-5560,S13,G03228,GA,  180,PGW
-51378,-5564,S1,G23969,MP,  121,GSI
-52198,-5387,S1,G10638,EC,  328,GSI
-49230,-5225,S4, 00796,EI,  100,POW
-48410,-5227,S1,G03197,MP,  120,GSI
-51619,-5286,S1,G21065,EC,  109,PGW
-48550,-5291,S1,G27198,MP,   92,PGW
-51257,-5324,S3, 00541,EC,  160,PGW
-44281,-5312,S2,G03481,HI,A 517,PGW
-50654,-5337,S2,G22754,ST,  239,GSI
-49490,-5344,S1,G01955,VR,  265,POW
-52498,-5356,S3,G02327,EI,  380,PGW
-44059,-5361,S1,G23883,EI,  351,GSI
-44059,-5362,S2,G23883,EI,  351,GSI
-52858,-5365,S2, 00060,SS,   72,PGW
-45046,-5378,S2,G01106,WD,  133,PGW
-50093,-5388,S2,G23946,ST,  315,PGW
-52438,-5390,S3,G01604,WD,  152,PGW
-52738,-5442,D2,G22738,ST,   75,PGW
-47386,-5444,S1,G23797,EC,  169,GSI
-53888,-5568,S6,G00935,EC,   89,PGW
-50615,-5570,S1,G02572,VR,  331,GLO
-48427,-5572,S1,G07493,GB,  427,PGW
-54568,-5592,S5,G06736,SS,   66,PGW
-40524,-5260,S1,G04064,MU,  739,PGW
