SN_APD_FK,SN_ATTACHMENT_BLOB_FK,ATT_NAME,ATT_EXTENSION
-6617,-266808,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6617,-266809,Directional Program,pdf
-6617,-266810,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6617,-266811,Proposed Wellbore Schematic,pdf
-6617,-266812,Engineering Calculation,pdf
-6617,-266813,BOP & Diverter Schematics with Operating Procedures,pdf
-6617,-266814,Rig Picture and Drawing,pdf
-6617,-266815,NTL 2006-G09 info,pdf
-6617,-266816,+10 ball valve schematic,pdf
-6617,-266817,Supplemental APD Info Sheet,pdf
-6139,-244402,H2S Absent MMS Approval Draft Ltr,pdf
-6721,-279649,Inspection Records (3 of 3),pdf
-6286,-251185,Supplemental APD Sheet,pdf
-6352,-255052,Proposed Wellbore Schematic,pdf
-6352,-254053,BOP & Diverter Schematics with Operating Procedures,pdf
-6353,-254212,Proposed Well Location Plat,pdf
-6353,-254089,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6353,-254091,Directional Program,pdf
-6353,-254097,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6316,-252689,APD Supplemental Information Form,pdf
-6261,-253079,MMS Form 123-S,pdf
-6352,-254051,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6353,-254095,Proposed Wellbore Schematic,pdf
-6353,-254210,Engineering Calculation,pdf
-6721,-279648,Inspection Records (2 of 3),pdf
-5987,-237182,Proposed Well Location Plat,pdf
-5987,-237203,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5987,-237184,Directional Program,pdf
-5987,-237185,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-5987,-237202,Proposed Wellbore Schematic,pdf
-5987,-237204,Engineering Calculation,pdf
-5987,-237189,BOP & Diverter Schematics with Operating Procedures,pdf
-6314,-251955,Proposed Well Location Plat,pdf
-6314,-251956,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6314,-251957,Directional Program,pdf
-6314,-251958,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6314,-255439,Proposed Wellbore Schematic,pdf
-6314,-255438,Engineering Calculation,pdf
-6314,-251961,BOP & Diverter Schematics with Operating Procedures,pdf
-6314,-251962,Right of Easement Documentation,pdf
-6314,-251963,+10 Valve Schmatic,pdf
-6324,-252313,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6324,-252314,Location Plats,pdf
-6324,-252315,Engineering Calcs,pdf
-6324,-252316,Departure,pdf
-6324,-252317,Directional,pdf
-6324,-252318,Anchor Plat,pdf
-6324,-252321,PP FG MW Chart,pdf
-7170,-294760,Directional Program,pdf
-6188,-246630,Proposed Well Location Plat,pdf
-8490,-370901,MMS Operating Statements,pdf
-8490,-370902,+10 Valve,pdf
-6282,-302207,Application for Permit to Drill,PDF
-6856,-318547,NTL 2008-G10 Data,pdf
-7686,-318624,Revised APD,pdf
-7687,-319263,Pay.Gov Receipt Confirmation,pdf
-7687,-319265,Rig OSFR Coverage,pdf
-7699,-319322,APD Information Sheet,pdf
-7687,-319528,Notice of Intent for NPDES Coverage,pdf
-7632,-316409,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-7632,-316411,Pay Gov Receipt,pdf
-8317,-356290,supplemental APD sheet,pdf
-8534,-376745,BOP & Diverter Schematics with Operating Procedures,pdf
-8534,-376795,Pay.Gov Receipt,pdf
-10377,-550365,Cement Calculations,pdf
-10377,-550366,PE Certification,pdf
-7492,-347161,Vicinity Map,pdf
-7922,-331682,Proposed Well Location Plat,pdf
-7922,-331684,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-7922,-331680,Proposed Wellbore Schematic,pdf
-7922,-331681,Engineering Calculation,pdf
-6890,-331527,Verbal Approval Email,pdf
-7922,-331749,Directional Program,pdf
-7922,-331685,BOP & Diverter Schematics with Operating Procedures,pdf
-7918,-331659,Proposed Well Location Plat,pdf
-7986,-362344,Proposed Wellbore Schematic,pdf
-7986,-362343,Engineering Calculation,pdf
-7355,-305181,Application for Permit to Drill,PDF
-7026,-302692,Application for Permit to Drill,PDF
-7611,-317443,21in diverter dwg.pdf,pdf
-8317,-356201,Proposed Well Location Plat,pdf
-8317,-356286,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-7918,-331498,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-7918,-331501,Directional Program,pdf
-7918,-331500,Proposed Wellbore Schematic,pdf
-7918,-331499,Engineering Calculation,pdf
-7918,-331504,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8311,-355866,Engineering Calculations,pdf
-8440,-366443,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8440,-366449,BOP & Diverter Schematics with Operating Procedures,pdf
-8440,-366442,Proposed Well Location Plat,pdf
-7384,-306126,Proposed Well Location Plat,pdf
-7630,-316850,Pay.Gov,pdf
-7918,-332261,BOP & Diverter Schematics with Operating Procedures,pdf
-8423,-365783,Application for Permit to Drill,PDF
-8424,-365282,BOP & Diverter Schematics with Operating Procedures,pdf
-8424,-364590,Engineering Calculation,pdf
-8424,-364592,Structure Map,pdf
-8424,-364593,WC 551 A5 pay.gov receipt,pdf
-8424,-364594,Proprietary Location Plat,pdf
-8424,-364595,WC 551 A005 Xsection,pdf
-8437,-366027,Application for Permit to Drill,PDF
-8440,-366444,Directional Program,pdf
-8440,-366445,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8440,-366446,Proposed Wellbore Schematic,pdf
-8440,-366447,Engineering Calculation,pdf
-8440,-366448,Departure List,pdf
-8440,-366450,MMS Operating Statements,pdf
-8086,-342041,NTL No. 2006-G20,pdf
-8035,-337620,Proposed Well Location Plat,pdf
-8035,-337611,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8035,-337614,Directional Program,pdf
-8035,-337615,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8035,-337612,Engineering Calculation,pdf
-8035,-337621,BOP & Diverter Schematics with Operating Procedures,pdf
-8133,-343547,Proposed Well Location Plat,pdf
-8133,-343548,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8133,-343549,Directional Program,pdf
-8133,-343550,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8133,-343661,Proposed Wellbore Schematic,pdf
-8133,-343644,Engineering Calculation,pdf
-8133,-343553,BOP & Diverter Schematics with Operating Procedures,pdf
-8133,-343554,MC 265 A2ST1 Barite Sack Calculations,pdf
-8133,-343657,MC 265 A02ST1 Current WB 02-09-09,pdf
-7731,-320163,Rig Fitness,pdf
-7734,-320492,Application for Permit to Drill,PDF
-7747,-321331,Proposed Well Location Plat,pdf
-7747,-321385,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-7747,-321333,Directional Program,pdf
-7827,-326076,Engineering Calculation,pdf
-7827,-326081,BOP & Diverter Schematics with Operating Procedures,pdf
-7829,-326291,Proposed Wellbore Schematic,pdf
-7829,-326289,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-7829,-326293,MW/PP/FG Chart,pdf
-8441,-366618,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-7927,-332113,Verbal Approval eMail,pdf
-7922,-332386,Application for Permit to Drill,PDF
-7937,-332584,Application for Permit to Drill,PDF
-7963,-334029,Existing & Proposed WB Schematics for By-pass,pdf
-8040,-337965,Application for Permit to Drill,PDF
-8125,-343899,+10 Valve,pdf
-7390,-306376,Deepwater Cement Practices,pdf
-7390,-306377,Proposed Well Location Plat,pdf
-7390,-306379,Directional Program,pdf
-7390,-306382,Safe Welding Area Drawing,pdf
-7390,-306383,ABS/DNV Certificate,pdf
-7390,-306387,U.S. Coast Guard Certificate,pdf
-7390,-306388,Rig Picture and Drawing,pdf
-7390,-306389,Mooring Approval for Ocean Star at GC 643,pdf
-7390,-306390,Ocean Star Risk Assessment,pdf
-7390,-306391,Ocean Star Mooring Analysis,pdf
-7500,-313362,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-7500,-313360,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-7500,-313364,Proposed Wellbore Schematic,pdf
-7500,-313363,Engineering Calculation,pdf
-7833,-326584,Revised PGFFMW Plot 11-20-08,pdf
-7833,-326563,Proposed Well Location Plat,pdf
-7833,-326564,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-7833,-326566,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-7833,-326567,Proposed Wellbore Schematic,pdf
-7833,-326568,Engineering Calculation,pdf
-7833,-326569,BOP & Diverter Schematics with Operating Procedures,pdf
-7833,-326570,Rig Fitness,pdf
-7833,-326571,+10 Valve,pdf
-7833,-326572,Proposed Location Plat - Proprietary,pdf
-7833,-326583,Revised EngCalcs 11-20-08,pdf
-7833,-326585,Revised Procedure 11-20-08,pdf
-7833,-326586,Revised WBS 11-20-08,pdf
-7833,-326587,Verbal Approval,pdf
-7987,-335256,Application for Permit to Drill,PDF
-8026,-337526,Application for Permit to Drill,PDF
-8156,-345255,Supplemental APD Info sheet,pdf
-8156,-345262,RUE  approval,pdf
-7945,-333220,MMS Verbal Approval to Deepen Well,pdf
-8123,-343179,Application for Permit to Drill,PDF
-7953,-338524,Application for Permit to Drill,PDF
-8946,-419482,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8853,-419508,MMS mooring approval from Lance Labiche,pdf
-8960,-420080,BOP & Diverter Schematics with Operating Procedures,pdf
-8960,-420079,U.S. Coast Guard Certificate,pdf
-9420,-491968,Church Shear Pressure Calculation 4 inch - 4086 psi,pdf
-9420,-491969,Church Shear Pressure Calculation 5 inch - 5072 psi,pdf
-9420,-491971,Mud Quantities,pdf
-9013,-423859,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9013,-423855,Directional Program,pdf
-9013,-423856,Proposed Well Location Plat,pdf
-9013,-423854,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-9013,-423857,Proposed Wellbore Schematic,pdf
-9013,-423853,BOP & Diverter Schematics with Operating Procedures,pdf
-9004,-423824,Mooring Approval Letter,pdf
-9004,-423826,Risk Assessment - 1,pdf
-9013,-423860,EPA Notice of Intent,pdf
-9004,-423831,Risk Assessment - 2,pdf
-9013,-423861,Minimum Barite Required,pdf
-9208,-439473,Anchor Pattern,pdf
-9256,-440262,Engineering Calculation,pdf
-9256,-440264,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-9256,-440218,Safe Welding Area Drawing,pdf
-9256,-440219,BOP & Diverter Schematics with Operating Procedures,pdf
-9256,-440220,U.S. Coast Guard Certificate,pdf
-9256,-440221,Rig Picture and Drawing,pdf
-9256,-440222,Prop Plat,pdf
-9256,-440223,GA 351 COFR Coverage,pdf
-9079,-433112,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8967,-420375,Proposed Wellbore Schematic,pdf
-9737,-481425,Application for Permit to Drill,PDF
-9215,-437589,Proposed Well Location Plat,pdf
-9215,-437590,BOP & Diverter Schematics with Operating Procedures,pdf
-9215,-440416,Proposed Wellbore Schematic,pdf
-9256,-440410,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9792,-488028,Third Party Qualifications - Shear Test,pdf
-9665,-488797,Jack-Up Checksheet,pdf
-9665,-488798,JU Approval from Lance Labiche,pdf
-8967,-420370,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8967,-420371,Directional Program,pdf
-8967,-420372,Proposed Well Location Plat,pdf
-8967,-420373,Engineering Calculation,pdf
-8967,-420374,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8967,-420376,Departure List,pdf
-8967,-420377,BOP & Diverter Schematics with Operating Procedures,pdf
-8967,-420378,Mooring Approval,pdf
-8967,-420379,Pay.Gov Receipt,pdf
-9013,-423865,COFR - OSFR,pdf
-9012,-423866,BOP Operating Procedure,pdf
-9013,-423870,Cement Design,pdf
-9033,-424763,Proposed Well Location Plat,pdf
-9033,-426122,Engineering Calculation,pdf
-9033,-424937,BOP & Diverter Schematics with Operating Procedures,pdf
-9033,-426121,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9079,-433117,Engineering Calculation,pdf
-9033,-426079,Proposed Wellbore Schematic,pdf
-9033,-426080,Directional Program,pdf
-9033,-426082,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-9404,-452780,Application for Permit to Drill,PDF
-9333,-452787,Application for Permit to Drill,PDF
-9694,-474974,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9694,-474975,Proposed Wellbore Schematic,pdf
-9205,-441638,Application for Permit to Drill,PDF
-9291,-442561,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9340,-451692,MMS Email 2010 Hurricane Mooring Approval.pdf,pdf
-9340,-451693,Nautilus @ Mensa on 12 Piles 4244-R-0[1].pdf,pdf
-9340,-451694,Nautilus @ Mensa on 12 Piles 4244-RA-0[1].pdf,pdf
-9311,-444111,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9311,-444117,Directional Program,pdf
-9311,-444115,Proposed Well Location Plat,pdf
-9311,-444112,Engineering Calculation,pdf
-9311,-444119,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-9311,-444113,Proposed Wellbore Schematic,pdf
-8960,-419963,Hercules 200 Site Assessment Approval,pdf
-9012,-423735,Directional Drawing,pdf
-9012,-423736,MMS123,pdf
-9012,-423737,Casing Design,pdf
-9012,-423738,Casing Pressure Test Calculations,pdf
-9012,-423739,Cement Design,pdf
-9379,-450866,Application for Permit to Drill,PDF
-9374,-450858,Application for Permit to Drill,PDF
-9344,-447523,Stratigraphic Column,pdf
-9333,-445899,Existing and Proposed WB Schematic,pdf
-9004,-426793,Application for Permit to Drill,PDF
-9059,-427049,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9059,-427014,Directional Program,pdf
-9059,-427015,Proposed Well Location Plat,pdf
-9059,-427042,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8908,-416820,Hercules 202 Site Assessment Approval,pdf
-9380,-449267,Proposed Well Location Plat,pdf
-9380,-449268,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-9380,-449266,Proposed Wellbore Schematic,pdf
-9012,-423726,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9012,-423733,Directional Program,pdf
-9012,-423731,Proposed Well Location Plat,pdf
-9012,-423727,Engineering Calculation,pdf
-9012,-423734,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-9012,-423730,Proposed Wellbore Schematic,pdf
-9012,-423863,BOP & Diverter Schematics with Operating Procedures,pdf
-9012,-423740,Mud Program,pdf
-9012,-423741,Mud Product List,pdf
-9012,-424247,Application for Permit to Drill,PDF
-9033,-424764,public plat,pdf
-9380,-449378,Application for Permit to Drill,PDF
-8853,-416406,Directional Program,pdf
-9001,-422829,Application for Permit to Drill,PDF
-9059,-427041,Proposed Wellbore Schematic,pdf
-9059,-427019,BOP & Diverter Schematics with Operating Procedures,pdf
-9059,-427020,Minimum Barite Required,pdf
-9059,-427022,COFR - OSFR,pdf
-9059,-427023,EPA Notice of Intent,pdf
-9059,-427046,Cement Design,pdf
-8838,-412571,Directional Program,pdf
-8838,-412570,Proposed Well Location Plat,pdf
-8838,-412568,Engineering Calculation,pdf
-8838,-412572,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8838,-412569,Proposed Wellbore Schematic,pdf
-8838,-412539,BOP & Diverter Schematics with Operating Procedures,pdf
-9015,-424504,MMS Form 123S Rev 5 (Deepen 22) 11-20-09,pdf
-8832,-418723,Application for Permit to Drill,PDF
-9140,-433221,Public Copy - Location Plat,pdf
-9140,-433224,Verbal Confirmation Dated 01/02/2010,pdf
-9033,-427607,cross section,pdf
-5102,-189182,Engineering Calculation,pdf
-5102,-189141,VR 348 #1 Mudline Tree Installation Schematic,pdf
-4874,-181240,Application for Permit to Drill,PDF
-4923,-181843,+10' Valve,pdf
-4867,-183871,Application for Permit to Drill,PDF
-5102,-189133,Proposed Well Location Plat,pdf
-5102,-189177,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5102,-189135,Directional Program,pdf
-5102,-189136,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-5102,-189139,BOP & Diverter Schematics with Operating Procedures,pdf
-5102,-189140,VR 348 #1 Compliance NTL 2007 G13,pdf
-5102,-189184,VR 348 #1 Barite Sack Calculations 06-18-07 9.625 csg,pdf
-4906,-189229,EPA Coverage,pdf
-5203,-194349,MWPPP,pdf
-5112,-204386,Deepwater Cement Practices,pdf
-5112,-196249,Proposed Well Location Plat,pdf
-5112,-206800,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5112,-195999,Directional Program,pdf
-5112,-196000,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-5112,-195998,Proposed Wellbore Schematic,pdf
-5112,-195997,Engineering Calculation,pdf
-5112,-196001,BOP & Diverter Schematics with Operating Procedures,pdf
-5113,-189601,Proposed Well Location Plat,pdf
-5113,-189602,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5113,-189603,Directional Program,pdf
-5113,-189604,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-5113,-189605,Proposed Wellbore Schematic,pdf
-5113,-189606,Engineering Calculation,pdf
-5113,-189607,BOP & Diverter Schematics with Operating Procedures,pdf
-5113,-189608,Letter to Pat Clancy about OSFR Coverage,pdf
-5113,-189609,Plan Drawing,pdf
-5113,-189610,API RP 95J Information,pdf
-5151,-191616,Proposed Well Location Plat,pdf
-5814,-228722,Proposed Well Location Plat,pdf
-5814,-228128,Directional Program,pdf
-5814,-228492,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-5814,-231296,Proposed Wellbore Schematic,pdf
-5814,-228132,Safe Welding Area Drawing,pdf
-5814,-228130,ABS/DNV Certificate,pdf
-5814,-228491,Engineering Calculation,pdf
-5814,-228127,BOP & Diverter Schematics with Operating Procedures,pdf
-5814,-228131,U.S. Coast Guard Certificate,pdf
-5814,-228133,Rig Picture and Drawing,pdf
-5849,-232252,RUE Draft Approval Letter,pdf
-5866,-232064,VR 336 #1 Barite Sack Calculations,pdf
-5882,-232985,Proposed Well Location Plat,pdf
-5882,-232707,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5882,-232428,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
